;Critic2LR;Steps;Wall_Time
0;0.00010040000051958486;0;1651362840.3672519
1;0.00010080000356538221;2560;1651362841.7748432
2;0.00010119999933522195;5120;1651362843.1111825
3;0.0001016000023810193;7680;1651362844.4461236
4;0.00010199999815085903;10240;1651362845.7678444
5;0.00010240000119665638;12800;1651362847.0927885
6;0.00010279999696649611;15360;1651362848.455807
7;0.00010320000001229346;17920;1651362849.7973561
8;0.0001036000030580908;20480;1651362851.1283164
9;0.00010399999882793054;23040;1651362852.471072
10;0.00010440000187372789;25600;1651362853.807797
11;0.00010479999764356762;28160;1651362855.1281905
12;0.00010520000068936497;30720;1651362856.4539094
13;0.0001055999964592047;33280;1651362857.7705128
14;0.00010599999950500205;35840;1651362859.09634
15;0.0001064000025507994;38400;1651362860.414745
16;0.00010679999832063913;40960;1651362861.820818
17;0.00010720000136643648;43520;1651362863.1408014
18;0.00010759999713627622;46080;1651362864.479657
19;0.00010800000018207356;48640;1651362865.8052182
20;0.00010840000322787091;51200;1651362867.1450858
21;0.00010879999899771065;53760;1651362868.4733577
22;0.00010920000204350799;56320;1651362869.8176997
23;0.00010959999781334773;58880;1651362871.1692822
24;0.00011000000085914508;61440;1651362872.50132
25;0.00011039999662898481;64000;1651362873.8163304
26;0.00011079999967478216;66560;1651362875.145612
27;0.0001112000027205795;69120;1651362876.4744537
28;0.00011159999849041924;71680;1651362877.787899
29;0.00011200000153621659;74240;1651362879.146367
30;0.00011239999730605632;76800;1651362880.4757552
31;0.00011280000035185367;79360;1651362881.8121188
32;0.00011320000339765102;81920;1651362883.2018173
33;0.00011359999916749075;84480;1651362884.537239
34;0.0001140000022132881;87040;1651362885.843616
35;0.00011439999798312783;89600;1651362887.1527236
36;0.00011480000102892518;92160;1651362888.4667742
37;0.00011519999679876491;94720;1651362889.7933025
38;0.00011559999984456226;97280;1651362891.1110542
39;0.00011600000289035961;99840;1651362892.4223802
40;0.00011639999866019934;102400;1651362893.738993
41;0.00011680000170599669;104960;1651362895.081655
42;0.00011719999747583643;107520;1651362896.4225433
43;0.00011760000052163377;110080;1651362897.741084
44;0.00011800000356743112;112640;1651362899.059886
45;0.00011839999933727086;115200;1651362900.466618
46;0.0001188000023830682;117760;1651362901.7892516
47;0.00011919999815290794;120320;1651362903.111641
48;0.00011960000119870529;122880;1651362904.528449
49;0.00011999999696854502;125440;1651362905.885496
50;0.00012040000001434237;128000;1651362907.212313
51;0.00012080000306013972;130560;1651362908.5454843
52;0.00012119999882997945;133120;1651362909.8589516
53;0.0001216000018757768;135680;1651362911.2167742
54;0.00012199999764561653;138240;1651362912.548127
55;0.00012240000069141388;140800;1651362913.8654785
56;0.00012280000373721123;143360;1651362915.1818976
57;0.00012320000678300858;145920;1651362916.5210462
58;0.0001235999952768907;148480;1651362917.8542864
59;0.00012399999832268804;151040;1651362919.1969097
60;0.0001244000013684854;153600;1651362920.5305312
61;0.00012480000441428274;156160;1651362921.855569
62;0.00012519999290816486;158720;1651362923.18109
63;0.0001255999959539622;161280;1651362924.52285
64;0.00012599999899975955;163840;1651362925.8408875
65;0.0001264000020455569;166400;1651362927.2301388
66;0.00012680000509135425;168960;1651362928.5630932
67;0.00012719999358523637;171520;1651362929.9002893
68;0.00012759999663103372;174080;1651362931.221856
69;0.00012799999967683107;176640;1651362932.5513053
70;0.00012840000272262841;179200;1651362933.8742676
71;0.00012880000576842576;181760;1651362935.194999
72;0.00012919999426230788;184320;1651362936.5879142
73;0.00012959999730810523;186880;1651362937.9066727
74;0.00013000000035390258;189440;1651362939.212817
75;0.00013040000339969993;192000;1651362940.5419638
76;0.00013080000644549727;194560;1651362941.8560667
77;0.0001311999949393794;197120;1651362943.1811192
78;0.00013159999798517674;199680;1651362944.498352
79;0.0001320000010309741;202240;1651362945.82138
80;0.00013240000407677144;204800;1651362947.1617327
81;0.00013280000712256879;207360;1651362948.4966297
82;0.0001331999956164509;209920;1651362949.9298928
83;0.00013359999866224825;212480;1651362951.2646325
84;0.0001340000017080456;215040;1651362952.6051545
85;0.00013440000475384295;217600;1651362953.9150388
86;0.00013479999324772507;220160;1651362955.245033
87;0.00013519999629352242;222720;1651362956.5702002
88;0.00013559999933931977;225280;1651362957.8800886
89;0.00013600000238511711;227840;1651362959.1932046
90;0.00013640000543091446;230400;1651362960.5176203
91;0.00013679999392479658;232960;1651362961.8530111
92;0.00013719999697059393;235520;1651362963.3196306
93;0.00013760000001639128;238080;1651362964.718244
94;0.00013800000306218863;240640;1651362966.0411174
95;0.00013840000610798597;243200;1651362967.3586774
96;0.0001387999946018681;245760;1651362968.6772225
97;0.00013919999764766544;248320;1651362970.0042083
98;0.0001396000006934628;250880;1651362971.3993165
99;0.00014000000373926014;253440;1651362972.7148144
100;0.00014040000678505749;256000;1651362981.9691236
101;0.0001407999952789396;258560;1651362983.3305755
102;0.00014119999832473695;261120;1651362984.7241468
103;0.0001416000013705343;263680;1651362986.0353725
104;0.00014200000441633165;266240;1651362987.3589978
105;0.00014239999291021377;268800;1651362988.694534
106;0.00014279999595601112;271360;1651362990.0493836
107;0.00014319999900180846;273920;1651362991.3842473
108;0.0001436000020476058;276480;1651362992.70151
109;0.00014400000509340316;279040;1651362994.0232155
110;0.00014439999358728528;281600;1651362995.3531375
111;0.00014479999663308263;284160;1651362996.6769946
112;0.00014519999967887998;286720;1651362997.9922638
113;0.00014560000272467732;289280;1651362999.3127615
114;0.00014600000577047467;291840;1651363000.7263758
115;0.0001463999942643568;294400;1651363002.0624797
116;0.00014679999731015414;296960;1651363003.3837786
117;0.0001472000003559515;299520;1651363004.7043903
118;0.00014760000340174884;302080;1651363006.0166194
119;0.00014800000644754618;304640;1651363007.3264453
120;0.0001483999949414283;307200;1651363008.6370602
121;0.00014879999798722565;309760;1651363009.9635146
122;0.000149200001033023;312320;1651363011.291017
123;0.00014960000407882035;314880;1651363012.6208417
124;0.0001500000071246177;317440;1651363013.945791
125;0.00015039999561849982;320000;1651363015.2826233
126;0.00015079999866429716;322560;1651363016.6139643
127;0.0001512000017100945;325120;1651363017.915777
128;0.00015160000475589186;327680;1651363019.240761
129;0.00015199999324977398;330240;1651363020.61269
130;0.00015239999629557133;332800;1651363022.013369
131;0.00015279999934136868;335360;1651363023.3406162
132;0.00015320000238716602;337920;1651363024.6631641
133;0.00015360000543296337;340480;1651363026.0145092
134;0.0001539999939268455;343040;1651363027.3382483
135;0.00015439999697264284;345600;1651363028.6578155
136;0.0001548000000184402;348160;1651363029.9877052
137;0.00015520000306423753;350720;1651363031.3090818
138;0.00015560000611003488;353280;1651363032.6391757
139;0.000155999994603917;355840;1651363033.9588013
140;0.00015639999764971435;358400;1651363035.2751954
141;0.0001568000006955117;360960;1651363036.6055083
142;0.00015720000374130905;363520;1651363037.9412794
143;0.0001576000067871064;366080;1651363039.2939024
144;0.00015799999528098851;368640;1651363040.6410973
145;0.00015839999832678586;371200;1651363041.961883
146;0.0001588000013725832;373760;1651363043.350619
147;0.00015920000441838056;376320;1651363044.6750112
148;0.00015959999291226268;378880;1651363046.0107312
149;0.00015999999595806003;381440;1651363047.3546903
150;0.00016039999900385737;384000;1651363048.6684463
151;0.00016080000204965472;386560;1651363049.981025
152;0.00016120000509545207;389120;1651363051.3035283
