;Epsilon;Steps;Wall_Time
0;0.25;1;1648948220.4757788
1;0.25;1;1648948221.410837
2;0.25;1;1648948222.2952619
3;0.25;1;1648948223.1760337
4;0.25;1;1648948224.058254
5;0.25;1;1648948224.940863
6;0.25;1;1648948225.8242486
7;0.25;1;1648948226.7080755
8;0.25;1;1648948227.6014733
9;0.25;1;1648948228.4869254
10;0.25;1;1648948229.3775508
11;0.25;1;1648948230.2655256
12;0.25;1;1648948231.1467927
13;0.25;1;1648948232.0279396
14;0.25;1;1648948232.9138446
15;0.25;1;1648948233.7999682
16;0.25;1;1648948234.6814594
17;0.25;1;1648948235.56915
18;0.25;1;1648948236.454981
19;0.25;1;1648948237.339425
20;0.25;1;1648948238.2256732
21;0.25;1;1648948239.1063344
22;0.25;1;1648948240.0089102
23;0.25;1;1648948240.8989763
24;0.25;1;1648948241.782101
25;0.25;1;1648948242.6655116
26;0.25;1;1648948243.5554368
27;0.25;1;1648948244.4405227
28;0.25;1;1648948245.3199034
29;0.25;1;1648948246.2048142
30;0.25;1;1648948247.0838296
31;0.25;1;1648948247.9694536
32;0.25;1;1648948248.8531907
33;0.25;1;1648948249.7370808
34;0.25;1;1648948250.621122
35;0.25;1;1648948251.5242422
36;0.25;1;1648948252.4138043
37;0.25;1;1648948253.2992332
38;0.25;1;1648948254.1823163
39;0.25;1;1648948255.0600965
40;0.25;1;1648948255.943342
41;0.25;1;1648948256.8273585
42;0.25;1;1648948257.7056384
43;0.25;1;1648948258.591331
44;0.25;1;1648948259.4698713
45;0.25;1;1648948260.348442
46;0.25;1;1648948261.2279582
47;0.25;1;1648948262.1100194
48;0.25;1;1648948263.0073826
49;0.25;1;1648948263.9019177
50;0.25;1;1648948264.7922812
51;0.25;1;1648948265.6727023
52;0.25;1;1648948266.558249
53;0.25;1;1648948267.4396298
54;0.25;1;1648948268.3232486
55;0.25;1;1648948269.2051504
56;0.25;1;1648948270.0839186
57;0.25;1;1648948270.968
58;0.25;1;1648948271.849539
59;0.25;1;1648948272.7299073
60;0.25;1;1648948273.6121287
61;0.25;1;1648948274.4982011
62;0.25;1;1648948275.3947392
63;0.25;1;1648948276.2873387
64;0.25;1;1648948277.1701148
65;0.25;1;1648948278.050937
66;0.25;1;1648948278.9349437
67;0.25;1;1648948279.8172278
68;0.25;1;1648948280.699587
69;0.25;1;1648948281.5802433
70;0.25;1;1648948282.4645865
71;0.25;1;1648948283.34711
72;0.25;1;1648948284.2296343
73;0.25;1;1648948285.1165342
74;0.25;1;1648948285.9982374
75;0.25;1;1648948286.9034264
76;0.25;1;1648948287.7947643
77;0.25;1;1648948288.6821916
78;0.25;1;1648948289.5620065
79;0.25;1;1648948290.4457774
80;0.25;1;1648948291.3317766
81;0.25;1;1648948292.2098842
82;0.25;1;1648948293.0915973
83;0.25;1;1648948293.9702022
84;0.25;1;1648948294.855002
85;0.25;1;1648948295.737394
86;0.25;1;1648948296.6216488
87;0.25;1;1648948297.5079467
88;0.25;1;1648948298.4095745
89;0.25;1;1648948299.3024974
90;0.25;1;1648948300.18947
91;0.25;1;1648948301.0759294
92;0.25;1;1648948301.9579098
93;0.25;1;1648948302.8417852
94;0.25;1;1648948303.723787
95;0.25;1;1648948304.6030087
96;0.25;1;1648948305.4855258
97;0.25;1;1648948306.3670173
98;0.25;1;1648948307.251553
99;0.25;1;1648948308.1327693
100;0.1666666716337204;2;1648948316.3306105
101;0.1666666716337204;2;1648948317.2438538
102;0.1666666716337204;2;1648948318.135351
103;0.1666666716337204;2;1648948319.0204048
104;0.1666666716337204;2;1648948319.9039216
105;0.1666666716337204;2;1648948320.782302
106;0.1666666716337204;2;1648948321.6802583
107;0.1666666716337204;2;1648948322.5733886
108;0.1666666716337204;2;1648948323.465438
