;Epsilon;Steps;Wall_Time
0;0.25;1;1650892691.7788653
1;0.25;1;1650892692.7709124
2;0.25;1;1650892693.6943693
3;0.25;1;1650892694.6208463
4;0.25;1;1650892695.5373137
5;0.25;1;1650892696.45029
6;0.25;1;1650892697.38155
7;0.25;1;1650892698.2948155
8;0.25;1;1650892699.2177038
9;0.25;1;1650892700.1563816
10;0.25;1;1650892701.0852466
11;0.25;1;1650892702.017499
12;0.25;1;1650892702.931126
13;0.25;1;1650892703.8441226
14;0.25;1;1650892704.7903907
15;0.25;1;1650892705.7315004
16;0.25;1;1650892706.6589057
17;0.25;1;1650892707.591187
18;0.25;1;1650892708.5214193
19;0.25;1;1650892709.4394624
20;0.25;1;1650892710.3665578
21;0.25;1;1650892711.2915318
22;0.25;1;1650892712.2325153
23;0.25;1;1650892713.149842
24;0.25;1;1650892714.0729203
25;0.25;1;1650892714.9900093
26;0.25;1;1650892715.9071312
27;0.25;1;1650892716.8199136
28;0.25;1;1650892717.7379353
29;0.25;1;1650892718.674023
30;0.25;1;1650892719.5858788
31;0.25;1;1650892720.5076647
32;0.25;1;1650892721.4359705
33;0.25;1;1650892722.3664622
34;0.25;1;1650892723.293508
35;0.25;1;1650892724.2323344
36;0.25;1;1650892725.1580784
37;0.25;1;1650892726.0791435
38;0.25;1;1650892726.9989605
39;0.25;1;1650892727.9132786
40;0.25;1;1650892728.8419485
41;0.25;1;1650892729.7557325
42;0.25;1;1650892730.6673515
43;0.25;1;1650892731.5789213
44;0.25;1;1650892732.507768
45;0.25;1;1650892733.4246902
46;0.25;1;1650892734.3529267
47;0.25;1;1650892735.2816887
48;0.25;1;1650892736.203035
49;0.25;1;1650892737.1467361
50;0.25;1;1650892738.0736656
51;0.25;1;1650892738.99627
52;0.25;1;1650892739.9215195
53;0.25;1;1650892740.831972
54;0.25;1;1650892741.7424166
55;0.25;1;1650892742.6833386
56;0.25;1;1650892743.614762
57;0.25;1;1650892744.5392952
58;0.25;1;1650892745.4729285
59;0.25;1;1650892746.3942652
60;0.25;1;1650892747.3187635
61;0.25;1;1650892748.2516987
62;0.25;1;1650892749.1644683
63;0.25;1;1650892750.1011293
64;0.25;1;1650892751.0304742
65;0.25;1;1650892751.9616168
66;0.25;1;1650892752.8935618
67;0.25;1;1650892753.8214467
68;0.25;1;1650892754.7400837
69;0.25;1;1650892755.6540017
70;0.25;1;1650892756.5705588
71;0.25;1;1650892757.4871929
72;0.25;1;1650892758.4033713
73;0.25;1;1650892759.3234713
74;0.25;1;1650892760.2510085
75;0.25;1;1650892761.180508
76;0.25;1;1650892762.1060255
77;0.25;1;1650892763.0307443
