;Epsilon;Steps;Wall_Time
0;0.25;1;1650877735.1275673
1;0.25;1;1650877736.1076088
2;0.25;1;1650877737.0356848
3;0.25;1;1650877737.9744074
4;0.25;1;1650877738.9227643
5;0.25;1;1650877739.8635628
6;0.25;1;1650877740.800175
7;0.25;1;1650877741.7400005
8;0.25;1;1650877742.6813614
9;0.25;1;1650877743.6215675
10;0.25;1;1650877744.5582273
11;0.25;1;1650877745.495291
12;0.25;1;1650877746.438977
13;0.25;1;1650877747.371999
14;0.25;1;1650877748.3139067
15;0.25;1;1650877749.2543166
16;0.25;1;1650877750.1816022
17;0.25;1;1650877751.1076546
18;0.25;1;1650877752.0397189
19;0.25;1;1650877752.9679115
20;0.25;1;1650877753.8954813
21;0.25;1;1650877754.8224487
22;0.25;1;1650877755.7562764
23;0.25;1;1650877756.7053676
24;0.25;1;1650877757.645748
25;0.25;1;1650877758.589259
26;0.25;1;1650877759.5331545
27;0.25;1;1650877760.481347
28;0.25;1;1650877761.4245315
29;0.25;1;1650877762.3705478
30;0.25;1;1650877763.3238406
31;0.25;1;1650877764.2622247
32;0.25;1;1650877765.1987092
33;0.25;1;1650877766.1434379
34;0.25;1;1650877767.0822146
35;0.25;1;1650877768.0059848
36;0.25;1;1650877768.9481084
37;0.25;1;1650877769.8866339
38;0.25;1;1650877770.8238244
39;0.25;1;1650877771.7653177
40;0.25;1;1650877772.689867
41;0.25;1;1650877773.6139898
42;0.25;1;1650877774.547518
43;0.25;1;1650877775.471463
44;0.25;1;1650877776.4111207
45;0.25;1;1650877777.3516243
46;0.25;1;1650877778.2914758
47;0.25;1;1650877779.2271976
48;0.25;1;1650877780.167844
49;0.25;1;1650877781.1086407
50;0.25;1;1650877782.0584161
51;0.25;1;1650877782.9848967
52;0.25;1;1650877783.908049
53;0.25;1;1650877784.8388762
54;0.25;1;1650877785.7636461
55;0.25;1;1650877786.7121477
56;0.25;1;1650877787.6448298
57;0.25;1;1650877788.5931864
58;0.25;1;1650877789.5492573
59;0.25;1;1650877790.4958522
60;0.25;1;1650877791.4326766
61;0.25;1;1650877792.3822033
62;0.25;1;1650877793.324176
63;0.25;1;1650877794.2476926
64;0.25;1;1650877795.1689758
65;0.25;1;1650877796.1025233
66;0.25;1;1650877797.0276291
67;0.25;1;1650877797.9705303
68;0.25;1;1650877798.8949594
69;0.25;1;1650877799.813778
70;0.25;1;1650877800.7349703
71;0.25;1;1650877801.668227
72;0.25;1;1650877802.6081192
73;0.25;1;1650877803.5474713
74;0.25;1;1650877804.4939523
75;0.25;1;1650877805.4412243
76;0.25;1;1650877806.3833618
77;0.25;1;1650877807.3160343
78;0.25;1;1650877808.2664173
79;0.25;1;1650877809.189051
80;0.25;1;1650877810.1149197
81;0.25;1;1650877811.0343409
82;0.25;1;1650877811.958872
83;0.25;1;1650877812.883069
84;0.25;1;1650877813.8064277
85;0.25;1;1650877814.7529702
86;0.25;1;1650877815.6936057
87;0.25;1;1650877816.6439826
88;0.25;1;1650877817.576681
89;0.25;1;1650877818.5100603
90;0.25;1;1650877819.435534
91;0.25;1;1650877820.3644776
92;0.25;1;1650877821.3020065
93;0.25;1;1650877822.2357512
94;0.25;1;1650877823.1720092
95;0.25;1;1650877824.1093915
96;0.25;1;1650877825.0456624
97;0.25;1;1650877825.9957826
98;0.25;1;1650877826.937591
99;0.25;1;1650877827.8601658
100;0.1666666716337204;2;1650877836.6049614
101;0.1666666716337204;2;1650877837.5784297
102;0.1666666716337204;2;1650877838.522085
103;0.1666666716337204;2;1650877839.466849
104;0.1666666716337204;2;1650877840.3969553
105;0.1666666716337204;2;1650877841.3340333
106;0.1666666716337204;2;1650877842.2744026
107;0.1666666716337204;2;1650877843.2203734
108;0.1666666716337204;2;1650877844.1689003
109;0.1666666716337204;2;1650877845.1024354
110;0.1666666716337204;2;1650877846.0296547
111;0.1666666716337204;2;1650877846.9661837
112;0.1666666716337204;2;1650877847.8999674
113;0.1666666716337204;2;1650877848.8309815
114;0.1666666716337204;2;1650877849.766433
115;0.1666666716337204;2;1650877850.7057946
116;0.1666666716337204;2;1650877851.633096
117;0.1666666716337204;2;1650877852.5848808
118;0.1666666716337204;2;1650877853.5313492
119;0.1666666716337204;2;1650877854.4763484
120;0.1666666716337204;2;1650877855.4138267
121;0.1666666716337204;2;1650877856.3596234
122;0.1666666716337204;2;1650877857.3079119
123;0.1666666716337204;2;1650877858.2382605
124;0.1666666716337204;2;1650877859.1807058
125;0.1666666716337204;2;1650877860.1241307
126;0.1666666716337204;2;1650877861.0632598
127;0.1666666716337204;2;1650877862.0041234
128;0.1666666716337204;2;1650877862.9393864
129;0.1666666716337204;2;1650877863.8778863
130;0.1666666716337204;2;1650877864.8124998
131;0.1666666716337204;2;1650877865.7360451
132;0.1666666716337204;2;1650877866.6623924
133;0.1666666716337204;2;1650877867.5936918
134;0.1666666716337204;2;1650877868.529379
135;0.1666666716337204;2;1650877869.4622931
136;0.1666666716337204;2;1650877870.3948007
137;0.1666666716337204;2;1650877871.3311255
138;0.1666666716337204;2;1650877872.2674024
139;0.1666666716337204;2;1650877873.2074878
140;0.1666666716337204;2;1650877874.1422982
141;0.1666666716337204;2;1650877875.0887794
142;0.1666666716337204;2;1650877876.040349
143;0.1666666716337204;2;1650877876.9600844
144;0.1666666716337204;2;1650877877.9035342
145;0.1666666716337204;2;1650877878.827436
146;0.1666666716337204;2;1650877879.7507703
147;0.1666666716337204;2;1650877880.676967
148;0.1666666716337204;2;1650877881.6139348
149;0.1666666716337204;2;1650877882.538634
150;0.1666666716337204;2;1650877883.4589868
151;0.1666666716337204;2;1650877884.3920643
152;0.1666666716337204;2;1650877885.3296194
153;0.1666666716337204;2;1650877886.2663956
154;0.1666666716337204;2;1650877887.1881764
155;0.1666666716337204;2;1650877888.1337566
156;0.1666666716337204;2;1650877889.06564
157;0.1666666716337204;2;1650877890.0033538
158;0.1666666716337204;2;1650877890.9315605
