;Epsilon;Steps;Wall_Time
0;0.25;1;1651050567.2497766
1;0.25;1;1651050568.2318594
2;0.25;1;1651050569.1629696
3;0.25;1;1651050570.0949657
4;0.25;1;1651050571.016954
5;0.25;1;1651050571.9232934
6;0.25;1;1651050572.8343706
7;0.25;1;1651050573.744052
8;0.25;1;1651050574.6643124
9;0.25;1;1651050575.5808923
10;0.25;1;1651050576.5181837
11;0.25;1;1651050577.443829
12;0.25;1;1651050578.3679
13;0.25;1;1651050579.2885072
14;0.25;1;1651050580.2062676
15;0.25;1;1651050581.1217554
16;0.25;1;1651050582.0409164
17;0.25;1;1651050582.9626908
18;0.25;1;1651050583.8712263
19;0.25;1;1651050584.7815623
20;0.25;1;1651050585.6951482
21;0.25;1;1651050586.6321716
22;0.25;1;1651050587.5413487
23;0.25;1;1651050588.4544783
24;0.25;1;1651050589.3641305
25;0.25;1;1651050590.2779465
26;0.25;1;1651050591.1839178
27;0.25;1;1651050592.1112852
28;0.25;1;1651050593.0398233
29;0.25;1;1651050593.9622073
30;0.25;1;1651050594.8935897
31;0.25;1;1651050595.818815
32;0.25;1;1651050596.748332
33;0.25;1;1651050597.657747
34;0.25;1;1651050598.5900617
35;0.25;1;1651050599.5082607
36;0.25;1;1651050600.4313116
37;0.25;1;1651050601.3570468
38;0.25;1;1651050602.2750278
39;0.25;1;1651050603.186648
40;0.25;1;1651050604.1015666
41;0.25;1;1651050605.0205474
42;0.25;1;1651050605.9295418
43;0.25;1;1651050606.8362842
44;0.25;1;1651050607.7621253
45;0.25;1;1651050608.6730447
46;0.25;1;1651050609.6107862
47;0.25;1;1651050610.5442116
48;0.25;1;1651050611.4744282
49;0.25;1;1651050612.4109468
50;0.25;1;1651050613.318669
51;0.25;1;1651050614.2279887
52;0.25;1;1651050615.1336465
53;0.25;1;1651050616.0435054
54;0.25;1;1651050616.9612823
55;0.25;1;1651050617.893625
56;0.25;1;1651050618.80193
57;0.25;1;1651050619.7104166
58;0.25;1;1651050620.6303215
59;0.25;1;1651050621.5502155
60;0.25;1;1651050622.4721308
61;0.25;1;1651050623.3890243
62;0.25;1;1651050624.3111582
63;0.25;1;1651050625.2301793
64;0.25;1;1651050626.1515758
65;0.25;1;1651050627.0815244
66;0.25;1;1651050628.0223043
67;0.25;1;1651050628.9498718
68;0.25;1;1651050629.8731666
69;0.25;1;1651050630.8086724
70;0.25;1;1651050631.7384245
71;0.25;1;1651050632.663738
