;Epsilon;Steps;Wall_Time
0;0.25;1;1649475831.8894372
1;0.25;1;1649475832.8353791
2;0.25;1;1649475833.7408192
3;0.25;1;1649475834.641666
4;0.25;1;1649475835.5407543
5;0.25;1;1649475836.437513
6;0.25;1;1649475837.3349934
7;0.25;1;1649475838.2561576
8;0.25;1;1649475839.1548784
9;0.25;1;1649475840.0526657
10;0.25;1;1649475840.9501226
11;0.25;1;1649475841.8472564
12;0.25;1;1649475842.7445917
13;0.25;1;1649475843.6395488
14;0.25;1;1649475844.5339477
15;0.25;1;1649475845.4330604
16;0.25;1;1649475846.3282945
17;0.25;1;1649475847.2242296
18;0.25;1;1649475848.1372516
19;0.25;1;1649475849.0447702
20;0.25;1;1649475849.940442
21;0.25;1;1649475850.8383942
22;0.25;1;1649475851.7352405
23;0.25;1;1649475852.63116
24;0.25;1;1649475853.5274243
25;0.25;1;1649475854.4220495
26;0.25;1;1649475855.3156195
27;0.25;1;1649475856.2093124
28;0.25;1;1649475857.1031044
29;0.25;1;1649475857.9965281
30;0.25;1;1649475858.9233465
31;0.25;1;1649475859.819879
32;0.25;1;1649475860.7147126
33;0.25;1;1649475861.610052
34;0.25;1;1649475862.5083714
35;0.25;1;1649475863.406351
36;0.25;1;1649475864.3043242
37;0.25;1;1649475865.1986697
38;0.25;1;1649475866.0949912
39;0.25;1;1649475866.9941194
40;0.25;1;1649475867.8917987
41;0.25;1;1649475868.7895992
42;0.25;1;1649475869.7147632
43;0.25;1;1649475870.6142051
44;0.25;1;1649475871.5092974
45;0.25;1;1649475872.4062705
46;0.25;1;1649475873.3023562
47;0.25;1;1649475874.197426
48;0.25;1;1649475875.0992115
49;0.25;1;1649475875.9939826
50;0.25;1;1649475876.8935823
51;0.25;1;1649475877.793425
52;0.25;1;1649475878.6894484
53;0.25;1;1649475879.6043034
54;0.25;1;1649475880.5119987
55;0.25;1;1649475881.4054646
56;0.25;1;1649475882.3020136
57;0.25;1;1649475883.2008362
58;0.25;1;1649475884.0968573
59;0.25;1;1649475884.993498
60;0.25;1;1649475885.892192
61;0.25;1;1649475886.7890642
62;0.25;1;1649475887.6856518
63;0.25;1;1649475888.583333
64;0.25;1;1649475889.4777799
65;0.25;1;1649475890.400207
66;0.25;1;1649475891.298753
67;0.25;1;1649475892.1966577
68;0.25;1;1649475893.0907779
69;0.25;1;1649475893.9858658
70;0.25;1;1649475894.885909
71;0.25;1;1649475895.7799675
72;0.25;1;1649475896.6780524
73;0.25;1;1649475897.5710132
74;0.25;1;1649475898.465957
75;0.25;1;1649475899.3624167
76;0.25;1;1649475900.2569993
77;0.25;1;1649475901.1852932
78;0.25;1;1649475902.0989234
79;0.25;1;1649475902.9973714
80;0.25;1;1649475903.8941739
81;0.25;1;1649475904.7916317
82;0.25;1;1649475905.6842477
83;0.25;1;1649475906.5825603
84;0.25;1;1649475907.4766133
85;0.25;1;1649475908.3713388
86;0.25;1;1649475909.2679365
87;0.25;1;1649475910.161691
88;0.25;1;1649475911.0744998
89;0.25;1;1649475911.9819348
90;0.25;1;1649475912.874673
91;0.25;1;1649475913.7675705
92;0.25;1;1649475914.6652248
93;0.25;1;1649475915.5592496
94;0.25;1;1649475916.4529748
95;0.25;1;1649475917.3475385
96;0.25;1;1649475918.2456996
97;0.25;1;1649475919.1409106
98;0.25;1;1649475920.0388012
99;0.25;1;1649475920.9371889
100;0.1666666716337204;2;1649475929.276938
101;0.1666666716337204;2;1649475930.2024207
102;0.1666666716337204;2;1649475931.1044235
103;0.1666666716337204;2;1649475932.017513
104;0.1666666716337204;2;1649475932.9260259
105;0.1666666716337204;2;1649475933.8253324
106;0.1666666716337204;2;1649475934.7220693
107;0.1666666716337204;2;1649475935.6189396
108;0.1666666716337204;2;1649475936.5127134
109;0.1666666716337204;2;1649475937.407063
110;0.1666666716337204;2;1649475938.302281
111;0.1666666716337204;2;1649475939.1971493
112;0.1666666716337204;2;1649475940.0916517
113;0.1666666716337204;2;1649475940.984275
114;0.1666666716337204;2;1649475941.8795297
115;0.1666666716337204;2;1649475942.8038902
116;0.1666666716337204;2;1649475943.7036676
117;0.1666666716337204;2;1649475944.5977943
118;0.1666666716337204;2;1649475945.4936423
119;0.1666666716337204;2;1649475946.3928366
120;0.1666666716337204;2;1649475947.2910912
121;0.1666666716337204;2;1649475948.1862442
122;0.1666666716337204;2;1649475949.080514
123;0.1666666716337204;2;1649475949.9751468
124;0.1666666716337204;2;1649475950.8739874
125;0.1666666716337204;2;1649475951.7689388
126;0.1666666716337204;2;1649475952.663948
127;0.1666666716337204;2;1649475953.5941184
128;0.1666666716337204;2;1649475954.4903128
129;0.1666666716337204;2;1649475955.387423
130;0.1666666716337204;2;1649475956.2808492
131;0.1666666716337204;2;1649475957.17396
132;0.1666666716337204;2;1649475958.0699508
133;0.1666666716337204;2;1649475958.9649894
134;0.1666666716337204;2;1649475959.8677902
135;0.1666666716337204;2;1649475960.7657526
136;0.1666666716337204;2;1649475961.6607056
137;0.1666666716337204;2;1649475962.5591035
138;0.1666666716337204;2;1649475963.4635181
139;0.1666666716337204;2;1649475964.3828068
140;0.1666666716337204;2;1649475965.2800238
141;0.1666666716337204;2;1649475966.176006
142;0.1666666716337204;2;1649475967.0729802
143;0.1666666716337204;2;1649475967.9700239
144;0.1666666716337204;2;1649475968.8640468
145;0.1666666716337204;2;1649475969.7597857
146;0.1666666716337204;2;1649475970.654151
147;0.1666666716337204;2;1649475971.547918
148;0.1666666716337204;2;1649475972.4406536
149;0.1666666716337204;2;1649475973.3347564
150;0.1666666716337204;2;1649475974.255862
151;0.1666666716337204;2;1649475975.1581259
152;0.1666666716337204;2;1649475976.050701
153;0.1666666716337204;2;1649475976.9445133
154;0.1666666716337204;2;1649475977.836675
155;0.1666666716337204;2;1649475978.7290483
156;0.1666666716337204;2;1649475979.6252835
157;0.1666666716337204;2;1649475980.5172918
158;0.1666666716337204;2;1649475981.407984
159;0.1666666716337204;2;1649475982.3033974
160;0.1666666716337204;2;1649475983.1975708
161;0.1666666716337204;2;1649475984.0902123
162;0.1666666716337204;2;1649475985.0204246
163;0.1666666716337204;2;1649475985.9171689
164;0.1666666716337204;2;1649475986.810126
165;0.1666666716337204;2;1649475987.701071
166;0.1666666716337204;2;1649475988.595899
167;0.1666666716337204;2;1649475989.4913816
168;0.1666666716337204;2;1649475990.3857033
169;0.1666666716337204;2;1649475991.2820837
170;0.1666666716337204;2;1649475992.1739469
171;0.1666666716337204;2;1649475993.0665572
172;0.1666666716337204;2;1649475993.9653013
173;0.1666666716337204;2;1649475994.8623734
174;0.1666666716337204;2;1649475995.785435
175;0.1666666716337204;2;1649475996.6819701
176;0.1666666716337204;2;1649475997.574238
177;0.1666666716337204;2;1649475998.467757
178;0.1666666716337204;2;1649475999.3595068
179;0.1666666716337204;2;1649476000.2558994
180;0.1666666716337204;2;1649476001.1492643
181;0.1666666716337204;2;1649476002.0431988
182;0.1666666716337204;2;1649476002.9394655
183;0.1666666716337204;2;1649476003.833253
184;0.1666666716337204;2;1649476004.7256494
185;0.1666666716337204;2;1649476005.6433992
186;0.1666666716337204;2;1649476006.5483415
187;0.1666666716337204;2;1649476007.4410384
188;0.1666666716337204;2;1649476008.335183
189;0.1666666716337204;2;1649476009.2300262
190;0.1666666716337204;2;1649476010.124501
