;grad_norm;Steps;Wall_Time
0;10.246482849121094;0;1647955574.92184
1;16.509279251098633;512000;1647955579.2702122
2;15.956762313842773;1024000;1647955583.535863
3;16.17167091369629;1536000;1647955587.8767667
4;17.185089111328125;2048000;1647955592.172253
5;19.11775779724121;2560000;1647955596.489809
6;19.343936920166016;3072000;1647955601.127817
7;19.570030212402344;3584000;1647955605.707027
8;16.24394989013672;4096000;1647955610.1236396
9;18.46274757385254;4608000;1647955614.517644
10;23.016630172729492;5120000;1647955618.9381967
11;18.569982528686523;5632000;1647955623.490722
12;23.49443817138672;6144000;1647955628.0423245
13;24.48202896118164;6656000;1647955633.1501453
14;25.96220588684082;7168000;1647955638.8132107
15;23.176990509033203;7680000;1647955645.0495892
16;20.460845947265625;8192000;1647955651.6742458
17;22.881023406982422;8704000;1647955657.980408
18;24.326129913330078;9216000;1647955666.4730628
19;18.6436824798584;9728000;1647955676.8027847
20;22.820507049560547;10240000;1647955687.0837631
21;26.20672607421875;10752000;1647955697.3683157
22;28.89102554321289;11264000;1647955707.4997735
23;25.780637741088867;11776000;1647955717.9948213
24;18.67894172668457;12288000;1647955728.256785
25;21.001049041748047;12800000;1647955738.5120142
26;22.66265869140625;13312000;1647955749.0105329
27;30.029943466186523;13824000;1647955759.2286265
28;24.88351821899414;14336000;1647955769.4102209
29;25.942386627197266;14848000;1647955779.5900338
30;24.243318557739258;15360000;1647955789.847297
31;18.398025512695312;15872000;1647955800.0772166
32;18.41817283630371;16384000;1647955810.307815
33;22.279693603515625;16896000;1647955820.5749145
34;21.802330017089844;17408000;1647955830.9081259
35;24.35107421875;17920000;1647955841.2560933
36;25.06015396118164;18432000;1647955851.5455065
37;21.335201263427734;18944000;1647955861.844153
38;27.823280334472656;19456000;1647955872.1120625
39;26.545530319213867;19968000;1647955882.3493233
40;28.220964431762695;20480000;1647955892.6023405
41;32.01359939575195;20992000;1647955903.0426037
42;21.04825210571289;21504000;1647955913.3757586
43;27.12506103515625;22016000;1647955923.7452643
44;28.804595947265625;22528000;1647955933.9533474
45;22.701208114624023;23040000;1647955942.6608558
46;19.80991554260254;23552000;1647955952.9754124
47;21.465145111083984;24064000;1647955963.293859
48;28.84895133972168;24576000;1647955973.6471317
49;20.39881134033203;25088000;1647955984.15735
50;28.539745330810547;25600000;1647956003.5867317
51;24.40777015686035;26112000;1647956014.0361633
52;20.333175659179688;26624000;1647956024.2861931
53;22.702220916748047;27136000;1647956034.550353
54;23.088247299194336;27648000;1647956044.7864096
55;27.683696746826172;28160000;1647956055.0364025
56;25.678682327270508;28672000;1647956065.2398818
57;21.815088272094727;29184000;1647956075.4332373
58;26.756423950195312;29696000;1647956085.6909935
59;21.192394256591797;30208000;1647956095.9324756
60;20.516345977783203;30720000;1647956106.1800768
61;19.600690841674805;31232000;1647956116.4256413
62;27.917858123779297;31744000;1647956126.6409152
63;18.225353240966797;32256000;1647956136.6340003
64;22.698627471923828;32768000;1647956145.1944153
65;24.128196716308594;33280000;1647956155.0923388
66;24.53435707092285;33792000;1647956165.041273
67;22.449832916259766;34304000;1647956174.988176
68;23.87439727783203;34816000;1647956184.3874452
69;18.482942581176758;35328000;1647956193.0220113
70;23.38623046875;35840000;1647956202.9099429
71;21.41294288635254;36352000;1647956212.7524836
72;32.443321228027344;36864000;1647956222.5986583
73;23.179609298706055;37376000;1647956232.467938
74;21.640331268310547;37888000;1647956241.2149463
75;27.848936080932617;38400000;1647956249.9828207
76;33.6168098449707;38912000;1647956259.6776369
77;20.792993545532227;39424000;1647956269.4319327
78;19.517147064208984;39936000;1647956279.3072212
79;22.602935791015625;40448000;1647956289.0990653
80;31.368789672851562;40960000;1647956298.9384024
81;27.073772430419922;41472000;1647956308.7670224
82;22.45144271850586;41984000;1647956319.0377264
83;20.318864822387695;42496000;1647956329.292096
84;23.465497970581055;43008000;1647956339.6067104
