;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1649619560.7282221
1;1.0;2560;1649619560.7988517
2;1.0;5120;1649619560.8693433
3;1.0;7680;1649619560.9407918
4;1.0;10240;1649619561.0094993
5;1.0;12800;1649619561.0767453
6;1.0;15360;1649619561.142942
7;1.0;17920;1649619561.2094984
8;1.0;20480;1649619561.274071
9;1.0;23040;1649619561.3413494
10;1.0;25600;1649619561.4061766
11;1.0;28160;1649619561.4710555
12;1.0;30720;1649619561.5338945
13;1.0;33280;1649619561.5981796
14;1.0;35840;1649619561.6601841
15;1.0;38400;1649619561.7139494
16;1.0;40960;1649619561.7747977
17;1.0;43520;1649619561.8365684
18;1.0;46080;1649619561.8981416
19;1.0;48640;1649619561.9645207
20;1.0;51200;1649619562.0304625
21;1.0;53760;1649619562.1008492
22;1.0;56320;1649619562.1722498
23;1.0;58880;1649619562.2427151
24;1.0;61440;1649619562.3115015
25;1.0;64000;1649619562.3764968
26;1.0;66560;1649619562.4382358
27;1.0;69120;1649619562.4963026
28;1.0;71680;1649619562.5605912
29;1.0;74240;1649619562.6221964
30;1.0;76800;1649619562.6860068
31;1.0;79360;1649619562.7536654
32;1.0;81920;1649619562.817414
33;1.0;84480;1649619562.8858652
34;1.0;87040;1649619562.9478352
35;1.0;89600;1649619563.0159464
36;1.0;92160;1649619563.0748613
37;1.0;94720;1649619563.1343913
38;1.0;97280;1649619563.1992016
39;1.0;99840;1649619563.26319
40;1.0;102400;1649619563.32741
41;1.0;104960;1649619563.3880866
42;1.0;107520;1649619563.4513092
43;1.0;110080;1649619563.5186694
44;1.0;112640;1649619563.5850341
45;1.0;115200;1649619563.6480117
46;1.0;117760;1649619563.7073812
47;1.0;120320;1649619563.7601745
48;1.0;122880;1649619563.82185
49;1.0;125440;1649619563.8867064
50;1.0;128000;1649619563.9536233
51;1.0;130560;1649619564.0176585
52;1.0;133120;1649619564.0841444
53;1.0;135680;1649619564.14789
54;1.0;138240;1649619564.2163596
55;1.0;140800;1649619564.278273
56;1.0;143360;1649619564.3431928
57;1.0;145920;1649619564.4085195
58;1.0;148480;1649619564.4714086
59;1.0;151040;1649619564.5374572
60;1.0;153600;1649619564.6003087
61;1.0;156160;1649619564.6658115
62;1.0;158720;1649619564.7250535
63;1.0;161280;1649619564.7778556
64;1.0;163840;1649619564.831135
65;1.0;166400;1649619564.894514
66;1.0;168960;1649619564.95633
67;1.0;171520;1649619565.0210962
68;1.0;174080;1649619565.0834877
69;1.0;176640;1649619565.1464274
70;1.0;179200;1649619565.2127407
71;1.0;181760;1649619565.2738721
72;1.0;184320;1649619565.3465621
73;1.0;186880;1649619565.4118695
74;1.0;189440;1649619565.474662
75;1.0;192000;1649619565.5273654
76;1.0;194560;1649619565.5859115
77;1.0;197120;1649619565.6384397
78;1.0;199680;1649619565.7029552
79;1.0;202240;1649619565.7690222
80;1.0;204800;1649619565.8304684
81;1.0;207360;1649619565.891385
82;1.0;209920;1649619565.947521
83;1.0;212480;1649619566.0061166
84;1.0;215040;1649619566.062617
85;1.0;217600;1649619566.126175
86;1.0;220160;1649619566.1922348
87;1.0;222720;1649619566.254801
88;1.0;225280;1649619566.3190043
89;1.0;227840;1649619566.3701882
90;1.0;230400;1649619566.4308367
91;1.0;232960;1649619566.4873168
92;1.0;235520;1649619566.5576668
93;1.0;238080;1649619566.6173592
94;1.0;240640;1649619566.6718767
95;1.0;243200;1649619566.7269108
96;1.0;245760;1649619566.779504
97;1.0;248320;1649619566.8447375
98;1.0;250880;1649619566.9069605
99;1.0;253440;1649619566.9695377
100;1.0;256000;1649619568.0166545
101;1.0;258560;1649619568.07623
102;1.0;261120;1649619568.1350412
103;1.0;263680;1649619568.1889493
104;1.0;266240;1649619568.2464244
105;1.0;268800;1649619568.3042629
106;1.0;271360;1649619568.3669467
107;1.0;273920;1649619568.427049
108;1.0;276480;1649619568.4887223
109;1.0;279040;1649619568.5425866
110;1.0;281600;1649619568.5994017
111;1.0;284160;1649619568.6510851
112;1.0;286720;1649619568.7035565
113;1.0;289280;1649619568.7603993
114;1.0;291840;1649619568.816131
115;1.0;294400;1649619568.8769028
116;1.0;296960;1649619568.9434934
117;1.0;299520;1649619569.0018826
118;1.0;302080;1649619569.0574558
119;1.0;304640;1649619569.1165013
120;1.0;307200;1649619569.173528
121;1.0;309760;1649619569.2315629
122;1.0;312320;1649619569.2934854
123;1.0;314880;1649619569.3465123
124;1.0;317440;1649619569.405102
125;1.0;320000;1649619569.4610736
126;1.0;322560;1649619569.5247698
127;1.0;325120;1649619569.5873845
128;1.0;327680;1649619569.639478
129;1.0;330240;1649619569.707107
130;1.0;332800;1649619569.7689435
131;1.0;335360;1649619569.8234968
