;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1649678853.436977
1;1.0;10240;1649678853.5099213
2;1.0;20480;1649678853.572564
3;1.0;30720;1649678853.6364503
4;1.0;40960;1649678853.6979282
5;1.0;51200;1649678853.7630126
6;1.0;61440;1649678853.8263443
7;1.0;71680;1649678853.885283
8;1.0;81920;1649678853.9413834
9;1.0;92160;1649678854.0081427
10;1.0;102400;1649678854.0705862
11;1.0;112640;1649678854.1387143
12;1.0;122880;1649678854.2047012
13;1.0;133120;1649678854.2619252
14;1.0;143360;1649678854.323043
15;1.0;153600;1649678854.3816528
16;1.0;163840;1649678854.440845
17;1.0;174080;1649678854.5039337
18;1.0;184320;1649678854.5657635
19;1.0;194560;1649678854.6244662
20;1.0;204800;1649678854.6859298
21;1.0;215040;1649678854.7499936
22;1.0;225280;1649678854.812607
23;1.0;235520;1649678854.8784456
24;1.0;245760;1649678854.9482172
25;1.0;256000;1649678855.0107527
26;1.0;266240;1649678855.0703738
27;1.0;276480;1649678855.1367378
28;1.0;286720;1649678855.2032917
29;1.0;296960;1649678855.2599797
30;1.0;307200;1649678855.3189867
31;1.0;317440;1649678855.378665
32;1.0;327680;1649678855.4402256
33;1.0;337920;1649678855.5062435
34;1.0;348160;1649678855.569968
35;1.0;358400;1649678855.6304324
36;1.0;368640;1649678855.694401
37;1.0;378880;1649678855.7608333
38;1.0;389120;1649678855.8277643
39;1.0;399360;1649678855.8878825
40;1.0;409600;1649678855.955018
41;1.0;419840;1649678856.0221634
42;1.0;430080;1649678856.0893285
43;1.0;440320;1649678856.148956
44;1.0;450560;1649678856.2107098
45;1.0;460800;1649678856.2696743
46;1.0;471040;1649678856.3316188
47;1.0;481280;1649678856.389121
48;1.0;491520;1649678856.4522839
49;1.0;501760;1649678856.518292
50;1.0;512000;1649678856.5825317
51;1.0;522240;1649678856.6552932
52;1.0;532480;1649678856.7144666
53;1.0;542720;1649678856.7797585
54;1.0;552960;1649678856.844121
55;1.0;563200;1649678856.9107046
56;1.0;573440;1649678856.9761355
57;1.0;583680;1649678857.045881
58;1.0;593920;1649678857.1053343
59;1.0;604160;1649678857.1656866
60;1.0;614400;1649678857.2255332
61;1.0;624640;1649678857.2863572
62;1.0;634880;1649678857.3475528
63;1.0;645120;1649678857.4064772
64;1.0;655360;1649678857.4671586
65;1.0;665600;1649678857.5310986
66;1.0;675840;1649678857.5985503
67;1.0;686080;1649678857.6603465
68;1.0;696320;1649678857.7200766
69;1.0;706560;1649678857.777851
70;1.0;716800;1649678857.838954
71;1.0;727040;1649678857.9021623
72;1.0;737280;1649678857.9642062
73;1.0;747520;1649678858.0302012
74;1.0;757760;1649678858.096865
75;1.0;768000;1649678858.1557145
76;1.0;778240;1649678858.2135756
77;1.0;788480;1649678858.2754252
78;1.0;798720;1649678858.3438048
79;1.0;808960;1649678858.4088333
80;1.0;819200;1649678858.4796517
81;1.0;829440;1649678858.550698
82;1.0;839680;1649678858.6235905
