;update/loss/ent;Steps;Wall_Time
0;1.424379825592041;999;1648152466.7538755
1;1.1998178958892822;1999;1648154408.8438628
2;1.1382197141647339;2999;1648156353.337974
3;1.0695528984069824;3999;1648158296.4832563
4;1.0820904970169067;4999;1648160238.3471494
5;1.1170592308044434;5999;1648162181.774683
6;1.1055649518966675;6999;1648164124.6947482
7;1.0948022603988647;7999;1648166073.4670353
8;1.0915433168411255;8999;1648168025.179727
9;1.0805045366287231;9999;1648169979.8448765
10;1.0790818929672241;10999;1648171927.5408194
11;1.067565679550171;11999;1648173898.478378
12;1.0736578702926636;12999;1648175921.3703105
13;1.065903902053833;13999;1648177902.5551527
14;1.063144326210022;14999;1648179846.9450984
15;1.061834692955017;15999;1648181790.267355
16;1.0594072341918945;16999;1648183744.4428172
17;1.0606821775436401;17999;1648185694.4791276
18;1.0612925291061401;18999;1648187651.4658382
19;1.0626221895217896;19999;1648189601.7779899
20;1.0675939321517944;20999;1648191553.9903123
21;1.059432864189148;21999;1648193501.3767352
22;1.0642262697219849;22999;1648195447.2740748
23;1.0603880882263184;23999;1648197388.4169276
24;1.0608266592025757;24999;1648199340.6395195
25;1.0581804513931274;25999;1648201315.3265455
26;1.06137216091156;26999;1648203280.8375008
27;1.0592209100723267;27999;1648205244.033649
28;1.0661386251449585;28999;1648207199.7453892
29;1.0624613761901855;29999;1648209167.9563525
30;1.0618351697921753;30999;1648211122.3266473
31;1.0672158002853394;31999;1648213076.3427563
32;1.0627766847610474;32999;1648215031.2010407
33;1.0624547004699707;33999;1648216985.1140876
34;1.0631247758865356;34999;1648218938.4617045
35;1.0638431310653687;35999;1648220892.9218123
36;1.0591986179351807;36999;1648222847.5149186
37;1.0622645616531372;37999;1648224807.6384962
38;1.0626158714294434;38999;1648226762.6346934
39;1.0623805522918701;39999;1648228713.8728166
40;1.0599825382232666;40999;1648230663.5231955
41;1.0605219602584839;41999;1648232618.1081357
42;1.0595078468322754;42999;1648234577.167457
43;1.0619544982910156;43999;1648236532.126359
44;1.0657644271850586;44999;1648238482.696052
45;1.0617761611938477;45999;1648240434.9320412
46;1.0597429275512695;46999;1648242390.1670046
47;1.0605647563934326;47999;1648244343.4084966
48;1.0592260360717773;48999;1648246292.036673
49;1.0615460872650146;49999;1648248032.2745337
