;update/loss/ent;Steps;Wall_Time
0;0.5081055164337158;999;1648296877.85563
1;0.3685249090194702;1999;1648297667.4650025
2;0.30077627301216125;2999;1648298459.8721094
3;0.24353273212909698;3999;1648299249.4081013
4;0.2182157337665558;4999;1648300083.6412334
5;0.19752195477485657;5999;1648300870.5543685
6;0.18368345499038696;6999;1648301681.3860164
7;0.16819609701633453;7999;1648302470.654827
8;0.18235839903354645;8999;1648303256.8905296
9;0.18748021125793457;9999;1648304048.6325476
10;0.16387368738651276;10999;1648304878.5455308
11;0.19796006381511688;11999;1648305678.216972
12;0.22172121703624725;12999;1648306528.728234
13;0.17941324412822723;13999;1648307388.1026788
14;0.18527057766914368;14999;1648308173.6144319
15;0.18733887374401093;15999;1648308971.0357404
16;0.19170422852039337;16999;1648309762.901341
17;0.22806105017662048;17999;1648310547.1228685
18;0.2010929435491562;18999;1648311366.7861688
19;0.14753715693950653;19999;1648312171.4530144
20;0.16623257100582123;20999;1648313003.7551408
21;0.19063103199005127;21999;1648313882.5847688
22;0.18317517638206482;22999;1648314689.6328201
23;0.16325265169143677;23999;1648315508.781116
24;0.16628263890743256;24999;1648316312.6459837
25;0.15816742181777954;25999;1648317172.9660733
26;0.1362159699201584;26999;1648317989.6028152
27;0.1553490310907364;27999;1648318811.8776307
28;0.15548638999462128;28999;1648319653.1563797
29;0.15276457369327545;29999;1648320455.3961487
30;0.16429875791072845;30999;1648321258.46006
31;0.16265688836574554;31999;1648322068.2313335
32;0.15803717076778412;32999;1648322873.0733209
33;0.15169395506381989;33999;1648323671.4805002
34;0.1485002487897873;34999;1648324460.7864034
35;0.1491430699825287;35999;1648325636.3860316
36;0.14153587818145752;36999;1648326429.8050225
37;0.1387324035167694;37999;1648327219.9058478
38;0.14241525530815125;38999;1648328015.177471
39;0.13309527933597565;39999;1648328806.5921395
40;0.14270655810832977;40999;1648329594.946513
41;0.13815835118293762;41999;1648330388.2959511
42;0.14489616453647614;42999;1648331188.722434
43;0.13960300385951996;43999;1648331985.7507877
44;0.1427547037601471;44999;1648332824.6266606
45;0.15060260891914368;45999;1648333677.069793
46;0.15053972601890564;46999;1648334469.1290815
47;0.14816470444202423;47999;1648335717.152245
48;0.14310817420482635;48999;1648337575.770288
49;0.15285281836986542;49999;1648339430.7987318
