;update/loss/ent;Steps;Wall_Time
0;1.0373201370239258;999;1648152452.5591588
1;0.5107372403144836;1999;1648154341.3522034
2;0.41407760977745056;2999;1648156234.0268154
3;0.7665504217147827;3999;1648158120.047067
4;0.7740117311477661;4999;1648160007.8007228
5;0.7798923254013062;5999;1648161902.353883
6;0.780882716178894;6999;1648163800.1005404
7;0.7812848091125488;7999;1648165691.2131164
8;0.7778475880622864;8999;1648167584.3732212
9;0.7784671783447266;9999;1648169475.7990365
10;0.7687925696372986;10999;1648171368.1127868
11;0.7740784287452698;11999;1648173255.7301664
12;0.774497389793396;12999;1648175145.2648737
13;0.7735423445701599;13999;1648177041.0338962
14;0.7714030742645264;14999;1648178933.6159093
15;0.7741400599479675;15999;1648180826.4121377
16;0.7728515863418579;16999;1648182719.7507806
17;0.771678626537323;17999;1648184613.8327482
18;0.7757709622383118;18999;1648186510.231217
19;0.7726640701293945;19999;1648188406.8740516
20;0.7750474214553833;20999;1648190303.19565
21;0.774894654750824;21999;1648192196.0395188
22;0.7719213962554932;22999;1648194088.8235655
23;0.7715184688568115;23999;1648195983.7788923
24;0.7752404808998108;24999;1648197879.0845635
25;0.7735609412193298;25999;1648199785.701247
26;0.7749010324478149;26999;1648201696.3751798
27;0.7763189673423767;27999;1648203592.169271
28;0.7699022889137268;28999;1648205486.5734024
29;0.7712891101837158;29999;1648207385.2007406
30;0.7739097476005554;30999;1648209270.0523396
31;0.7738453149795532;31999;1648211149.8607337
32;0.7711042761802673;32999;1648213028.8087635
33;0.7706711888313293;33999;1648214912.365985
34;0.7710759043693542;34999;1648216793.127335
35;0.7688215374946594;35999;1648218672.823943
36;0.7725639343261719;36999;1648220550.89262
37;0.7722994685173035;37999;1648222430.4546154
38;0.773055911064148;38999;1648224315.1819692
39;0.7707247138023376;39999;1648226201.258518
40;0.7731693983078003;40999;1648228082.5650036
41;0.7696491479873657;41999;1648229962.067261
42;0.7707440853118896;42999;1648231841.1008275
43;0.7721109390258789;43999;1648233722.6953235
44;0.770524799823761;44999;1648235604.9521952
45;0.7744712233543396;45999;1648237484.866119
46;0.7734558582305908;46999;1648239366.6053922
47;0.7725479602813721;47999;1648241250.686496
48;0.7742049694061279;48999;1648243140.6961315
49;0.7743692398071289;49999;1648243995.204251
