;update/loss;Steps;Wall_Time
0;18.925029754638672;999;1648152466.753739
1;15.456222534179688;1999;1648154408.84372
2;12.862825393676758;2999;1648156353.3377767
3;10.657291412353516;3999;1648158296.4831164
4;9.33743667602539;4999;1648160238.3469443
5;10.5718412399292;5999;1648162181.7745616
6;8.000890731811523;6999;1648164124.6946151
7;9.332497596740723;7999;1648166073.466848
8;7.239652633666992;8999;1648168025.1795893
9;7.513156414031982;9999;1648169979.844725
10;6.997511386871338;10999;1648171927.5406992
11;6.952137470245361;11999;1648173898.4782147
12;6.729415416717529;12999;1648175921.3701627
13;6.896968841552734;13999;1648177902.5550168
14;7.107241630554199;14999;1648179846.9449725
15;7.040870666503906;15999;1648181790.2672033
16;6.608517169952393;16999;1648183744.4426703
17;6.681684970855713;17999;1648185694.4789815
18;6.808959007263184;18999;1648187651.4657164
19;6.904795169830322;19999;1648189601.777839
20;6.626652240753174;20999;1648191553.990167
21;6.819318771362305;21999;1648193501.37659
22;6.5625081062316895;22999;1648195447.2739358
23;6.725346565246582;23999;1648197388.4167788
24;6.681839942932129;24999;1648199340.639396
25;6.76504373550415;25999;1648201315.3264015
26;6.666586399078369;26999;1648203280.837352
27;6.6630330085754395;27999;1648205244.0335183
28;6.726855754852295;28999;1648207199.7452316
29;6.634835720062256;29999;1648209167.9562109
30;6.670432090759277;30999;1648211122.3265078
31;6.682170391082764;31999;1648213076.3426182
32;6.670408725738525;32999;1648215031.200914
33;6.735269069671631;33999;1648216985.113887
34;6.74454402923584;34999;1648218938.4615662
35;6.628832817077637;35999;1648220892.9216654
36;6.747358322143555;36999;1648222847.5147686
37;6.839110374450684;37999;1648224807.638303
38;6.643016815185547;38999;1648226762.6345525
39;6.7780327796936035;39999;1648228713.8726816
40;6.566936016082764;40999;1648230663.5230553
41;6.814703941345215;41999;1648232618.1079962
42;6.704098701477051;42999;1648234577.1673222
43;6.678502082824707;43999;1648236532.1261892
44;6.938596725463867;44999;1648238482.6958652
45;6.834081172943115;45999;1648240434.931904
46;6.859821319580078;46999;1648242390.1668673
47;10.706430435180664;47999;1648244343.40836
48;6.562655925750732;48999;1648246292.0365407
49;7.295650482177734;49999;1648248032.2743893
