;update/loss;Steps;Wall_Time
0;-5.723177433013916;999;1647616448.700996
1;-4.6194939613342285;1999;1647619158.4914145
2;-4.898147106170654;2999;1647621868.7407558
3;-8.448836326599121;3999;1647624585.795138
4;-12.38960075378418;4999;1647627295.3509235
5;-7163.0380859375;5999;1647630005.86313
6;-202073.390625;6999;1647632724.1011376
7;-269826.34375;7999;1647635439.2251165
8;-566136.3125;8999;1647638153.7197635
9;-478992.59375;9999;1647640868.4041846
10;-4159408.5;10999;1647643581.2961066
11;-3979594.5;11999;1647646291.4902833
12;-13838712.0;12999;1647649002.6337001
13;-25163998.0;13999;1647651718.3694396
14;-19574114.0;14999;1647654436.4895625
15;-62071088.0;15999;1647657153.652854
16;-120826048.0;16999;1647659870.9539874
17;-45390984.0;17999;1647662589.5673246
18;-34941824.0;18999;1647665303.8841197
19;-28028132.0;19999;1647667106.373557
