;std;Steps;Wall_Time
0;0.4204532504081726;5;1692863989.6927826
1;0.33948183059692383;10;1692864005.5911808
2;0.32662034034729004;20;1692864035.0375693
3;0.3256901204586029;30;1692864079.2141433
4;0.3509579300880432;40;1692864136.0485137
5;0.36331960558891296;50;1692864207.7345095
6;0.4135451316833496;100;1692864338.9008088
