;std;Steps;Wall_Time
0;0.4248430132865906;5;1692961897.768366
1;0.3572099804878235;10;1692961902.4043725
2;0.33201634883880615;20;1692961911.2512536
3;0.333951473236084;30;1692961924.2910008
4;0.3601846694946289;40;1692961941.5184405
5;0.37658965587615967;50;1692961962.941407
6;0.452587753534317;100;1692962005.3817205
