;std;Steps;Wall_Time
0;0.41967764496803284;5;1692961575.8496356
1;0.37369537353515625;10;1692961580.3518205
2;0.36353665590286255;20;1692961588.9552693
3;0.37865790724754333;30;1692961601.6233678
4;0.390986829996109;40;1692961618.3884017
5;0.42071181535720825;50;1692961639.2556908
6;0.4789310097694397;100;1692961680.5908995
