;std;Steps;Wall_Time
0;0.3916063904762268;5;1692864081.3065343
1;0.3647226393222809;10;1692864086.0492165
2;0.3340171277523041;20;1692864095.0999846
3;0.3293921649456024;30;1692864108.4332104
4;0.3504229187965393;40;1692864126.0313783
5;0.36444759368896484;50;1692864147.9453259
6;0.40838420391082764;100;1692864190.864175
