;std;Steps;Wall_Time
0;0.4027463495731354;5;1692892238.5365815
1;0.3475191593170166;10;1692892250.9263642
2;0.3413977026939392;20;1692892275.611766
3;0.3516739308834076;30;1692892312.0055184
4;0.36360299587249756;40;1692892360.1247487
5;0.4053612947463989;50;1692892419.0734143
6;0.536369800567627;100;1692892530.9133098
