;std;Steps;Wall_Time
0;0.4210173487663269;5;1692959788.8260887
1;0.371344655752182;10;1692959793.422877
2;0.3647635877132416;20;1692959802.2150395
3;0.37882256507873535;30;1692959815.175984
4;0.39272159337997437;40;1692959832.2927878
5;0.41857001185417175;50;1692959853.5771196
6;0.4678408205509186;100;1692959895.7339208
