;std;Steps;Wall_Time
0;0.4098123013973236;5;1692960150.0611086
1;0.3305252492427826;10;1692960154.7708867
2;0.320850670337677;20;1692960163.6770318
3;0.3250354826450348;30;1692960177.0095718
4;0.3167566955089569;40;1692960194.4280818
5;0.3286224901676178;50;1692960216.1999493
6;0.3852959871292114;100;1692960259.2745667
