;std;Steps;Wall_Time
0;0.4259219467639923;5;1692961742.1340935
1;0.3417171835899353;10;1692961746.809632
2;0.33273476362228394;20;1692961755.8443594
3;0.39351698756217957;30;1692961768.999187
4;0.47778987884521484;40;1692961786.3840752
5;0.5908139944076538;50;1692961807.9847617
6;0.9461104869842529;100;1692961850.8000472
