;std;Steps;Wall_Time
0;0.4029158055782318;5;1692959924.87775
1;0.3580079674720764;10;1692959929.584646
2;0.33212295174598694;20;1692959938.5699358
3;0.33732953667640686;30;1692959951.7999623
4;0.3466188311576843;40;1692959969.3089888
5;0.36305609345436096;50;1692959991.2025287
6;0.46173837780952454;100;1692960034.1812458
