;std;Steps;Wall_Time
0;0.42795902490615845;5;1692960082.2375565
1;0.3470587432384491;10;1692960086.9353874
2;0.33193084597587585;20;1692960095.97195
3;0.37815120816230774;30;1692960109.2738361
4;0.4453097879886627;40;1692960126.8337944
5;0.5657018423080444;50;1692960148.7307494
6;0.9430484771728516;100;1692960191.8541243
