;std;Steps;Wall_Time
0;0.4085683226585388;5;1692961754.7144926
1;0.33062079548835754;10;1692961759.4136584
2;0.3189643919467926;20;1692961768.372459
3;0.3283288776874542;30;1692961781.7009943
4;0.3146275579929352;40;1692961799.1425693
5;0.3302028775215149;50;1692961820.830466
6;0.3815762996673584;100;1692961863.7830117
