;std;Steps;Wall_Time
0;0.4159839153289795;5;1692809749.8352854
1;0.3578530251979828;10;1692809762.0798094
2;0.31908926367759705;20;1692809785.539979
3;0.31146323680877686;30;1692809820.3352184
4;0.3233202397823334;40;1692809865.9509044
5;0.3200944662094116;50;1692809922.7470157
6;0.3704124987125397;100;1692810034.707382
