;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1647955659.9096494
1;9.999999747378752e-05;2500;1647956183.7027235
2;9.999999747378752e-05;5000;1647956699.283092
3;9.999999747378752e-05;7500;1647957214.5984108
4;9.999999747378752e-05;10000;1647957726.2719488
5;9.999999747378752e-05;12500;1647958242.3087304
6;9.999999747378752e-05;15000;1647958769.0251389
7;9.999999747378752e-05;17500;1647959283.887589
8;9.999999747378752e-05;20000;1647959801.4497504
9;9.999999747378752e-05;22500;1647960318.5149102
10;9.999999747378752e-05;25000;1647960838.1615539
11;9.999999747378752e-05;27500;1647961348.03029
12;9.999999747378752e-05;30000;1647961861.6768222
13;9.999999747378752e-05;32500;1647962376.5308132
14;9.999999747378752e-05;35000;1647962889.6442714
15;9.999999747378752e-05;37500;1647963403.6267993
16;9.999999747378752e-05;40000;1647963913.767413
17;9.999999747378752e-05;42500;1647964429.0044167
18;9.999999747378752e-05;45000;1647964942.4143271
19;9.999999747378752e-05;47500;1647965457.564538
20;9.999999747378752e-05;50000;1647965968.9574254
21;9.999999747378752e-05;52500;1647966487.2715988
22;9.999999747378752e-05;55000;1647967005.9855824
23;9.999999747378752e-05;57500;1647967518.840908
24;9.999999747378752e-05;60000;1647968032.3367524
25;9.999999747378752e-05;62500;1647968551.5431406
26;9.999999747378752e-05;65000;1647969070.2823179
27;9.999999747378752e-05;67500;1647969585.0934987
28;9.999999747378752e-05;70000;1647970098.199045
29;9.999999747378752e-05;72500;1647970617.5811017
30;9.999999747378752e-05;75000;1647971128.871389
31;9.999999747378752e-05;77500;1647971644.6937509
32;9.999999747378752e-05;80000;1647972154.891493
33;9.999999747378752e-05;82500;1647972672.6203876
34;9.999999747378752e-05;85000;1647973190.342853
35;9.999999747378752e-05;87500;1647973704.6355069
36;9.999999747378752e-05;90000;1647974221.3325636
37;9.999999747378752e-05;92500;1647974742.3083172
38;9.999999747378752e-05;95000;1647975258.465888
39;9.999999747378752e-05;97500;1647975768.8967936
40;9.999999747378752e-05;100000;1647976282.3708456
41;9.999999747378752e-05;102500;1647976800.9358475
42;9.999999747378752e-05;105000;1647977313.8345313
43;9.999999747378752e-05;107500;1647977826.354615
44;9.999999747378752e-05;110000;1647978341.7956455
45;9.999999747378752e-05;112500;1647978863.6606157
46;9.999999747378752e-05;115000;1647979379.708424
47;9.999999747378752e-05;117500;1647979890.5122325
48;9.999999747378752e-05;120000;1647980400.8218489
49;9.999999747378752e-05;122500;1647980919.0423687
50;9.999999747378752e-05;125000;1647981431.646926
51;9.999999747378752e-05;127500;1647981942.4540634
52;9.999999747378752e-05;130000;1647982460.1270115
53;9.999999747378752e-05;132500;1647982987.708512
54;9.999999747378752e-05;135000;1647983503.069213
55;9.999999747378752e-05;137500;1647984012.8628876
56;9.999999747378752e-05;140000;1647984529.167804
57;9.999999747378752e-05;142500;1647985047.2053628
58;9.999999747378752e-05;145000;1647985557.5880299
59;9.999999747378752e-05;147500;1647986071.0288897
60;9.999999747378752e-05;150000;1647986585.5005472
61;9.999999747378752e-05;152500;1647987106.5571628
62;9.999999747378752e-05;155000;1647987623.142707
63;9.999999747378752e-05;157500;1647988140.596551
64;9.999999747378752e-05;160000;1647988652.0483902
65;9.999999747378752e-05;162500;1647989168.5799952
66;9.999999747378752e-05;165000;1647989681.4662569
67;9.999999747378752e-05;167500;1647990198.2813957
68;9.999999747378752e-05;170000;1647990718.7195504
69;9.999999747378752e-05;172500;1647991235.474886
70;9.999999747378752e-05;175000;1647991755.7753987
71;9.999999747378752e-05;177500;1647992277.9937751
72;9.999999747378752e-05;180000;1647992791.730725
73;9.999999747378752e-05;182500;1647993312.268641
74;9.999999747378752e-05;185000;1647993828.6745152
75;9.999999747378752e-05;187500;1647994340.4138281
76;9.999999747378752e-05;190000;1647994850.8299675
77;9.999999747378752e-05;192500;1647995373.0311599
78;9.999999747378752e-05;195000;1647995886.7447934
79;9.999999747378752e-05;197500;1647996399.2953742
80;9.999999747378752e-05;200000;1647996918.5690238
81;9.999999747378752e-05;202500;1647997438.9759908
82;9.999999747378752e-05;205000;1647997949.8528385
83;9.999999747378752e-05;207500;1647998465.1508968
84;9.999999747378752e-05;210000;1647998978.9175158
85;9.999999747378752e-05;212500;1647999495.0540652
86;9.999999747378752e-05;215000;1648000003.4428363
87;9.999999747378752e-05;217500;1648000522.9321964
88;9.999999747378752e-05;220000;1648001038.696108
89;9.999999747378752e-05;222500;1648001558.8275092
90;9.999999747378752e-05;225000;1648002069.3870304
91;9.999999747378752e-05;227500;1648002584.6289039
92;9.999999747378752e-05;230000;1648003104.5646675
93;9.999999747378752e-05;232500;1648003620.3559203
94;9.999999747378752e-05;235000;1648004130.8116608
95;9.999999747378752e-05;237500;1648004642.6442487
96;9.999999747378752e-05;240000;1648005156.3941574
97;9.999999747378752e-05;242500;1648005598.1585214
98;9.999999747378752e-05;245000;1648006035.250293
99;9.999999747378752e-05;247500;1648006437.160522
