;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1647954860.5141282
1;9.999999747378752e-05;2500;1647955368.178655
2;9.999999747378752e-05;5000;1647955876.4131415
3;9.999999747378752e-05;7500;1647956382.292065
4;9.999999747378752e-05;10000;1647956887.837537
5;9.999999747378752e-05;12500;1647957393.3099706
6;9.999999747378752e-05;15000;1647957899.2876613
7;9.999999747378752e-05;17500;1647958405.6396778
8;9.999999747378752e-05;20000;1647958912.614344
9;9.999999747378752e-05;22500;1647959418.6833956
10;9.999999747378752e-05;25000;1647959925.6609397
11;9.999999747378752e-05;27500;1647960431.9417107
12;9.999999747378752e-05;30000;1647960937.850879
13;9.999999747378752e-05;32500;1647961443.464072
14;9.999999747378752e-05;35000;1647961948.9554532
15;9.999999747378752e-05;37500;1647962455.3519456
16;9.999999747378752e-05;40000;1647962961.9511452
17;9.999999747378752e-05;42500;1647963467.6787431
18;9.999999747378752e-05;45000;1647963974.0137653
19;9.999999747378752e-05;47500;1647964479.662107
20;9.999999747378752e-05;50000;1647964986.1963286
21;9.999999747378752e-05;52500;1647965492.9398005
22;9.999999747378752e-05;55000;1647965997.5691838
23;9.999999747378752e-05;57500;1647966506.2386525
24;9.999999747378752e-05;60000;1647967010.624253
25;9.999999747378752e-05;62500;1647967515.0377269
26;9.999999747378752e-05;65000;1647968019.8458421
27;9.999999747378752e-05;67500;1647968525.188132
28;9.999999747378752e-05;70000;1647969031.0345747
29;9.999999747378752e-05;72500;1647969537.4381604
30;9.999999747378752e-05;75000;1647970042.87872
31;9.999999747378752e-05;77500;1647970545.7010095
32;9.999999747378752e-05;80000;1647971049.546078
33;9.999999747378752e-05;82500;1647971553.582506
34;9.999999747378752e-05;85000;1647972057.1767774
35;9.999999747378752e-05;87500;1647972560.6705086
36;9.999999747378752e-05;90000;1647973064.1396194
37;9.999999747378752e-05;92500;1647973570.2453666
38;9.999999747378752e-05;95000;1647974079.9295228
39;9.999999747378752e-05;97500;1647974585.192448
40;9.999999747378752e-05;100000;1647975090.81841
41;9.999999747378752e-05;102500;1647975597.1158998
42;9.999999747378752e-05;105000;1647976103.437781
43;9.999999747378752e-05;107500;1647976607.8558385
44;9.999999747378752e-05;110000;1647977113.6373432
45;9.999999747378752e-05;112500;1647977618.823626
46;9.999999747378752e-05;115000;1647978122.604845
47;9.999999747378752e-05;117500;1647978627.7662969
48;9.999999747378752e-05;120000;1647979131.1491144
49;9.999999747378752e-05;122500;1647979634.4767659
50;9.999999747378752e-05;125000;1647980138.8591797
51;9.999999747378752e-05;127500;1647980642.825824
52;9.999999747378752e-05;130000;1647981147.2316678
53;9.999999747378752e-05;132500;1647981651.3989873
54;9.999999747378752e-05;135000;1647982155.604122
55;9.999999747378752e-05;137500;1647982660.5138695
56;9.999999747378752e-05;140000;1647983165.2249396
57;9.999999747378752e-05;142500;1647983672.3283052
58;9.999999747378752e-05;145000;1647984178.4613376
59;9.999999747378752e-05;147500;1647984681.9089255
60;9.999999747378752e-05;150000;1647985185.4425228
61;9.999999747378752e-05;152500;1647985690.4464896
62;9.999999747378752e-05;155000;1647986195.25618
63;9.999999747378752e-05;157500;1647986699.6314921
64;9.999999747378752e-05;160000;1647987204.255894
65;9.999999747378752e-05;162500;1647987710.270623
66;9.999999747378752e-05;165000;1647988215.2511828
67;9.999999747378752e-05;167500;1647988718.3907287
68;9.999999747378752e-05;170000;1647989220.8383524
69;9.999999747378752e-05;172500;1647989723.082814
70;9.999999747378752e-05;175000;1647990226.489218
71;9.999999747378752e-05;177500;1647990728.842128
72;9.999999747378752e-05;180000;1647991232.2247982
73;9.999999747378752e-05;182500;1647991736.0773191
74;9.999999747378752e-05;185000;1647992238.934143
75;9.999999747378752e-05;187500;1647992741.7166085
76;9.999999747378752e-05;190000;1647993246.246392
77;9.999999747378752e-05;192500;1647993751.2087233
78;9.999999747378752e-05;195000;1647994254.4110756
79;9.999999747378752e-05;197500;1647994758.4607697
80;9.999999747378752e-05;200000;1647995263.2903156
81;9.999999747378752e-05;202500;1647995766.351615
82;9.999999747378752e-05;205000;1647996270.6086144
83;9.999999747378752e-05;207500;1647996778.6027627
84;9.999999747378752e-05;210000;1647997281.8431287
85;9.999999747378752e-05;212500;1647997785.9156566
86;9.999999747378752e-05;215000;1647998291.045338
87;9.999999747378752e-05;217500;1647998795.6806295
88;9.999999747378752e-05;220000;1647999299.5364795
89;9.999999747378752e-05;222500;1647999806.323672
90;9.999999747378752e-05;225000;1648000310.4521832
91;9.999999747378752e-05;227500;1648000814.4241083
92;9.999999747378752e-05;230000;1648001317.8000464
93;9.999999747378752e-05;232500;1648001821.5462644
94;9.999999747378752e-05;235000;1648002324.4797223
95;9.999999747378752e-05;237500;1648002827.952175
96;9.999999747378752e-05;240000;1648003332.8007047
97;9.999999747378752e-05;242500;1648003837.0858276
98;9.999999747378752e-05;245000;1648004341.0164678
99;9.999999747378752e-05;247500;1648004844.789494
