;update/loss;Steps;Wall_Time
0;0.07462292164564133;999;1650908670.887255
1;0.030846605077385902;1999;1650909676.5735202
2;0.026290344074368477;2999;1650910677.7305896
3;0.015444863587617874;3999;1650911723.3215742
4;0.012991378083825111;4999;1650912726.3478165
5;0.010900578461587429;5999;1650913795.3601336
6;0.010062875226140022;6999;1650914799.5453615
7;0.008368884213268757;7999;1650915800.902898
8;0.008285277523100376;8999;1650916805.4537618
9;0.007545885164290667;9999;1650917835.5349016
10;0.007311608642339706;10999;1650918870.2877948
11;0.0065292855724692345;11999;1650919945.1667545
12;0.008600762113928795;12999;1650920945.8687148
13;0.0060814255848526955;13999;1650921969.2308893
14;0.005376684479415417;14999;1650922972.8485625
15;0.005540133453905582;15999;1650923976.1931632
16;0.005000110249966383;16999;1650925036.3541572
17;0.004679401870816946;17999;1650926058.6080396
18;0.004431294277310371;18999;1650927063.4188452
19;0.004871581681072712;19999;1650928068.1922746
20;0.004336033947765827;20999;1650929074.2079024
21;0.004039599560201168;21999;1650930078.988218
22;0.003928469493985176;22999;1650931086.6189144
23;0.0040862662717700005;23999;1650932092.940199
24;0.003906814847141504;24999;1650933097.8438437
25;0.004033035133033991;25999;1650934105.6320426
26;0.003982357680797577;26999;1650935111.842751
27;0.0037189992144703865;27999;1650936119.3046339
28;0.0036832985933870077;28999;1650937126.6811404
29;0.0035854894667863846;29999;1650938132.1128945
