;train/reward;Steps;Wall_Time
0;-7.847807884216309;2560;1651065759.7070422
1;-7.865767002105713;5120;1651065760.6230478
2;-7.794880390167236;7680;1651065761.5111387
3;-7.739404678344727;10240;1651065762.3959308
4;-7.620879650115967;12800;1651065763.2875175
5;-7.583171844482422;15360;1651065764.1896648
6;-7.599550724029541;17920;1651065765.083281
7;-7.54537296295166;20480;1651065765.9861233
8;-7.587001800537109;23040;1651065766.8967948
9;-7.626234531402588;25600;1651065767.8003707
10;-7.793108940124512;28160;1651065768.7054567
11;-7.7141499519348145;30720;1651065769.6049042
12;-7.720545291900635;33280;1651065770.515386
13;-7.409125328063965;35840;1651065771.401363
14;-7.686673641204834;38400;1651065772.306077
15;-7.621493816375732;40960;1651065773.1991236
16;-7.594475746154785;43520;1651065774.1044254
17;-8.0078763961792;46080;1651065774.9880831
18;-7.665625095367432;48640;1651065775.8730214
19;-7.73930549621582;51200;1651065776.7593932
20;-7.93140983581543;53760;1651065777.6468587
21;-7.9913177490234375;56320;1651065778.5372522
22;-7.806982517242432;58880;1651065779.4237983
23;-8.187416076660156;61440;1651065780.3197875
24;-7.82005500793457;64000;1651065781.2183268
25;-8.177340507507324;66560;1651065782.1145024
26;-8.117725372314453;69120;1651065783.0195355
27;-8.323576927185059;71680;1651065783.9357357
28;-8.221599578857422;74240;1651065784.8488595
29;-8.301753997802734;76800;1651065785.754566
30;-8.164155960083008;79360;1651065786.654723
31;-8.060247421264648;81920;1651065787.5565886
32;-8.29738998413086;84480;1651065788.4571152
33;-8.208592414855957;87040;1651065789.3601782
34;-8.146819114685059;89600;1651065790.2617996
35;-7.698122501373291;92160;1651065791.1674185
36;-7.671625137329102;94720;1651065792.0637975
37;-7.704126834869385;97280;1651065792.9595551
38;-7.673585891723633;99840;1651065793.8601432
39;-7.525076389312744;102400;1651065794.7572627
40;-7.340810298919678;104960;1651065795.6450386
41;-7.261014938354492;107520;1651065796.5356064
42;-7.4274444580078125;110080;1651065797.4262083
43;-7.361347675323486;112640;1651065798.3282967
44;-6.968647480010986;115200;1651065799.2140806
45;-6.980993270874023;117760;1651065800.107633
46;-6.832258701324463;120320;1651065800.999198
47;-6.947447776794434;122880;1651065801.9018154
48;-6.603305816650391;125440;1651065802.8040001
49;-6.748470306396484;128000;1651065803.7053995
50;-6.565736293792725;130560;1651065804.6064026
51;-6.658113956451416;133120;1651065805.5122833
52;-6.789716720581055;135680;1651065806.4142847
53;-6.604957103729248;138240;1651065807.298354
54;-6.648559093475342;140800;1651065808.1825607
55;-6.526074409484863;143360;1651065809.0661497
56;-6.703853130340576;145920;1651065809.9567583
57;-6.474574089050293;148480;1651065810.8443627
58;-6.447656631469727;151040;1651065811.7375088
59;-6.6232171058654785;153600;1651065812.624463
60;-6.381592750549316;156160;1651065813.5111747
61;-6.426664352416992;158720;1651065814.39817
62;-6.4398603439331055;161280;1651065815.2977262
63;-6.56595516204834;163840;1651065816.2073307
64;-6.485687732696533;166400;1651065817.0953915
65;-6.408953666687012;168960;1651065817.986859
66;-6.434746742248535;171520;1651065818.8702226
67;-6.690218925476074;174080;1651065819.7534082
68;-6.4959492683410645;176640;1651065820.6451533
69;-6.411506175994873;179200;1651065821.5320373
70;-6.6564531326293945;181760;1651065822.4480507
71;-6.519888877868652;184320;1651065823.352263
72;-6.2368083000183105;186880;1651065824.2609537
73;-6.430872440338135;189440;1651065825.1681392
74;-6.094641208648682;192000;1651065826.078239
75;-6.480579853057861;194560;1651065826.988621
76;-6.3116841316223145;197120;1651065827.8926668
77;-6.571847438812256;199680;1651065828.7991664
78;-6.382069110870361;202240;1651065829.70472
79;-6.383327960968018;204800;1651065830.5959597
80;-6.4876298904418945;207360;1651065831.4907072
81;-6.492635250091553;209920;1651065832.3934734
82;-6.738387584686279;212480;1651065833.30203
83;-6.594721794128418;215040;1651065834.1889255
84;-6.596452236175537;217600;1651065835.0905464
85;-6.589500904083252;220160;1651065835.9937325
86;-6.6064348220825195;222720;1651065836.9038093
87;-6.76323127746582;225280;1651065837.8118205
88;-6.657284736633301;227840;1651065838.6980646
89;-6.843384742736816;230400;1651065839.581044
90;-6.556922912597656;232960;1651065840.4779258
91;-6.80206823348999;235520;1651065841.3680208
92;-7.040613651275635;238080;1651065842.2541165
93;-6.962062358856201;240640;1651065843.1498225
94;-7.029332160949707;243200;1651065844.0448859
95;-7.275705337524414;245760;1651065844.9378166
96;-7.25938081741333;248320;1651065845.841682
97;-7.174498081207275;250880;1651065846.7421129
98;-7.22237491607666;253440;1651065847.6247983
99;-7.293961048126221;256000;1651065848.5154247
100;-7.2708306312561035;258560;1651065856.8536894
101;-7.0493669509887695;261120;1651065857.7839391
102;-7.25352144241333;263680;1651065858.6889992
103;-7.098189353942871;266240;1651065859.595458
104;-7.302632808685303;268800;1651065860.4963992
105;-7.208826065063477;271360;1651065861.386591
106;-6.872596740722656;273920;1651065862.277669
107;-6.915657043457031;276480;1651065863.1619744
108;-7.046496868133545;279040;1651065864.0560808
109;-7.166501998901367;281600;1651065864.9586976
110;-7.123479843139648;284160;1651065865.8561888
111;-6.913947105407715;286720;1651065866.758992
112;-7.075407028198242;289280;1651065867.6575289
113;-6.7605485916137695;291840;1651065868.5430696
114;-7.0932722091674805;294400;1651065869.423791
115;-6.907847881317139;296960;1651065870.3063226
116;-7.006389141082764;299520;1651065871.199397
117;-7.047773361206055;302080;1651065872.086949
118;-6.995983123779297;304640;1651065872.9681585
119;-6.96478796005249;307200;1651065873.8534079
120;-6.94630765914917;309760;1651065874.7623706
121;-6.967731475830078;312320;1651065875.6683369
122;-7.131063938140869;314880;1651065876.5850625
123;-7.057802200317383;317440;1651065877.4688568
124;-7.181473255157471;320000;1651065878.3564634
125;-7.287097454071045;322560;1651065879.2403624
126;-7.053894519805908;325120;1651065880.12314
127;-7.055139541625977;327680;1651065881.0093753
128;-6.938610076904297;330240;1651065881.9030447
129;-6.939062118530273;332800;1651065882.8026354
130;-7.062391757965088;335360;1651065883.701992
131;-6.801974296569824;337920;1651065884.6127353
132;-6.735936164855957;340480;1651065885.5155118
133;-6.698050498962402;343040;1651065886.4124963
134;-6.523087024688721;345600;1651065887.3133297
135;-6.5935821533203125;348160;1651065888.2169373
136;-6.274750709533691;350720;1651065889.1144354
137;-6.535476207733154;353280;1651065890.0216339
138;-6.58741569519043;355840;1651065890.9159808
139;-6.598601818084717;358400;1651065891.8024528
140;-6.424771308898926;360960;1651065892.6874256
141;-6.378906726837158;363520;1651065893.576735
142;-6.55290412902832;366080;1651065894.4622438
143;-6.408486843109131;368640;1651065895.357437
144;-6.55867862701416;371200;1651065896.2556322
145;-6.516627788543701;373760;1651065897.142844
146;-6.683805465698242;376320;1651065898.0287957
147;-6.597548007965088;378880;1651065898.9240131
148;-6.478837490081787;381440;1651065899.8221858
149;-6.881041049957275;384000;1651065900.72977
150;-6.554374694824219;386560;1651065901.626873
151;-6.582625865936279;389120;1651065902.5299516
152;-6.398682117462158;391680;1651065903.4272604
153;-6.396681308746338;394240;1651065904.3315372
154;-6.108608245849609;396800;1651065905.2152674
155;-6.343507766723633;399360;1651065906.1204774
156;-6.250521183013916;401920;1651065907.0210717
157;-6.096684455871582;404480;1651065907.9105246
158;-5.906946659088135;407040;1651065908.811378
159;-6.031140327453613;409600;1651065909.7069762
160;-5.973857879638672;412160;1651065910.6121888
161;-6.126215934753418;414720;1651065911.514519
162;-5.7969841957092285;417280;1651065912.421243
163;-6.123180389404297;419840;1651065913.327699
164;-6.025789737701416;422400;1651065914.2348
165;-5.998701572418213;424960;1651065915.116321
166;-6.017733573913574;427520;1651065916.0019538
167;-6.2371931076049805;430080;1651065916.9036472
168;-6.368276596069336;432640;1651065917.7866719
169;-6.103943347930908;435200;1651065918.6694975
170;-6.5284743309021;437760;1651065919.5516672
171;-6.390649795532227;440320;1651065920.458143
172;-6.361159324645996;442880;1651065921.370804
173;-6.537919044494629;445440;1651065922.2731764
174;-6.3305816650390625;448000;1651065923.178182
175;-6.51328182220459;450560;1651065924.086263
176;-6.281367778778076;453120;1651065924.9823232
177;-6.227738857269287;455680;1651065925.8842843
178;-6.304724216461182;458240;1651065926.7882416
179;-6.2205729484558105;460800;1651065927.6789722
180;-6.131887912750244;463360;1651065928.5824616
181;-6.249902725219727;465920;1651065929.489282
182;-6.190650463104248;468480;1651065930.383124
183;-6.598817825317383;471040;1651065931.2836938
184;-6.471643924713135;473600;1651065932.1859727
185;-6.728178977966309;476160;1651065933.0712008
186;-6.846792697906494;478720;1651065933.9597623
187;-6.791362285614014;481280;1651065934.8448675
188;-6.840881824493408;483840;1651065935.7312024
189;-6.809967517852783;486400;1651065936.6245496
190;-6.9706621170043945;488960;1651065937.5247
191;-7.140600681304932;491520;1651065938.4112206
192;-7.459122180938721;494080;1651065939.295543
193;-7.450064182281494;496640;1651065940.186825
194;-7.375054359436035;499200;1651065941.0957482
195;-7.212818145751953;501760;1651065941.9988604
196;-7.448612689971924;504320;1651065942.8956907
197;-7.201606750488281;506880;1651065943.7770662
198;-7.153099536895752;509440;1651065944.6752615
199;-6.958968162536621;512000;1651065945.5661867
200;-7.009456634521484;514560;1651065953.8410225
201;-6.769382476806641;517120;1651065954.7592957
202;-6.682868957519531;519680;1651065955.6525671
203;-6.655839443206787;522240;1651065956.5576136
204;-6.7373576164245605;524800;1651065957.459958
205;-6.4673261642456055;527360;1651065958.364992
206;-6.192325115203857;529920;1651065959.245891
207;-6.367037296295166;532480;1651065960.1281695
208;-6.359075546264648;535040;1651065961.0125387
209;-6.13654899597168;537600;1651065961.9012501
210;-6.207686424255371;540160;1651065962.79975
211;-6.193905353546143;542720;1651065963.6968517
212;-6.057617664337158;545280;1651065964.58443
213;-6.172497749328613;547840;1651065965.4888227
214;-6.299441337585449;550400;1651065966.3828034
215;-6.287395477294922;552960;1651065967.278474
216;-6.384700298309326;555520;1651065968.1686592
217;-6.4418253898620605;558080;1651065969.0658836
218;-6.561988353729248;560640;1651065969.9672673
219;-6.7835001945495605;563200;1651065970.8526943
220;-6.972233295440674;565760;1651065971.7377264
221;-7.054671287536621;568320;1651065972.6211436
222;-7.081358432769775;570880;1651065973.5137722
223;-7.126914978027344;573440;1651065974.417961
224;-6.839257717132568;576000;1651065975.3224142
225;-6.647298336029053;578560;1651065976.2222474
226;-6.594165325164795;581120;1651065977.1125543
227;-6.2523698806762695;583680;1651065977.9945114
228;-6.126471042633057;586240;1651065978.874407
229;-6.2689409255981445;588800;1651065979.7841158
230;-5.884542942047119;591360;1651065980.6647787
231;-5.853026390075684;593920;1651065981.5503392
232;-6.314169883728027;596480;1651065982.4482837
233;-6.204947471618652;599040;1651065983.349791
234;-6.064412593841553;601600;1651065984.2528088
235;-6.383977890014648;604160;1651065985.1491382
236;-6.175790309906006;606720;1651065986.0568242
237;-6.058163642883301;609280;1651065986.9547904
238;-6.476868152618408;611840;1651065987.8446743
239;-6.547693252563477;614400;1651065988.7455788
240;-6.911013603210449;616960;1651065989.6373365
241;-7.102441310882568;619520;1651065990.5263736
242;-7.145230293273926;622080;1651065991.4070106
243;-7.092995643615723;624640;1651065992.2904186
244;-7.178145885467529;627200;1651065993.170375
245;-7.308211326599121;629760;1651065994.0520403
246;-7.2410407066345215;632320;1651065994.9332535
247;-7.158092975616455;634880;1651065995.8237925
248;-7.555190086364746;637440;1651065996.7175915
249;-7.393716812133789;640000;1651065997.620123
250;-7.69599723815918;642560;1651065998.5082843
251;-7.578647613525391;645120;1651065999.4113798
252;-7.49503231048584;647680;1651066000.3346317
253;-7.447066307067871;650240;1651066001.215695
254;-7.368346214294434;652800;1651066002.103417
255;-7.31217622756958;655360;1651066002.983847
256;-7.30906867980957;657920;1651066003.8611383
