;update/loss/ent;Steps;Wall_Time
0;0.1469791978597641;999;1649621649.381877
1;0.10443542897701263;1999;1649626549.229749
2;0.0945773646235466;2999;1649631446.2352822
3;0.09385692328214645;3999;1649636364.9568057
4;0.09168582409620285;4999;1649641152.666852
5;0.08372368663549423;5999;1649645912.911435
6;0.08320246636867523;6999;1649650675.888621
7;0.07709789276123047;7999;1649655440.228377
8;0.07724323123693466;8999;1649660225.7317734
9;0.06770183145999908;9999;1649665018.2372763
10;0.07441949844360352;10999;1649669904.2883348
