;update/loss/ent;Steps;Wall_Time
0;0.26097777485847473;999;1650823027.3758924
1;0.1711321920156479;1999;1650824412.5067873
2;0.14426100254058838;2999;1650825799.3336012
3;0.11957703530788422;3999;1650827205.3005245
4;0.1077023297548294;4999;1650828612.800275
5;0.10574762523174286;5999;1650830036.798423
6;0.10753407329320908;6999;1650831426.8214583
7;0.09841840714216232;7999;1650832813.3636422
8;0.08205385506153107;8999;1650834196.542971
9;0.09468980133533478;9999;1650835598.6529808
10;0.09505374729633331;10999;1650836980.0708694
11;0.09354645758867264;11999;1650838421.9092543
12;0.09358479827642441;12999;1650839806.0878696
13;0.09319153428077698;13999;1650841205.199537
14;0.095392607152462;14999;1650842612.8613915
15;0.08150672912597656;15999;1650843993.3478162
16;0.08259430527687073;16999;1650845376.7825122
17;0.08348814398050308;17999;1650846757.772397
18;0.08210008591413498;18999;1650848140.5536695
19;0.07980363816022873;19999;1650849527.5835633
20;0.08247078955173492;20999;1650850931.7502594
21;0.07920388877391815;21999;1650852356.5993457
22;0.08513487130403519;22999;1650853742.4491332
23;0.08275575935840607;23999;1650855130.1433876
24;0.07867647707462311;24999;1650856515.4650352
25;0.07699618488550186;25999;1650857898.2922025
26;0.08088275045156479;26999;1650859341.8427052
27;0.07845604419708252;27999;1650860723.7692342
28;0.07294563204050064;28999;1650862106.8480182
29;0.07139451056718826;29999;1650863542.9296906
