;update/loss/ent;Steps;Wall_Time
0;0.14642123878002167;999;1649195987.0174854
1;0.09457770735025406;1999;1649197520.9652147
2;0.1008618175983429;2999;1649198992.062147
3;0.08288486301898956;3999;1649200341.1929016
4;0.08148211240768433;4999;1649201685.3859282
5;0.08486982434988022;5999;1649203026.8039663
6;0.08582767099142075;6999;1649204368.9603477
7;0.09347410500049591;7999;1649205711.9294722
8;0.09223660826683044;8999;1649207055.2592382
9;0.09411869943141937;9999;1649208397.8719134
10;0.09218204021453857;10999;1649209741.6715176
11;0.09899663180112839;11999;1649211093.4771166
12;0.09430855512619019;12999;1649212443.7461386
13;0.0964045375585556;13999;1649213793.9431057
14;0.09630067646503448;14999;1649215151.2825904
15;0.09551256895065308;15999;1649216538.4189763
16;0.09818964451551437;16999;1649217886.2264307
17;0.09614074975252151;17999;1649219236.7241466
18;0.09797494113445282;18999;1649220586.7241275
19;0.09704526513814926;19999;1649221929.3148053
20;0.09897224605083466;20999;1649223274.0243893
21;0.09669356793165207;21999;1649224621.7457583
22;0.0984812080860138;22999;1649226027.084669
23;0.09919068962335587;23999;1649227380.0128653
24;0.09725695848464966;24999;1649228728.430766
25;0.09727940708398819;25999;1649230074.5900326
26;0.09747307747602463;26999;1649231423.584128
27;0.09755808115005493;27999;1649232766.2053576
28;0.09675610065460205;28999;1649234112.6128967
29;0.09724365919828415;29999;1649235460.0337496
