;test/reward_std;Steps;Wall_Time
0;1.2764339447021484;0;1648150619.5958374
1;1.4193058013916016;64000;1648150717.838988
2;1.3084920644760132;128000;1648150918.4482744
3;1.2617390155792236;192000;1648151120.3144517
4;1.2526583671569824;256000;1648151321.803231
5;1.344149112701416;320000;1648151523.9776115
6;1.263744592666626;384000;1648151725.8762093
7;1.2733547687530518;448000;1648151921.649704
8;1.2599772214889526;512000;1648152115.4278812
9;1.2605010271072388;576000;1648152312.6853752
10;1.2036746740341187;640000;1648152507.1083012
11;1.1635586023330688;704000;1648152701.269043
12;1.1300997734069824;768000;1648152895.6714604
13;1.1368025541305542;832000;1648153089.99446
14;1.1182575225830078;896000;1648153284.403413
15;1.1221593618392944;960000;1648153478.8750932
16;1.1099317073822021;1024000;1648153672.9074855
17;1.1321589946746826;1088000;1648153867.2791102
18;1.020033836364746;1152000;1648154061.5292966
19;1.0544663667678833;1216000;1648154255.9138527
20;1.0804243087768555;1280000;1648154450.2005723
21;1.0797998905181885;1344000;1648154645.8592658
22;1.104594111442566;1408000;1648154839.5521054
23;1.0394601821899414;1472000;1648155034.0283117
24;1.0827304124832153;1536000;1648155228.7244725
25;1.0811161994934082;1600000;1648155423.2672334
26;1.0807385444641113;1664000;1648155617.9123318
27;1.1149446964263916;1728000;1648155812.1504471
28;1.097226858139038;1792000;1648156006.6706355
29;1.0953301191329956;1856000;1648156201.296999
30;1.0976660251617432;1920000;1648156395.3286424
31;1.1199510097503662;1984000;1648156589.3650074
32;1.130051851272583;2048000;1648156783.3761687
33;1.1047403812408447;2112000;1648156977.5467906
34;1.096585988998413;2176000;1648157171.6168485
35;1.1355756521224976;2240000;1648157366.21641
36;1.141983985900879;2304000;1648157560.66688
37;1.0956048965454102;2368000;1648157755.335683
38;1.077409029006958;2432000;1648157949.4246552
39;1.1446778774261475;2496000;1648158144.1584535
40;1.129942536354065;2560000;1648158338.7955494
41;1.1130340099334717;2624000;1648158533.2681785
42;1.1330375671386719;2688000;1648158727.3080893
43;1.124323844909668;2752000;1648158921.627007
44;1.1865594387054443;2816000;1648159115.9505727
45;1.1404228210449219;2880000;1648159309.9232204
46;1.1019542217254639;2944000;1648159503.5028057
47;1.146410346031189;3008000;1648159697.788707
48;1.1172058582305908;3072000;1648159892.627472
49;1.1126022338867188;3136000;1648160086.5587845
50;1.1478297710418701;3200000;1648160281.235339
51;1.1229039430618286;3264000;1648160475.7271461
52;1.1035326719284058;3328000;1648160670.1325216
53;1.111651062965393;3392000;1648160864.4391687
54;1.1841204166412354;3456000;1648161059.138889
55;1.1816275119781494;3520000;1648161253.4450831
56;1.074629783630371;3584000;1648161447.3553631
57;1.1378282308578491;3648000;1648161641.8319283
58;1.1081441640853882;3712000;1648161836.634551
59;1.0971248149871826;3776000;1648162031.2347069
60;1.1455574035644531;3840000;1648162224.704016
61;1.083567500114441;3904000;1648162419.1059022
62;1.0559309720993042;3968000;1648162614.0424252
63;1.087828516960144;4032000;1648162808.2608612
64;1.092392086982727;4096000;1648163002.7810884
65;1.14851713180542;4160000;1648163196.836617
66;1.0971564054489136;4224000;1648163391.52479
67;1.1349741220474243;4288000;1648163585.3720489
68;1.1554468870162964;4352000;1648163779.609798
69;1.2141121625900269;4416000;1648163974.339336
70;1.1352689266204834;4480000;1648164168.5914752
71;1.0884250402450562;4544000;1648164363.6933012
72;1.1401900053024292;4608000;1648164558.6112485
73;1.1113190650939941;4672000;1648164753.1870246
74;1.1058244705200195;4736000;1648164948.4305449
75;1.114009976387024;4800000;1648165143.4243193
76;1.1465743780136108;4864000;1648165337.9179626
77;1.1101359128952026;4928000;1648165533.0186486
78;1.1544052362442017;4992000;1648165727.6230605
79;1.1540864706039429;5056000;1648165922.806301
80;1.1275261640548706;5120000;1648166118.1502793
