;update/loss/clip;Steps;Wall_Time
0;2.9588279724121094;999;1648152452.5591013
1;2.1209936141967773;1999;1648154341.3521457
2;1.7309794425964355;2999;1648156234.0267568
3;4094214.75;3999;1648158120.046982
4;4.063904762268066;4999;1648160007.8006613
5;187232.578125;5999;1648161902.3538206
6;353.4652099609375;6999;1648163800.100482
7;4.702300548553467;7999;1648165691.2130635
8;26.62711524963379;8999;1648167584.3731306
9;3.635274648666382;9999;1648169475.7989516
10;4.17481803894043;10999;1648171368.112728
11;2252.049072265625;11999;1648173255.7301087
12;40612388.0;12999;1648175145.264808
13;5.755431175231934;13999;1648177041.0338151
14;16.36310386657715;14999;1648178933.6158593
15;3.6218960285186768;15999;1648180826.4120886
16;11.709190368652344;16999;1648182719.75073
17;3.3980891704559326;17999;1648184613.8326817
18;2.9276621341705322;18999;1648186510.23117
19;2.6591577529907227;19999;1648188406.8740036
20;2.7240231037139893;20999;1648190303.195592
21;2.378922700881958;21999;1648192196.0394611
22;5.3598737716674805;22999;1648194088.823495
23;142.44366455078125;23999;1648195983.77884
24;8.849675178527832;24999;1648197879.0845065
25;3.3536500930786133;25999;1648199785.7011883
26;2.8648226261138916;26999;1648201696.3751276
27;141.4674835205078;27999;1648203592.1692078
28;4.868282318115234;28999;1648205486.5733447
29;3.0358076095581055;29999;1648207385.2006757
30;3.0857791900634766;30999;1648209270.0522823
31;3.132880687713623;31999;1648211149.8606753
32;3.216684103012085;32999;1648213028.80871
33;2.2675278186798096;33999;1648214912.3658955
34;2.408740997314453;34999;1648216793.1272871
35;7.020592212677002;35999;1648218672.823876
36;2.906031608581543;36999;1648220550.8925192
37;5.455075263977051;37999;1648222430.4545505
38;2.496492385864258;38999;1648224315.1819177
39;14.348064422607422;39999;1648226201.25845
40;2.0473835468292236;40999;1648228082.5649538
41;462.44775390625;41999;1648229962.067202
42;2.183600664138794;42999;1648231841.1007366
43;19.1926212310791;43999;1648233722.6952431
44;11.94715690612793;44999;1648235604.9521365
45;64.36283111572266;45999;1648237484.866057
46;3.6224615573883057;46999;1648239366.6053023
47;5.50911283493042;47999;1648241250.6864455
48;3.2357590198516846;48999;1648243140.696063
49;7.342552185058594;49999;1648243995.2041743
