;test/reward;Steps;Wall_Time
0;-10.423900604248047;0;1648325456.0499566
1;-8.12569808959961;1024000;1648326544.8857918
2;-7.915688514709473;2048000;1648327625.9467318
3;-8.741805076599121;3072000;1648328732.3697798
4;-8.03303050994873;4096000;1648329827.531777
5;-8.014544486999512;5120000;1648330934.115831
6;-7.937777042388916;6144000;1648332024.2762356
7;-7.330894470214844;7168000;1648333110.6025162
8;-7.633411407470703;8192000;1648334207.3722937
9;-8.21236801147461;9216000;1648335295.6316903
10;-7.522278785705566;10240000;1648336395.3351364
11;-7.703927516937256;11264000;1648337490.819802
12;-7.774607181549072;12288000;1648338575.5482674
13;-8.249592781066895;13312000;1648339657.238052
14;-7.457681179046631;14336000;1648340759.5021648
15;-7.077797889709473;15360000;1648341853.7751682
16;-6.972240447998047;16384000;1648342937.951378
17;-7.696135520935059;17408000;1648344020.2333965
18;-7.571423530578613;18432000;1648345111.239934
19;-7.135181903839111;19456000;1648346218.9253044
20;-7.036599636077881;20480000;1648347338.6783109
21;-6.995208263397217;21504000;1648348440.7179239
22;-7.057692527770996;22528000;1648349534.1727931
23;-6.896073341369629;23552000;1648350632.2632596
24;-6.958974838256836;24576000;1648351715.8628874
25;-7.110685348510742;25600000;1648352798.3254716
26;-7.812226295471191;26624000;1648353880.322694
27;-8.125494003295898;27648000;1648354971.4463072
28;-7.6395697593688965;28672000;1648356071.9415777
29;-7.674641132354736;29696000;1648357155.0062768
30;-7.76181697845459;30720000;1648358289.6113424
31;-7.988569259643555;31744000;1648359389.572369
32;-7.7773942947387695;32768000;1648360493.4183269
33;-7.948993682861328;33792000;1648361595.871217
34;-8.002828598022461;34816000;1648362672.9057906
35;-7.974850177764893;35840000;1648363752.8598185
36;-7.62067174911499;36864000;1648364838.0378747
37;-7.720187664031982;37888000;1648365936.0043242
38;-7.804403781890869;38912000;1648367018.490085
39;-7.7165608406066895;39936000;1648368106.4922569
40;-7.793405055999756;40960000;1648369199.6267066
41;-7.624276638031006;41984000;1648370284.7892027
42;-7.226881504058838;43008000;1648371380.1254742
43;-7.82757043838501;44032000;1648372488.3902204
