;test/reward;Steps;Wall_Time
0;-10.380616188049316;0;1648295410.6639762
1;-7.492299556732178;64000;1648295629.0775464
2;-6.762890815734863;128000;1648295847.8962293
3;-6.678705215454102;192000;1648296063.6871212
4;-7.329907417297363;256000;1648296283.472355
5;-6.181507110595703;320000;1648296499.7348485
6;-6.850605487823486;384000;1648296714.2064888
7;-7.264472007751465;448000;1648296933.7604935
8;-7.086483955383301;512000;1648297152.1793733
9;-7.267831802368164;576000;1648297378.388392
10;-7.168076515197754;640000;1648297601.4860017
11;-6.938846111297607;704000;1648297817.9804032
12;-6.466753005981445;768000;1648298034.897551
13;-6.541362285614014;832000;1648298259.8178174
14;-7.320653915405273;896000;1648298475.4219995
15;-6.111225605010986;960000;1648298692.7614038
16;-6.067449569702148;1024000;1648298910.6952183
17;-6.015398979187012;1088000;1648299130.2188709
18;-6.262691974639893;1152000;1648299344.7811768
19;-6.321139812469482;1216000;1648299562.9709508
20;-6.692582130432129;1280000;1648299777.8671167
21;-6.241300582885742;1344000;1648299997.338398
22;-6.440371036529541;1408000;1648300212.5280147
23;-6.537363529205322;1472000;1648300435.8123364
24;-7.739365577697754;1536000;1648300655.285258
25;-7.453813076019287;1600000;1648300877.5951424
26;-7.302429676055908;1664000;1648301096.3040438
27;-7.335710525512695;1728000;1648301319.2576234
28;-7.133239269256592;1792000;1648301540.0630898
29;-7.386030673980713;1856000;1648301757.8917472
30;-7.262327671051025;1920000;1648301975.9981291
31;-7.3207783699035645;1984000;1648302192.8503747
32;-6.998616695404053;2048000;1648302413.0490801
33;-6.908731460571289;2112000;1648302635.4173489
34;-7.164209365844727;2176000;1648302850.9183698
35;-7.162840843200684;2240000;1648303067.3067417
36;-7.245823860168457;2304000;1648303285.4882479
37;-7.2296247482299805;2368000;1648303502.0305562
38;-7.087876796722412;2432000;1648303719.247427
39;-6.849641799926758;2496000;1648303938.3927147
40;-6.826724052429199;2560000;1648304154.25029
41;-7.019148826599121;2624000;1648304368.887488
42;-7.3924760818481445;2688000;1648304583.8631897
43;-6.9469146728515625;2752000;1648304801.6412532
44;-6.99790096282959;2816000;1648305020.855025
45;-7.0139899253845215;2880000;1648305246.4413254
