;Epsilon;Steps;Wall_Time
0;0.25;1;1648214893.286902
1;0.25;1;1648214895.5527196
2;0.25;1;1648214897.794285
3;0.25;1;1648214900.00935
4;0.25;1;1648214902.2157962
5;0.25;1;1648214904.3842928
6;0.25;1;1648214906.554912
7;0.25;1;1648214908.7290695
8;0.25;1;1648214910.899878
9;0.25;1;1648214913.073655
10;0.25;1;1648214915.2640157
11;0.25;1;1648214917.4410691
12;0.25;1;1648214919.6095045
13;0.25;1;1648214921.756048
14;0.25;1;1648214923.9282942
15;0.25;1;1648214926.0774343
16;0.25;1;1648214928.2665596
17;0.25;1;1648214930.458939
18;0.25;1;1648214932.64062
19;0.25;1;1648214934.8118932
20;0.25;1;1648214936.9908893
21;0.25;1;1648214939.1355376
22;0.25;1;1648214941.276734
23;0.25;1;1648214943.464056
24;0.25;1;1648214945.6506526
25;0.25;1;1648214947.8240871
26;0.25;1;1648214950.003051
27;0.25;1;1648214952.1801462
28;0.25;1;1648214954.3551958
29;0.25;1;1648214956.5273285
30;0.25;1;1648214958.682293
31;0.25;1;1648214960.832215
32;0.25;1;1648214963.0040054
33;0.25;1;1648214965.1971421
34;0.25;1;1648214967.379259
35;0.25;1;1648214969.5517213
36;0.25;1;1648214971.7286909
