;Epsilon;Steps;Wall_Time
0;0.25;1;1648150200.4418468
1;0.25;1;1648150203.3239055
2;0.25;1;1648150214.8886497
3;0.25;1;1648150216.3348308
4;0.25;1;1648150225.0351727
5;0.25;1;1648150226.4782035
6;0.25;1;1648150233.7209368
7;0.25;1;1648150236.6032095
8;0.25;1;1648150246.7390041
9;0.25;1;1648150249.6284893
10;0.25;1;1648150253.9642704
11;0.25;1;1648150264.0873058
12;0.25;1;1648150274.2109895
13;0.25;1;1648150288.6783774
14;0.25;1;1648150293.0011282
15;0.25;1;1648150297.3604906
16;0.25;1;1648150306.0179582
17;0.25;1;1648150310.353291
18;0.25;1;1648150316.157212
19;0.25;1;1648150321.9371831
20;0.25;1;1648150329.1545217
21;0.25;1;1648150343.5924225
22;0.25;1;1648150346.4849765
23;0.25;1;1648150347.9229317
24;0.25;1;1648150353.7159998
25;0.25;1;1648150368.1858768
26;0.25;1;1648150376.8389046
27;0.25;1;1648150387.5960107
28;0.25;1;1648150391.7852838
29;0.25;1;1648150396.0184615
30;0.25;1;1648150404.4553645
31;0.25;1;1648150410.805615
32;0.25;1;1648150412.9181006
33;0.25;1;1648150423.4956827
34;0.25;1;1648150434.0556276
35;0.25;1;1648150442.4627113
36;0.25;1;1648150444.5679588
37;0.25;1;1648150457.3608305
38;0.25;1;1648150466.0209348
39;0.25;1;1648150474.666996
40;0.25;1;1648150502.8421674
41;0.25;1;1648150507.1532946
42;0.25;1;1648150515.7747421
43;0.25;1;1648150533.1361954
44;0.25;1;1648150557.0021849
45;0.25;1;1648150559.1752534
46;0.25;1;1648150569.9938278
47;0.25;1;1648150574.3092802
48;0.25;1;1648150582.9139743
49;0.25;1;1648150587.2427316
50;0.25;1;1648150613.1927874
51;0.25;1;1648150641.2997017
52;0.25;1;1648150652.133007
53;0.25;1;1648150658.6130693
54;0.25;1;1648150690.571115
55;0.25;1;1648150701.0857913
56;0.25;1;1648150741.5065854
57;0.25;1;1648150754.4521918
58;0.25;1;1648150795.5439758
59;0.25;1;1648150802.026675
60;0.25;1;1648150812.8333774
61;0.25;1;1648150814.9959567
62;0.25;1;1648150825.7711015
63;0.25;1;1648150830.090873
64;0.25;1;1648150832.2485573
65;0.25;1;1648150858.2059
66;0.25;1;1648150879.825085
67;0.25;1;1648150894.9672587
68;0.25;1;1648150899.296277
69;0.25;1;1648150907.9436283
70;0.25;1;1648150912.25959
71;0.25;1;1648150948.9657376
72;0.25;1;1648150970.1396549
73;0.25;1;1648150982.7791696
74;0.25;1;1648150989.0914576
75;0.25;1;1648151001.7190251
76;0.25;1;1648151010.1945906
77;0.25;1;1648151020.8150098
78;0.25;1;1648151035.947266
79;0.25;1;1648151051.0819075
80;0.25;1;1648151066.2001822
81;0.25;1;1648151079.1801457
82;0.25;1;1648151098.640121
83;0.25;1;1648151107.287484
84;0.25;1;1648151141.8445823
85;0.25;1;1648151156.942803
86;0.25;1;1648151165.5902424
87;0.25;1;1648151172.0784976
88;0.25;1;1648151185.0376594
89;0.25;1;1648151202.3173583
90;0.25;1;1648151221.7522092
91;0.25;1;1648151230.4010947
92;0.25;1;1648151238.9815664
93;0.25;1;1648151255.8127873
94;0.25;1;1648151268.4271743
95;0.25;1;1648151270.5493484
96;0.25;1;1648151285.2339694
97;0.25;1;1648151302.252664
98;0.25;1;1648151310.8975968
99;0.25;1;1648151326.0177987
100;0.25;1;1648151338.9646523
101;0.25;1;1648151341.1177547
102;0.25;1;1648151367.0828888
103;0.25;1;1648151380.0584135
104;0.25;1;1648151382.2234602
105;0.25;1;1648151401.702269
106;0.25;1;1648151403.864228
107;0.25;1;1648151406.0188565
108;0.25;1;1648151421.1655571
109;0.25;1;1648151436.2942483
110;0.25;1;1648151460.0785801
111;0.25;1;1648151481.685724
112;0.25;1;1648151496.8383374
113;0.25;1;1648151501.15124
114;0.25;1;1648151503.3122807
115;0.25;1;1648151507.6432254
116;0.25;1;1648151526.874377
117;0.25;1;1648151531.0651014
118;0.25;1;1648151535.3057992
119;0.25;1;1648151583.9259627
120;0.25;1;1648151618.529957
121;0.25;1;1648151622.8506649
122;0.25;1;1648151625.0202565
123;0.25;1;1648151661.8494582
124;0.25;1;1648151674.8524244
125;0.25;1;1648151679.185621
126;0.25;1;1648151690.0165348
127;0.25;1;1648151716.0067024
128;0.25;1;1648151726.8468473
129;0.25;1;1648151731.1648557
130;0.25;1;1648151744.1682603
131;0.25;1;1648151750.6782558
132;0.25;1;1648151761.5005684
133;0.25;1;1648151772.320951
134;0.25;1;1648151778.8255126
135;0.25;1;1648151787.4459553
136;0.25;1;1648151804.6187031
137;0.25;1;1648151842.6340482
138;0.25;1;1648151855.3069603
139;0.25;1;1648151874.6078084
140;0.25;1;1648151881.0959918
141;0.25;1;1648151902.746857
142;0.25;1;1648151911.4121423
143;0.25;1;1648151920.0526364
144;0.25;1;1648151924.3858733
145;0.25;1;1648151928.7185316
146;0.25;1;1648151935.2189834
147;0.25;1;1648151961.149509
148;0.25;1;1648151963.314427
149;0.25;1;1648151971.96189
150;0.25;1;1648151980.6122923
151;0.25;1;1648151984.9429252
152;0.25;1;1648152000.0940797
153;0.25;1;1648152002.2576392
154;0.25;1;1648152028.2271574
155;0.25;1;1648152034.7262099
156;0.25;1;1648152045.5472643
157;0.25;1;1648152054.2106543
158;0.25;1;1648152065.0135064
159;0.25;1;1648152080.1585872
160;0.25;1;1648152090.7117443
161;0.25;1;1648152122.3961287
162;0.25;1;1648152130.7998803
163;0.25;1;1648152139.248597
164;0.25;1;1648152143.4579465
165;0.25;1;1648152156.441575
166;0.25;1;1648152212.7335336
167;0.25;1;1648152247.372619
168;0.25;1;1648152249.5411332
169;0.25;1;1648152273.341781
170;0.25;1;1648152305.7739272
171;0.25;1;1648152323.077527
172;0.25;1;1648152336.0654993
173;0.25;1;1648152370.4380393
174;0.25;1;1648152372.5004709
175;0.25;1;1648152383.070239
176;0.25;1;1648152397.8212876
177;0.25;1;1648152421.0173123
178;0.25;1;1648152423.1556573
179;0.25;1;1648152436.0742311
180;0.25;1;1648152446.9171095
181;0.25;1;1648152451.252742
182;0.25;1;1648152453.4199677
183;0.25;1;1648152455.5846713
184;0.25;1;1648152466.4112515
185;0.25;1;1648152477.2313106
186;0.25;1;1648152485.9000332
187;0.25;1;1648152527.066527
188;0.25;1;1648152535.7222908
189;0.25;1;1648152557.3745937
190;0.25;1;1648152583.3642097
191;0.25;1;1648152611.4744956
192;0.25;1;1648152633.1369927
193;0.25;1;1648152660.7630346
194;0.25;1;1648152669.2303534
195;0.25;1;1648152694.5546472
196;0.25;1;1648152707.2178836
197;0.25;1;1648152718.0313852
198;0.25;1;1648152726.696372
199;0.25;1;1648152759.0810475
200;0.25;1;1648152782.890853
201;0.25;1;1648152821.8370547
202;0.25;1;1648152824.0114305
203;0.25;1;1648152875.924484
204;0.25;1;1648152878.0961893
205;0.25;1;1648152893.237963
206;0.25;1;1648152901.8881888
207;0.25;1;1648152953.060586
208;0.25;1;1648152959.3531482
209;0.25;1;1648152963.570436
210;0.25;1;1648152969.858991
211;0.25;1;1648152976.2078767
212;0.25;1;1648152980.4437602
213;0.25;1;1648153001.9143536
214;0.25;1;1648153008.4114535
215;0.25;1;1648153017.0637052
216;0.25;1;1648153025.7248058
217;0.25;1;1648153047.3668916
218;0.25;1;1648153086.323051
219;0.25;1;1648153090.6510751
220;0.25;1;1648153101.427492
221;0.25;1;1648153110.087797
222;0.25;1;1648153112.2641046
223;0.25;1;1648153123.042133
224;0.25;1;1648153129.5347357
225;0.25;1;1648153131.7019234
226;0.25;1;1648153136.0245855
227;0.25;1;1648153155.4885292
228;0.25;1;1648153179.2748823
229;0.25;1;1648153190.0907068
230;0.25;1;1648153194.426796
231;0.25;1;1648153232.7042732
232;0.25;1;1648153239.0071597
233;0.25;1;1648153253.7673504
234;0.25;1;1648153264.361465
235;0.25;1;1648153270.7354426
236;0.25;1;1648153272.8910954
237;0.25;1;1648153275.055339
238;0.25;1;1648153288.0527666
239;0.25;1;1648153292.364407
240;0.25;1;1648153298.849471
241;0.25;1;1648153322.6050465
