;ActorLR;Steps;Wall_Time
0;9.999999747378752e-05;1280;1651184318.7375994
1;9.999999747378752e-05;3200;1651184322.7391386
2;9.999999747378752e-05;4480;1651184325.3530152
3;9.999999747378752e-05;5120;1651184326.4722352
4;9.999999747378752e-05;6400;1651184329.1419787
5;9.999999747378752e-05;9600;1651184335.6420982
6;9.999999747378752e-05;10240;1651184336.957267
7;9.999999747378752e-05;10880;1651184338.1390917
8;9.999999747378752e-05;13440;1651184343.5299118
9;9.999999747378752e-05;14080;1651184344.8442628
10;9.999999747378752e-05;14720;1651184346.1704288
11;9.999999747378752e-05;17920;1651184352.7137678
12;9.999999747378752e-05;18560;1651184354.0535579
13;9.999999747378752e-05;19200;1651184355.2229705
14;9.999999747378752e-05;20480;1651184358.0329356
15;9.999999747378752e-05;23680;1651184364.3367586
16;9.999999747378752e-05;24960;1651184367.0178597
17;9.999999747378752e-05;26880;1651184370.9984488
18;9.999999747378752e-05;31360;1651184380.1882195
19;9.999999747378752e-05;32640;1651184382.6514735
20;9.999999747378752e-05;33280;1651184383.9896848
21;9.999999747378752e-05;35200;1651184387.8580961
22;9.999999747378752e-05;35840;1651184389.3522952
23;9.999999747378752e-05;38400;1651184394.5480068
24;9.999999747378752e-05;40320;1651184398.4304357
25;9.999999747378752e-05;42240;1651184402.21955
26;9.999999747378752e-05;42880;1651184403.724218
27;9.999999747378752e-05;43520;1651184405.0656328
28;9.999999747378752e-05;44160;1651184406.2086475
29;9.999999747378752e-05;46080;1651184410.1828983
30;9.999999747378752e-05;49920;1651184417.9344695
31;9.999999747378752e-05;51840;1651184421.8951035
32;9.999999747378752e-05;52480;1651184423.0295382
33;9.999999747378752e-05;53760;1651184425.511498
34;9.999999747378752e-05;54400;1651184426.9759943
35;9.999999747378752e-05;55680;1651184429.4235399
36;9.999999747378752e-05;56960;1651184432.0899348
37;9.999999747378752e-05;58880;1651184436.0513887
38;9.999999747378752e-05;60160;1651184438.4788837
39;9.999999747378752e-05;60800;1651184439.6581829
40;9.999999747378752e-05;61440;1651184441.1588066
41;9.999999747378752e-05;63360;1651184445.1901002
42;9.999999747378752e-05;64000;1651184488.2978427
43;9.999999747378752e-05;64640;1651184489.4887407
44;9.999999747378752e-05;65920;1651184492.1801558
45;9.999999747378752e-05;66560;1651184493.521714
46;9.999999747378752e-05;67840;1651184496.2108686
47;9.999999747378752e-05;68480;1651184497.5511804
48;9.999999747378752e-05;71040;1651184502.7163746
49;9.999999747378752e-05;74240;1651184509.1808946
50;9.999999747378752e-05;75520;1651184511.8704283
51;9.999999747378752e-05;76160;1651184513.0588074
52;9.999999747378752e-05;77440;1651184515.749762
53;9.999999747378752e-05;78080;1651184517.0866125
54;9.999999747378752e-05;80000;1651184521.034374
