;ActorLR;Steps;Wall_Time
0;9.999999747378752e-05;1280;1651188093.4004142
1;9.999999747378752e-05;3200;1651188100.3275852
2;9.999999747378752e-05;4480;1651188105.0063198
3;9.999999747378752e-05;5120;1651188107.3430886
4;9.999999747378752e-05;6400;1651188112.033841
5;9.999999747378752e-05;9600;1651188123.6257482
6;9.999999747378752e-05;10240;1651188125.9356234
7;9.999999747378752e-05;10880;1651188128.2688062
8;9.999999747378752e-05;13440;1651188137.6357596
9;9.999999747378752e-05;14080;1651188139.9686077
10;9.999999747378752e-05;14720;1651188142.3106983
11;9.999999747378752e-05;17920;1651188153.8231554
12;9.999999747378752e-05;18560;1651188156.1337326
13;9.999999747378752e-05;19200;1651188158.439494
14;9.999999747378752e-05;20480;1651188163.0664308
15;9.999999747378752e-05;23680;1651188174.5198965
16;9.999999747378752e-05;24960;1651188178.8803253
17;9.999999747378752e-05;26880;1651188185.297415
18;9.999999747378752e-05;31360;1651188200.5251813
19;9.999999747378752e-05;32640;1651188204.8502967
20;9.999999747378752e-05;33280;1651188206.9286656
21;9.999999747378752e-05;35200;1651188213.4887094
22;9.999999747378752e-05;35840;1651188215.7426605
23;9.999999747378752e-05;38400;1651188225.1772182
24;9.999999747378752e-05;40320;1651188232.3530045
25;9.999999747378752e-05;42240;1651188239.7159097
26;9.999999747378752e-05;42880;1651188242.0321527
27;9.999999747378752e-05;43520;1651188244.4315128
28;9.999999747378752e-05;44160;1651188246.9333727
29;9.999999747378752e-05;46080;1651188254.1109977
30;9.999999747378752e-05;49920;1651188268.515078
31;9.999999747378752e-05;51840;1651188275.860185
32;9.999999747378752e-05;52480;1651188278.354321
33;9.999999747378752e-05;53760;1651188283.121862
34;9.999999747378752e-05;54400;1651188285.378419
35;9.999999747378752e-05;55680;1651188290.2240958
36;9.999999747378752e-05;56960;1651188295.0513694
37;9.999999747378752e-05;58880;1651188302.3600016
38;9.999999747378752e-05;60160;1651188307.0959692
39;9.999999747378752e-05;60800;1651188309.4733365
40;9.999999747378752e-05;61440;1651188311.8993287
41;9.999999747378752e-05;63360;1651188319.2370815
42;9.999999747378752e-05;64000;1651188385.5356903
43;9.999999747378752e-05;64640;1651188387.7540576
44;9.999999747378752e-05;65920;1651188392.4894931
45;9.999999747378752e-05;66560;1651188394.9578717
46;9.999999747378752e-05;67840;1651188399.7245913
47;9.999999747378752e-05;68480;1651188402.1985517
48;9.999999747378752e-05;71040;1651188411.6241195
49;9.999999747378752e-05;74240;1651188423.3430982
50;9.999999747378752e-05;75520;1651188428.1207366
