;ActorLR;Steps;Wall_Time
0;9.999999747378752e-05;1280;1651182020.493163
1;9.999999747378752e-05;3200;1651182022.8231533
2;9.999999747378752e-05;4480;1651182024.371274
3;9.999999747378752e-05;5120;1651182025.1323917
4;9.999999747378752e-05;6400;1651182028.2645974
5;9.999999747378752e-05;9600;1651182032.1180985
6;9.999999747378752e-05;10240;1651182032.8709247
7;9.999999747378752e-05;10880;1651182033.634049
8;9.999999747378752e-05;13440;1651182036.6976414
9;9.999999747378752e-05;14080;1651182037.4547331
10;9.999999747378752e-05;14720;1651182038.8638995
11;9.999999747378752e-05;17920;1651182043.607917
12;9.999999747378752e-05;18560;1651182044.3968937
13;9.999999747378752e-05;19200;1651182045.1587548
14;9.999999747378752e-05;20480;1651182046.6736703
15;9.999999747378752e-05;23680;1651182050.531899
16;9.999999747378752e-05;24960;1651182053.6617622
17;9.999999747378752e-05;26880;1651182055.9539418
18;9.999999747378752e-05;31360;1651182061.3477845
19;9.999999747378752e-05;32640;1651182062.8562279
20;9.999999747378752e-05;33280;1651182064.017747
21;9.999999747378752e-05;35200;1651182067.4920092
22;9.999999747378752e-05;35840;1651182068.2469096
23;9.999999747378752e-05;38400;1651182071.3065307
24;9.999999747378752e-05;40320;1651182073.6003866
25;9.999999747378752e-05;42240;1651182075.8848085
26;9.999999747378752e-05;42880;1651182077.9168663
27;9.999999747378752e-05;43520;1651182078.992197
28;9.999999747378752e-05;44160;1651182079.7736456
29;9.999999747378752e-05;46080;1651182082.0742218
30;9.999999747378752e-05;49920;1651182086.6877246
31;9.999999747378752e-05;51840;1651182088.9509065
32;9.999999747378752e-05;52480;1651182091.3373768
33;9.999999747378752e-05;53760;1651182092.8440099
34;9.999999747378752e-05;54400;1651182093.58021
35;9.999999747378752e-05;55680;1651182095.1217916
36;9.999999747378752e-05;56960;1651182096.6650524
37;9.999999747378752e-05;58880;1651182098.9620373
38;9.999999747378752e-05;60160;1651182100.53149
39;9.999999747378752e-05;60800;1651182101.2933717
40;9.999999747378752e-05;61440;1651182102.4558911
41;9.999999747378752e-05;63360;1651182105.9343235
42;9.999999747378752e-05;64000;1651182134.4365954
43;9.999999747378752e-05;64640;1651182135.1993036
44;9.999999747378752e-05;65920;1651182136.7278924
45;9.999999747378752e-05;66560;1651182137.488546
46;9.999999747378752e-05;67840;1651182140.615426
47;9.999999747378752e-05;68480;1651182141.3820577
48;9.999999747378752e-05;71040;1651182144.4453795
49;9.999999747378752e-05;74240;1651182148.2451499
50;9.999999747378752e-05;75520;1651182149.7643783
51;9.999999747378752e-05;76160;1651182150.5282245
52;9.999999747378752e-05;77440;1651182153.6821132
53;9.999999747378752e-05;78080;1651182154.4526157
54;9.999999747378752e-05;80000;1651182156.7196336
55;9.999999747378752e-05;81280;1651182158.2640843
56;9.999999747378752e-05;81920;1651182159.025216
57;9.999999747378752e-05;83840;1651182161.3324616
58;9.999999747378752e-05;84480;1651182162.107261
59;9.999999747378752e-05;85760;1651182163.6264985
60;9.999999747378752e-05;87040;1651182166.73195
61;9.999999747378752e-05;88320;1651182168.2678878
62;9.999999747378752e-05;88960;1651182169.016052
63;9.999999747378752e-05;89600;1651182169.7643194
64;9.999999747378752e-05;90880;1651182171.2947493
65;9.999999747378752e-05;92160;1651182172.8143709
66;9.999999747378752e-05;92800;1651182173.5706372
67;9.999999747378752e-05;93440;1651182174.327945
68;9.999999747378752e-05;95360;1651182177.1008704
69;9.999999747378752e-05;96640;1651182179.7164867
70;9.999999747378752e-05;97280;1651182180.492918
71;9.999999747378752e-05;98560;1651182182.013347
72;9.999999747378752e-05;99840;1651182183.5693696
73;9.999999747378752e-05;101120;1651182185.093101
74;9.999999747378752e-05;102400;1651182186.6199453
75;9.999999747378752e-05;103040;1651182187.3909185
76;9.999999747378752e-05;105600;1651182192.019833
77;9.999999747378752e-05;106880;1651182193.5470638
78;9.999999747378752e-05;109440;1651182196.5968044
79;9.999999747378752e-05;112000;1651182199.6243024
80;9.999999747378752e-05;112640;1651182200.379135
81;9.999999747378752e-05;116480;1651182206.589588
82;9.999999747378752e-05;120320;1651182211.1627235
83;9.999999747378752e-05;121600;1651182212.678406
84;9.999999747378752e-05;124160;1651182217.3247619
85;9.999999747378752e-05;126080;1651182219.6398337
86;9.999999747378752e-05;126720;1651182220.4169867
87;9.999999747378752e-05;128640;1651182246.7364166
88;9.999999747378752e-05;129280;1651182247.503008
89;9.999999747378752e-05;129920;1651182248.267074
90;9.999999747378752e-05;131200;1651182249.7743337
91;9.999999747378752e-05;131840;1651182250.5322852
92;9.999999747378752e-05;135040;1651182254.3282864
93;9.999999747378752e-05;135680;1651182255.0913618
94;9.999999747378752e-05;136320;1651182255.8645496
95;9.999999747378752e-05;136960;1651182256.635297
96;9.999999747378752e-05;137600;1651182257.416347
97;9.999999747378752e-05;138240;1651182258.164236
98;9.999999747378752e-05;139520;1651182259.71452
99;9.999999747378752e-05;140160;1651182260.4602532
100;9.999999747378752e-05;140800;1651182261.2308393
101;9.999999747378752e-05;141440;1651182261.9991448
102;9.999999747378752e-05;142720;1651182263.5257423
103;9.999999747378752e-05;144000;1651182265.0582888
104;9.999999747378752e-05;145280;1651182266.605211
105;9.999999747378752e-05;146560;1651182268.1170778
106;9.999999747378752e-05;148480;1651182270.3810925
107;9.999999747378752e-05;150400;1651182272.644262
108;9.999999747378752e-05;151040;1651182273.4226384
109;9.999999747378752e-05;152960;1651182275.7321162
110;9.999999747378752e-05;153600;1651182276.4861946
111;9.999999747378752e-05;154880;1651182277.9893417
112;9.999999747378752e-05;158720;1651182282.5800772
113;9.999999747378752e-05;160000;1651182284.111475
114;9.999999747378752e-05;160640;1651182284.8635619
115;9.999999747378752e-05;161280;1651182285.6240294
116;9.999999747378752e-05;161920;1651182286.3788614
117;9.999999747378752e-05;163200;1651182287.8882453
118;9.999999747378752e-05;164480;1651182289.4110665
119;9.999999747378752e-05;165760;1651182290.9228005
120;9.999999747378752e-05;166400;1651182291.680287
121;9.999999747378752e-05;169600;1651182295.506978
122;9.999999747378752e-05;170240;1651182296.2780032
123;9.999999747378752e-05;171520;1651182297.8082695
124;9.999999747378752e-05;173440;1651182300.0962415
125;9.999999747378752e-05;174720;1651182301.6185198
126;9.999999747378752e-05;175360;1651182302.3837993
127;9.999999747378752e-05;176000;1651182303.1436524
128;9.999999747378752e-05;177280;1651182304.6614275
129;9.999999747378752e-05;179200;1651182306.9565737
130;9.999999747378752e-05;179840;1651182307.7125115
131;9.999999747378752e-05;181760;1651182310.0097294
132;9.999999747378752e-05;182400;1651182310.7735806
133;9.999999747378752e-05;183040;1651182311.5321236
134;9.999999747378752e-05;184320;1651182313.0627427
135;9.999999747378752e-05;186240;1651182315.3239377
136;9.999999747378752e-05;186880;1651182316.096525
137;9.999999747378752e-05;187520;1651182316.8558276
138;9.999999747378752e-05;190080;1651182319.913401
139;9.999999747378752e-05;191360;1651182321.4167664
140;9.999999747378752e-05;192640;1651182346.8570836
141;9.999999747378752e-05;193280;1651182347.6032767
142;9.999999747378752e-05;193920;1651182348.3847237
143;9.999999747378752e-05;194560;1651182349.1336145
144;9.999999747378752e-05;195200;1651182349.8890584
145;9.999999747378752e-05;196480;1651182351.4291205
146;9.999999747378752e-05;199680;1651182355.2636504
147;9.999999747378752e-05;200320;1651182356.5152686
148;9.999999747378752e-05;200960;1651182358.370082
149;9.999999747378752e-05;204800;1651182362.9972618
150;9.999999747378752e-05;205440;1651182363.7565813
151;9.999999747378752e-05;206720;1651182365.278886
152;9.999999747378752e-05;207360;1651182366.041006
153;9.999999747378752e-05;208000;1651182366.796836
154;9.999999747378752e-05;208640;1651182367.5529656
155;9.999999747378752e-05;209280;1651182368.3143833
156;9.999999747378752e-05;209920;1651182370.3486164
157;9.999999747378752e-05;210560;1651182371.4066446
158;9.999999747378752e-05;211200;1651182372.184327
159;9.999999747378752e-05;212480;1651182373.716721
160;9.999999747378752e-05;213120;1651182374.4749393
161;9.999999747378752e-05;216320;1651182378.2881627
162;9.999999747378752e-05;216960;1651182379.0640154
163;9.999999747378752e-05;217600;1651182379.818378
164;9.999999747378752e-05;218240;1651182380.5774107
165;9.999999747378752e-05;218880;1651182381.338294
166;9.999999747378752e-05;219520;1651182383.7054234
167;9.999999747378752e-05;220800;1651182385.2022521
168;9.999999747378752e-05;225280;1651182390.5604599
169;9.999999747378752e-05;225920;1651182391.314898
170;9.999999747378752e-05;227200;1651182392.8480399
171;9.999999747378752e-05;227840;1651182393.6129591
172;9.999999747378752e-05;230400;1651182398.2354739
173;9.999999747378752e-05;231040;1651182398.99127
174;9.999999747378752e-05;232320;1651182400.5294652
175;9.999999747378752e-05;236800;1651182405.8176482
176;9.999999747378752e-05;238080;1651182407.9958084
177;9.999999747378752e-05;239360;1651182410.4815822
178;9.999999747378752e-05;240640;1651182412.0126307
179;9.999999747378752e-05;241920;1651182413.5275147
180;9.999999747378752e-05;243200;1651182415.0450323
181;9.999999747378752e-05;243840;1651182415.8002508
182;9.999999747378752e-05;244480;1651182416.5754917
183;9.999999747378752e-05;247680;1651182422.0199437
184;9.999999747378752e-05;248320;1651182422.7792425
185;9.999999747378752e-05;250240;1651182425.079291
186;9.999999747378752e-05;250880;1651182425.8515277
187;9.999999747378752e-05;252800;1651182428.137796
188;9.999999747378752e-05;254720;1651182430.428103
189;9.999999747378752e-05;256640;1651182460.385952
190;9.999999747378752e-05;258560;1651182462.7014682
191;9.999999747378752e-05;259200;1651182463.4720428
192;9.999999747378752e-05;260480;1651182465.0024095
193;9.999999747378752e-05;261120;1651182465.7640715
194;9.999999747378752e-05;263040;1651182469.618624
195;9.999999747378752e-05;263680;1651182470.3798633
196;9.999999747378752e-05;264320;1651182471.15181
197;9.999999747378752e-05;264960;1651182471.9138575
198;9.999999747378752e-05;268160;1651182475.7207341
199;9.999999747378752e-05;268800;1651182476.475265
200;9.999999747378752e-05;269440;1651182477.2390096
201;9.999999747378752e-05;271360;1651182479.517889
202;9.999999747378752e-05;272000;1651182481.7323458
203;9.999999747378752e-05;272640;1651182482.6050286
204;9.999999747378752e-05;273280;1651182483.3725374
205;9.999999747378752e-05;274560;1651182484.9040256
206;9.999999747378752e-05;277120;1651182487.9648623
207;9.999999747378752e-05;277760;1651182488.7255244
208;9.999999747378752e-05;279040;1651182490.2489038
209;9.999999747378752e-05;280320;1651182491.756966
210;9.999999747378752e-05;282880;1651182496.4370751
211;9.999999747378752e-05;283520;1651182497.2113335
212;9.999999747378752e-05;284160;1651182497.9864492
213;9.999999747378752e-05;285440;1651182499.510094
214;9.999999747378752e-05;287360;1651182501.8109198
215;9.999999747378752e-05;288000;1651182502.5801928
216;9.999999747378752e-05;289920;1651182504.870619
217;9.999999747378752e-05;290560;1651182506.164895
218;9.999999747378752e-05;291840;1651182508.7419105
219;9.999999747378752e-05;296320;1651182514.0961275
220;9.999999747378752e-05;297600;1651182515.6317828
221;9.999999747378752e-05;298240;1651182516.3990319
222;9.999999747378752e-05;298880;1651182517.1701918
223;9.999999747378752e-05;300160;1651182520.291064
224;9.999999747378752e-05;304640;1651182525.6268249
225;9.999999747378752e-05;307200;1651182528.692203
226;9.999999747378752e-05;309760;1651182533.34724
227;9.999999747378752e-05;310400;1651182534.102961
228;9.999999747378752e-05;312320;1651182536.3953078
229;9.999999747378752e-05;314880;1651182539.4489744
230;9.999999747378752e-05;315520;1651182540.2154367
231;9.999999747378752e-05;317440;1651182542.5230713
232;9.999999747378752e-05;319360;1651182546.414932
233;9.999999747378752e-05;321920;1651182575.6364675
234;9.999999747378752e-05;322560;1651182576.4031878
235;9.999999747378752e-05;323200;1651182577.1747963
236;9.999999747378752e-05;324480;1651182579.5690491
237;9.999999747378752e-05;327040;1651182583.3246927
238;9.999999747378752e-05;327680;1651182584.0746899
239;9.999999747378752e-05;328320;1651182584.849045
240;9.999999747378752e-05;330240;1651182587.1367776
241;9.999999747378752e-05;332800;1651182590.1648016
242;9.999999747378752e-05;333440;1651182590.932684
243;9.999999747378752e-05;334080;1651182593.3082535
244;9.999999747378752e-05;336640;1651182596.3956218
245;9.999999747378752e-05;339200;1651182599.4664361
246;9.999999747378752e-05;340480;1651182601.000704
247;9.999999747378752e-05;343680;1651182606.3970082
248;9.999999747378752e-05;344320;1651182607.1533253
249;9.999999747378752e-05;347520;1651182610.9628577
250;9.999999747378752e-05;348160;1651182611.730265
251;9.999999747378752e-05;348800;1651182612.4939232
252;9.999999747378752e-05;349440;1651182613.2603528
253;9.999999747378752e-05;350080;1651182614.029327
254;9.999999747378752e-05;350720;1651182614.7965107
255;9.999999747378752e-05;351360;1651182615.564436
256;9.999999747378752e-05;352000;1651182616.3219981
257;9.999999747378752e-05;352640;1651182617.742478
258;9.999999747378752e-05;353280;1651182619.4479358
259;9.999999747378752e-05;353920;1651182620.2218072
260;9.999999747378752e-05;355200;1651182621.740781
261;9.999999747378752e-05;357760;1651182624.8159933
262;9.999999747378752e-05;358400;1651182625.57567
263;9.999999747378752e-05;360960;1651182628.6612842
264;9.999999747378752e-05;362880;1651182632.5948534
265;9.999999747378752e-05;365440;1651182635.6463706
266;9.999999747378752e-05;367360;1651182637.9438822
267;9.999999747378752e-05;368000;1651182638.7197306
268;9.999999747378752e-05;369280;1651182640.2406836
269;9.999999747378752e-05;369920;1651182640.9956806
270;9.999999747378752e-05;370560;1651182641.7582293
271;9.999999747378752e-05;371200;1651182642.9235215
272;9.999999747378752e-05;374400;1651182647.9121268
273;9.999999747378752e-05;375680;1651182649.44026
