;update/loss/ent;Steps;Wall_Time
0;0.2295161634683609;999;1650826131.2731423
1;0.1534883677959442;1999;1650827478.2173748
2;0.13041706383228302;2999;1650828829.6484795
3;0.1317744106054306;3999;1650830182.2049053
4;0.10745275020599365;4999;1650831617.3690174
5;0.10154756158590317;5999;1650833008.8561652
6;0.096855029463768;6999;1650834377.1689308
7;0.09560585767030716;7999;1650835722.1605425
8;0.09707482159137726;8999;1650837069.8021026
9;0.09231919050216675;9999;1650838415.7974875
10;0.10313007235527039;10999;1650839762.1393495
11;0.09114149212837219;11999;1650841110.4900353
12;0.09056494385004044;12999;1650842460.4293683
13;0.09543351083993912;13999;1650843810.6672225
14;0.08767962455749512;14999;1650845155.6453583
15;0.08550485968589783;15999;1650846517.4759443
16;0.09533242881298065;16999;1650847865.2636375
17;0.0899602398276329;17999;1650849216.073382
18;0.09086775034666061;18999;1650850562.320748
19;0.0851307362318039;19999;1650851911.2318537
20;0.08406215906143188;20999;1650853260.1284504
21;0.0856499969959259;21999;1650854608.731008
22;0.08024856448173523;22999;1650856026.9553638
23;0.07593221962451935;23999;1650857415.3004236
24;0.07649622857570648;24999;1650858759.7130532
25;0.07733495533466339;25999;1650860120.8073654
26;0.0725155621767044;26999;1650861490.1368964
27;0.08386611193418503;27999;1650862837.6790257
28;0.08411294221878052;28999;1650864186.4787023
29;0.0816512405872345;29999;1650865533.2619364
