;update/loss/ent;Steps;Wall_Time
0;0.2516133189201355;999;1649715994.9771237
1;0.17113380134105682;1999;1649717315.303315
2;0.14264865219593048;2999;1649718636.1793864
3;0.12337411940097809;3999;1649719956.8117993
4;0.10731052607297897;4999;1649721278.2402482
5;0.10243935137987137;5999;1649722600.6269512
6;0.10006903856992722;6999;1649723917.8324838
7;0.08796962350606918;7999;1649725234.257784
8;0.09193244576454163;8999;1649726550.7826715
9;0.0930427834391594;9999;1649727872.8672214
10;0.08595737814903259;10999;1649729197.5676875
11;0.08089732378721237;11999;1649730521.4904475
12;0.08828596025705338;12999;1649731840.8498614
13;0.08823986351490021;13999;1649733160.9719782
14;0.08850852400064468;14999;1649734481.1064093
15;0.09328670799732208;15999;1649735801.0939677
16;0.08605533838272095;16999;1649737122.6212733
17;0.08607654273509979;17999;1649738439.8749173
18;0.08542962372303009;18999;1649739760.2848613
19;0.08411473780870438;19999;1649741079.216515
20;0.08431514352560043;20999;1649742397.83082
21;0.0831039622426033;21999;1649743720.3762424
22;0.0855141133069992;22999;1649745042.9928663
23;0.08228360861539841;23999;1649746363.648833
24;0.07972944527864456;24999;1649747678.7694035
25;0.07777279615402222;25999;1649749003.456074
26;0.07794678956270218;26999;1649750328.370047
27;0.07544253766536713;27999;1649751650.6368563
28;0.07858562469482422;28999;1649752979.0894477
29;0.07526301592588425;29999;1649754315.640343
