;test/length;Steps;Wall_Time
0;20.0;0;1651105546.8805442
1;20.0;256000;1651105640.8349795
2;20.0;512000;1651105734.4240234
3;20.0;768000;1651105828.0380812
4;20.0;1024000;1651105921.8475735
5;20.0;1280000;1651106021.8424666
6;20.0;1536000;1651106131.5267735
7;20.0;1792000;1651106235.7065496
8;20.0;2048000;1651106329.5355895
9;20.0;2304000;1651106422.8824244
10;20.0;2560000;1651106516.333657
11;20.0;2816000;1651106609.6320558
12;20.0;3072000;1651106702.9936008
13;20.0;3328000;1651106807.1800067
14;20.0;3584000;1651106900.7416236
15;20.0;3840000;1651106994.1005285
16;20.0;4096000;1651107087.2514446
17;20.0;4352000;1651107180.5804243
18;20.0;4608000;1651107273.5490973
19;20.0;4864000;1651107366.592251
20;20.0;5120000;1651107462.7405338
21;20.0;5376000;1651107556.3858263
22;20.0;5632000;1651107649.8448226
23;20.0;5888000;1651107742.8569818
24;20.0;6144000;1651107835.7310355
25;20.0;6400000;1651107928.737048
26;20.0;6656000;1651108021.6484172
27;20.0;6912000;1651108114.6799781
28;20.0;7168000;1651108207.6745293
29;20.0;7424000;1651108300.9221804
30;20.0;7680000;1651108393.463749
31;20.0;7936000;1651108486.588837
32;20.0;8192000;1651108579.6430035
33;20.0;8448000;1651108672.7994554
34;20.0;8704000;1651108765.673701
35;20.0;8960000;1651108859.2282653
36;20.0;9216000;1651108952.176558
37;20.0;9472000;1651109045.014152
38;20.0;9728000;1651109138.0943851
39;20.0;9984000;1651109231.2077563
40;20.0;10240000;1651109324.8802402
41;20.0;10496000;1651109418.2311811
42;20.0;10752000;1651109512.045298
43;20.0;11008000;1651109605.6381595
44;20.0;11264000;1651109698.887165
45;20.0;11520000;1651109791.938609
46;20.0;11776000;1651109885.062477
47;20.0;12032000;1651109978.139033
48;20.0;12288000;1651110071.0391943
49;20.0;12544000;1651110164.061608
50;20.0;12800000;1651110256.6953392
