;test/length;Steps;Wall_Time
0;20.0;0;1648882503.9682102
1;20.0;256000;1648882631.0405648
2;20.0;512000;1648882761.1437368
3;20.0;768000;1648882888.546172
4;20.0;1024000;1648883015.4370055
5;20.0;1280000;1648883142.6860642
6;20.0;1536000;1648883267.3752077
7;20.0;1792000;1648883391.1194723
8;20.0;2048000;1648883515.3931808
9;20.0;2304000;1648883639.8112044
10;20.0;2560000;1648883763.7680087
11;20.0;2816000;1648883888.0734015
12;20.0;3072000;1648884012.5440738
13;20.0;3328000;1648884137.3030972
14;20.0;3584000;1648884261.8401835
15;20.0;3840000;1648884386.2852924
16;20.0;4096000;1648884510.7054536
17;20.0;4352000;1648884635.2337825
18;20.0;4608000;1648884759.5341976
19;20.0;4864000;1648884884.2108142
20;20.0;5120000;1648885008.89722
21;20.0;5376000;1648885133.6016743
22;20.0;5632000;1648885258.5187354
23;20.0;5888000;1648885383.3189807
24;20.0;6144000;1648885508.1075866
25;20.0;6400000;1648885632.769046
26;20.0;6656000;1648885756.6482532
27;20.0;6912000;1648885880.4923048
28;20.0;7168000;1648886004.2255657
29;20.0;7424000;1648886128.321609
30;20.0;7680000;1648886252.5874572
31;20.0;7936000;1648886377.2456462
32;20.0;8192000;1648886501.8685985
33;20.0;8448000;1648886625.745819
34;20.0;8704000;1648886750.1162314
35;20.0;8960000;1648886874.2324708
36;20.0;9216000;1648886999.3035188
37;20.0;9472000;1648887123.739996
38;20.0;9728000;1648887247.7672243
39;20.0;9984000;1648887372.4932337
40;20.0;10240000;1648887499.387916
41;20.0;10496000;1648887640.20903
42;20.0;10752000;1648887779.086866
43;20.0;11008000;1648887903.191233
44;20.0;11264000;1648888031.091241
45;20.0;11520000;1648888158.606477
46;20.0;11776000;1648888282.3965456
47;20.0;12032000;1648888407.0941653
48;20.0;12288000;1648888544.0882685
49;20.0;12544000;1648888676.0979376
50;20.0;12800000;1648888800.484333
