;test/length;Steps;Wall_Time
0;20.0;0;1649754363.7451441
1;20.0;1024000;1649754832.8142781
2;20.0;2048000;1649755302.322855
3;20.0;3072000;1649755769.5069273
4;20.0;4096000;1649756236.7444723
5;20.0;5120000;1649756705.0562778
6;20.0;6144000;1649757173.5652158
7;20.0;7168000;1649757645.5715623
8;20.0;8192000;1649758114.526451
9;20.0;9216000;1649758585.332229
10;20.0;10240000;1649759054.1121225
11;20.0;11264000;1649759522.3283668
12;20.0;12288000;1649759990.3536475
13;20.0;13312000;1649760458.9948528
14;20.0;14336000;1649760929.918408
15;20.0;15360000;1649761401.9628475
16;20.0;16384000;1649761872.625509
17;20.0;17408000;1649762343.0003817
18;20.0;18432000;1649762812.8818867
19;20.0;19456000;1649763285.1284537
20;20.0;20480000;1649763760.0666242
21;20.0;21504000;1649764232.3867812
22;20.0;22528000;1649764703.7974036
23;20.0;23552000;1649765174.8923347
24;20.0;24576000;1649765644.161545
25;20.0;25600000;1649766113.9915469
26;20.0;26624000;1649766583.1366997
27;20.0;27648000;1649767051.0847158
28;20.0;28672000;1649767520.1025155
29;20.0;29696000;1649767989.7103622
30;20.0;30720000;1649768458.2626138
31;20.0;31744000;1649768926.3800178
32;20.0;32768000;1649769397.5947309
33;20.0;33792000;1649769867.1456056
34;20.0;34816000;1649770336.04004
35;20.0;35840000;1649770804.701593
36;20.0;36864000;1649771273.506499
37;20.0;37888000;1649771742.3981802
38;20.0;38912000;1649772212.102364
39;20.0;39936000;1649772681.3643734
40;20.0;40960000;1649773148.8352122
41;20.0;41984000;1649773616.0866828
42;20.0;43008000;1649774082.7633636
43;20.0;44032000;1649774551.2216663
44;20.0;45056000;1649775021.8089051
45;20.0;46080000;1649775491.3986878
46;20.0;47104000;1649775959.55959
47;20.0;48128000;1649776427.1835012
48;20.0;49152000;1649776895.7501602
49;20.0;50176000;1649777364.3151913
50;20.0;51200000;1649777832.6090841
