;test/length;Steps;Wall_Time
0;20.0;0;1651076233.5913203
1;20.0;256000;1651076330.1089325
2;20.0;512000;1651076426.2086804
3;20.0;768000;1651076522.3635092
4;20.0;1024000;1651076618.6284056
5;20.0;1280000;1651076714.9821048
6;20.0;1536000;1651076811.2900102
7;20.0;1792000;1651076908.088976
8;20.0;2048000;1651077004.6709383
9;20.0;2304000;1651077100.794552
10;20.0;2560000;1651077197.1723614
11;20.0;2816000;1651077293.5474343
12;20.0;3072000;1651077390.1944249
13;20.0;3328000;1651077486.0898516
14;20.0;3584000;1651077581.6121068
15;20.0;3840000;1651077676.9302187
16;20.0;4096000;1651077772.2125852
17;20.0;4352000;1651077867.7766705
18;20.0;4608000;1651077963.79047
19;20.0;4864000;1651078059.334156
20;20.0;5120000;1651078155.08354
21;20.0;5376000;1651078250.7640905
22;20.0;5632000;1651078346.748112
23;20.0;5888000;1651078442.4743903
24;20.0;6144000;1651078538.222549
25;20.0;6400000;1651078634.1686764
26;20.0;6656000;1651078730.686531
27;20.0;6912000;1651078827.18547
28;20.0;7168000;1651078923.455164
29;20.0;7424000;1651079019.660736
30;20.0;7680000;1651079115.968698
31;20.0;7936000;1651079212.4438944
32;20.0;8192000;1651079308.508613
33;20.0;8448000;1651079404.5095792
34;20.0;8704000;1651079500.278864
35;20.0;8960000;1651079596.4478266
36;20.0;9216000;1651079692.2552133
37;20.0;9472000;1651079788.4962516
38;20.0;9728000;1651079885.137262
39;20.0;9984000;1651079982.0775266
40;20.0;10240000;1651080078.9239328
41;20.0;10496000;1651080175.2717223
42;20.0;10752000;1651080271.1360197
43;20.0;11008000;1651080366.939144
44;20.0;11264000;1651080462.9338877
45;20.0;11520000;1651080558.9389997
46;20.0;11776000;1651080654.9593894
47;20.0;12032000;1651080751.169593
48;20.0;12288000;1651080847.2800307
49;20.0;12544000;1651080943.9510102
50;20.0;12800000;1651081040.505108
