;test/length;Steps;Wall_Time
0;20.0;0;1651187645.8610315
1;20.0;64000;1651187811.4642668
2;20.0;128000;1651187978.599952
3;20.0;192000;1651188145.9472458
4;20.0;256000;1651188313.1344604
5;20.0;320000;1651188480.9392939
6;20.0;384000;1651188640.3583908
7;20.0;448000;1651188807.503117
8;20.0;512000;1651188972.7563272
9;20.0;576000;1651189140.6261415
10;20.0;640000;1651189308.9104366
11;20.0;704000;1651189476.1738863
12;20.0;768000;1651189644.5434377
13;20.0;832000;1651189812.9265454
14;20.0;896000;1651189980.5178204
15;20.0;960000;1651190147.5121
16;20.0;1024000;1651190313.0876913
17;20.0;1088000;1651190477.1141496
18;20.0;1152000;1651190640.2994986
19;20.0;1216000;1651190807.7547557
20;20.0;1280000;1651190972.2604265
21;20.0;1344000;1651191138.213941
22;20.0;1408000;1651191306.492843
23;20.0;1472000;1651191473.4772365
24;20.0;1536000;1651191641.262941
25;20.0;1600000;1651191808.4646082
26;20.0;1664000;1651191975.9797897
27;20.0;1728000;1651192143.6165352
28;20.0;1792000;1651192310.4451869
29;20.0;1856000;1651192472.996666
30;20.0;1920000;1651192640.9939852
31;20.0;1984000;1651192803.855145
32;20.0;2048000;1651192971.4987743
33;20.0;2112000;1651193138.857095
34;20.0;2176000;1651193306.4585679
35;20.0;2240000;1651193474.7389972
36;20.0;2304000;1651193642.6456892
37;20.0;2368000;1651193809.732521
38;20.0;2432000;1651193976.2793336
39;20.0;2496000;1651194143.684145
40;20.0;2560000;1651194305.827332
41;20.0;2624000;1651194471.1255462
42;20.0;2688000;1651194632.8207061
43;20.0;2752000;1651194797.32102
44;20.0;2816000;1651194963.8160415
45;20.0;2880000;1651195132.7260098
46;20.0;2944000;1651195298.1408672
47;20.0;3008000;1651195465.8226926
48;20.0;3072000;1651195632.9443164
49;20.0;3136000;1651195800.303989
50;20.0;3200000;1651195968.2949498
51;20.0;3264000;1651196135.3919876
52;20.0;3328000;1651196295.2051435
53;20.0;3392000;1651196460.1036687
54;20.0;3456000;1651196623.1788998
55;20.0;3520000;1651196790.9231381
56;20.0;3584000;1651196958.9245558
57;20.0;3648000;1651197126.837719
58;20.0;3712000;1651197294.7985477
59;20.0;3776000;1651197462.142727
60;20.0;3840000;1651197630.3757787
61;20.0;3904000;1651197797.82452
62;20.0;3968000;1651197965.1762004
63;20.0;4032000;1651198127.4783762
64;20.0;4096000;1651198294.9165676
65;20.0;4160000;1651198463.2416155
66;20.0;4224000;1651198625.852676
67;20.0;4288000;1651198793.9800556
68;20.0;4352000;1651198962.3774252
69;20.0;4416000;1651199130.1931005
70;20.0;4480000;1651199298.1670997
71;20.0;4544000;1651199465.406497
72;20.0;4608000;1651199633.2017107
73;20.0;4672000;1651199800.9498427
74;20.0;4736000;1651199967.1777396
75;20.0;4800000;1651200131.5799303
76;20.0;4864000;1651200299.2322998
77;20.0;4928000;1651200462.1048763
78;20.0;4992000;1651200628.9350357
79;20.0;5056000;1651200795.510553
80;20.0;5120000;1651200962.3610406
81;20.0;5184000;1651201128.6094406
82;20.0;5248000;1651201294.9196777
83;20.0;5312000;1651201468.325878
84;20.0;5376000;1651201635.627221
85;20.0;5440000;1651201797.6315365
86;20.0;5504000;1651201961.391567
87;20.0;5568000;1651202129.1047387
88;20.0;5632000;1651202297.895035
89;20.0;5696000;1651202461.1132464
90;20.0;5760000;1651202625.32929
91;20.0;5824000;1651202789.8969297
92;20.0;5888000;1651202956.8499284
93;20.0;5952000;1651203123.2634377
94;20.0;6016000;1651203289.2118425
95;20.0;6080000;1651203455.2590277
96;20.0;6144000;1651203617.7565274
97;20.0;6208000;1651203785.5933514
98;20.0;6272000;1651203950.1688392
99;20.0;6336000;1651204118.0088928
100;20.0;6400000;1651204282.3861053
101;20.0;6464000;1651204449.6231804
102;20.0;6528000;1651204617.2423806
103;20.0;6592000;1651204785.2742093
104;20.0;6656000;1651204953.9308631
105;20.0;6720000;1651205121.4597843
106;20.0;6784000;1651205288.7364388
107;20.0;6848000;1651205457.5044885
108;20.0;6912000;1651205620.905166
109;20.0;6976000;1651205784.5925128
110;20.0;7040000;1651205952.2476974
111;20.0;7104000;1651206119.6587965
112;20.0;7168000;1651206282.7594388
113;20.0;7232000;1651206451.5227365
114;20.0;7296000;1651206619.2276545
115;20.0;7360000;1651206783.107714
116;20.0;7424000;1651206950.5193229
117;20.0;7488000;1651207116.2989159
118;20.0;7552000;1651207283.728687
119;20.0;7616000;1651207451.1701498
120;20.0;7680000;1651207616.5302076
121;20.0;7744000;1651207780.8256192
122;20.0;7808000;1651207949.7320862
123;20.0;7872000;1651208112.700165
124;20.0;7936000;1651208280.6547234
125;20.0;8000000;1651208449.2416327
126;20.0;8064000;1651208617.0750093
127;20.0;8128000;1651208784.595323
128;20.0;8192000;1651208952.471857
129;20.0;8256000;1651209119.9950585
130;20.0;8320000;1651209286.7509341
131;20.0;8384000;1651209456.3566055
132;20.0;8448000;1651209622.1022732
