;test/length;Steps;Wall_Time
0;20.0;0;1649588191.7160738
1;20.0;256000;1649588311.1087246
2;20.0;512000;1649588430.160953
3;20.0;768000;1649588548.2875297
4;20.0;1024000;1649588671.5847342
5;20.0;1280000;1649588789.7906532
6;20.0;1536000;1649588913.3443618
7;20.0;1792000;1649589031.957008
8;20.0;2048000;1649589152.8233194
9;20.0;2304000;1649589271.151726
10;20.0;2560000;1649589389.2368886
11;20.0;2816000;1649589508.9703429
12;20.0;3072000;1649589627.8732579
13;20.0;3328000;1649589748.7967181
14;20.0;3584000;1649589867.280004
15;20.0;3840000;1649589985.6166627
16;20.0;4096000;1649590104.6260378
17;20.0;4352000;1649590223.4069417
18;20.0;4608000;1649590345.4382632
19;20.0;4864000;1649590464.3374403
20;20.0;5120000;1649590583.7466424
21;20.0;5376000;1649590706.8930418
22;20.0;5632000;1649590826.28987
23;20.0;5888000;1649590944.6141672
24;20.0;6144000;1649591065.9114258
25;20.0;6400000;1649591186.4333665
26;20.0;6656000;1649591304.8667812
27;20.0;6912000;1649591423.6116714
28;20.0;7168000;1649591542.3132448
29;20.0;7424000;1649591661.0190232
30;20.0;7680000;1649591783.9718952
31;20.0;7936000;1649591903.6617088
32;20.0;8192000;1649592021.932493
33;20.0;8448000;1649592140.9272244
34;20.0;8704000;1649592263.2305024
35;20.0;8960000;1649592387.5747151
36;20.0;9216000;1649592507.529935
37;20.0;9472000;1649592627.469478
38;20.0;9728000;1649592751.8986883
39;20.0;9984000;1649592880.2832284
40;20.0;10240000;1649593005.9054763
41;20.0;10496000;1649593125.6100218
42;20.0;10752000;1649593244.0731854
43;20.0;11008000;1649593362.7625413
44;20.0;11264000;1649593481.7271252
45;20.0;11520000;1649593607.449912
46;20.0;11776000;1649593735.560946
47;20.0;12032000;1649593854.283104
48;20.0;12288000;1649593976.0284142
49;20.0;12544000;1649594094.8575704
50;20.0;12800000;1649594215.4778173
