;test/length;Steps;Wall_Time
0;20.0;0;1651182018.8498132
1;20.0;64000;1651182134.4342983
2;20.0;128000;1651182245.944196
3;20.0;192000;1651182346.0763986
4;20.0;256000;1651182459.6097596
5;20.0;320000;1651182573.3516428
6;20.0;384000;1651182688.0440876
7;20.0;448000;1651182801.8363914
8;20.0;512000;1651182917.78903
9;20.0;576000;1651183032.1226506
10;20.0;640000;1651183146.984319
11;20.0;704000;1651183261.558768
12;20.0;768000;1651183376.7551956
13;20.0;832000;1651183493.1253128
14;20.0;896000;1651183605.8646688
15;20.0;960000;1651183706.2734592
16;20.0;1024000;1651183817.618858
17;20.0;1088000;1651183933.9630158
18;20.0;1152000;1651184048.6113086
19;20.0;1216000;1651184162.5380275
20;20.0;1280000;1651184276.8917198
21;20.0;1344000;1651184391.2220006
22;20.0;1408000;1651184506.2362642
23;20.0;1472000;1651184621.9431202
24;20.0;1536000;1651184736.9093907
25;20.0;1600000;1651184851.6861417
26;20.0;1664000;1651184966.6531255
27;20.0;1728000;1651185068.4645152
28;20.0;1792000;1651185177.7417216
29;20.0;1856000;1651185291.8388634
30;20.0;1920000;1651185406.2174423
31;20.0;1984000;1651185520.3674774
32;20.0;2048000;1651185636.090286
33;20.0;2112000;1651185751.7059667
34;20.0;2176000;1651185866.932708
35;20.0;2240000;1651185981.2291143
36;20.0;2304000;1651186095.3070538
37;20.0;2368000;1651186212.3306663
38;20.0;2432000;1651186326.808181
39;20.0;2496000;1651186430.5162606
40;20.0;2560000;1651186537.0585396
41;20.0;2624000;1651186652.1488612
42;20.0;2688000;1651186768.993758
43;20.0;2752000;1651186884.3100996
44;20.0;2816000;1651187000.041468
45;20.0;2880000;1651187116.303939
46;20.0;2944000;1651187231.827779
47;20.0;3008000;1651187346.877995
48;20.0;3072000;1651187461.5510788
49;20.0;3136000;1651187575.8645322
50;20.0;3200000;1651187690.7969594
51;20.0;3264000;1651187795.453874
52;20.0;3328000;1651187899.7690842
53;20.0;3392000;1651188013.6875963
54;20.0;3456000;1651188127.978925
55;20.0;3520000;1651188244.2578878
56;20.0;3584000;1651188358.013646
57;20.0;3648000;1651188472.4184692
58;20.0;3712000;1651188586.465368
59;20.0;3776000;1651188700.9944701
60;20.0;3840000;1651188817.555996
61;20.0;3904000;1651188932.3789876
62;20.0;3968000;1651189047.827303
63;20.0;4032000;1651189153.42587
64;20.0;4096000;1651189255.8182366
65;20.0;4160000;1651189371.0127826
66;20.0;4224000;1651189487.6454039
67;20.0;4288000;1651189602.7322059
68;20.0;4352000;1651189716.5662992
69;20.0;4416000;1651189831.4740808
70;20.0;4480000;1651189947.136877
71;20.0;4544000;1651190063.7630918
72;20.0;4608000;1651190178.4244022
73;20.0;4672000;1651190293.0403125
74;20.0;4736000;1651190406.869687
75;20.0;4800000;1651190518.2855885
76;20.0;4864000;1651190619.3895617
77;20.0;4928000;1651190734.136105
78;20.0;4992000;1651190848.741843
79;20.0;5056000;1651190962.9574704
80;20.0;5120000;1651191079.134096
81;20.0;5184000;1651191194.2580962
82;20.0;5248000;1651191308.9459133
83;20.0;5312000;1651191424.0058851
84;20.0;5376000;1651191538.3463109
85;20.0;5440000;1651191651.672965
86;20.0;5504000;1651191764.0457006
87;20.0;5568000;1651191878.6035357
88;20.0;5632000;1651191978.0044396
89;20.0;5696000;1651192088.0162995
90;20.0;5760000;1651192203.1386988
91;20.0;5824000;1651192317.3684006
92;20.0;5888000;1651192431.9278836
93;20.0;5952000;1651192548.4863632
94;20.0;6016000;1651192663.428396
95;20.0;6080000;1651192777.480034
96;20.0;6144000;1651192891.6045027
97;20.0;6208000;1651193006.9516895
98;20.0;6272000;1651193122.9027886
99;20.0;6336000;1651193236.6064675
100;20.0;6400000;1651193338.2455578
101;20.0;6464000;1651193446.2864075
102;20.0;6528000;1651193562.3471162
103;20.0;6592000;1651193676.729267
104;20.0;6656000;1651193791.4706168
105;20.0;6720000;1651193907.1429446
106;20.0;6784000;1651194022.6372123
107;20.0;6848000;1651194138.6128585
108;20.0;6912000;1651194253.8352475
109;20.0;6976000;1651194368.4561722
110;20.0;7040000;1651194483.1127818
111;20.0;7104000;1651194598.8355045
112;20.0;7168000;1651194703.1914499
113;20.0;7232000;1651194809.7484834
