;test/length;Steps;Wall_Time
0;20.0;0;1650732450.818983
1;20.0;256000;1650732550.2158105
2;20.0;512000;1650732649.717826
3;20.0;768000;1650732749.317125
4;20.0;1024000;1650732848.8227217
5;20.0;1280000;1650732948.2041826
6;20.0;1536000;1650733047.4416268
7;20.0;1792000;1650733147.2093322
8;20.0;2048000;1650733246.9602404
9;20.0;2304000;1650733346.5915358
10;20.0;2560000;1650733446.2107537
11;20.0;2816000;1650733545.8619342
12;20.0;3072000;1650733645.6014633
13;20.0;3328000;1650733745.1317317
14;20.0;3584000;1650733844.3907008
15;20.0;3840000;1650733943.1606479
16;20.0;4096000;1650734042.1123385
17;20.0;4352000;1650734141.0866182
18;20.0;4608000;1650734239.81117
19;20.0;4864000;1650734338.285522
20;20.0;5120000;1650734436.5117354
21;20.0;5376000;1650734535.0535913
22;20.0;5632000;1650734634.3828864
23;20.0;5888000;1650734733.6249993
24;20.0;6144000;1650734833.1890454
25;20.0;6400000;1650734932.799267
26;20.0;6656000;1650735032.1098394
27;20.0;6912000;1650735131.5930605
28;20.0;7168000;1650735230.1938987
29;20.0;7424000;1650735329.2913487
30;20.0;7680000;1650735428.1938026
31;20.0;7936000;1650735527.375197
32;20.0;8192000;1650735626.0716612
33;20.0;8448000;1650735724.931742
34;20.0;8704000;1650735823.982148
35;20.0;8960000;1650735923.3771114
36;20.0;9216000;1650736022.3298907
37;20.0;9472000;1650736121.007204
38;20.0;9728000;1650736220.012201
39;20.0;9984000;1650736318.765517
40;20.0;10240000;1650736417.2607784
41;20.0;10496000;1650736515.9237716
42;20.0;10752000;1650736615.3544078
43;20.0;11008000;1650736715.1965327
44;20.0;11264000;1650736814.852971
45;20.0;11520000;1650736913.6149638
46;20.0;11776000;1650737012.4491208
47;20.0;12032000;1650737111.8343065
48;20.0;12288000;1650737211.659014
49;20.0;12544000;1650737311.2753193
50;20.0;12800000;1650737411.036211
