;test/length;Steps;Wall_Time
0;20.0;0;1651221599.6588635
1;20.0;64000;1651221640.8905013
2;20.0;128000;1651221682.3277924
3;20.0;192000;1651221723.5502782
4;20.0;256000;1651221765.3166893
5;20.0;320000;1651221806.6621945
6;20.0;384000;1651221847.8533607
7;20.0;448000;1651221887.3788147
8;20.0;512000;1651221925.18921
9;20.0;576000;1651221964.5030224
10;20.0;640000;1651222005.7616143
11;20.0;704000;1651222046.764495
12;20.0;768000;1651222087.7693381
13;20.0;832000;1651222128.934265
14;20.0;896000;1651222169.9492671
15;20.0;960000;1651222210.9325008
16;20.0;1024000;1651222251.925216
17;20.0;1088000;1651222292.8895288
18;20.0;1152000;1651222334.3589056
19;20.0;1216000;1651222376.346685
20;20.0;1280000;1651222417.407819
21;20.0;1344000;1651222458.5765278
22;20.0;1408000;1651222499.5966396
23;20.0;1472000;1651222540.619449
24;20.0;1536000;1651222581.465232
25;20.0;1600000;1651222622.4260569
26;20.0;1664000;1651222663.64969
27;20.0;1728000;1651222704.786761
28;20.0;1792000;1651222745.5028026
29;20.0;1856000;1651222786.4971747
30;20.0;1920000;1651222827.6692977
31;20.0;1984000;1651222868.685027
32;20.0;2048000;1651222909.404526
33;20.0;2112000;1651222950.4604242
34;20.0;2176000;1651222991.3836906
35;20.0;2240000;1651223065.9356275
36;20.0;2304000;1651223168.7820144
37;20.0;2368000;1651223271.2884057
38;20.0;2432000;1651223373.6406705
39;20.0;2496000;1651223476.275174
40;20.0;2560000;1651223579.0443895
41;20.0;2624000;1651223681.7312467
42;20.0;2688000;1651223784.1466753
43;20.0;2752000;1651223886.9159324
44;20.0;2816000;1651223989.7849863
45;20.0;2880000;1651224092.8334954
46;20.0;2944000;1651224196.122839
47;20.0;3008000;1651224299.2884402
48;20.0;3072000;1651224400.754538
49;20.0;3136000;1651224501.6825674
50;20.0;3200000;1651224604.0557191
51;20.0;3264000;1651224706.225397
52;20.0;3328000;1651224807.9476619
53;20.0;3392000;1651224910.7196245
54;20.0;3456000;1651225011.0699306
55;20.0;3520000;1651225112.741925
56;20.0;3584000;1651225215.8565364
57;20.0;3648000;1651225316.7008128
58;20.0;3712000;1651225419.0654202
59;20.0;3776000;1651225523.1217804
60;20.0;3840000;1651225624.0739934
61;20.0;3904000;1651225725.7950041
62;20.0;3968000;1651225828.1680624
63;20.0;4032000;1651225930.5358787
64;20.0;4096000;1651226033.5591178
65;20.0;4160000;1651226137.0791311
66;20.0;4224000;1651226240.1314874
67;20.0;4288000;1651226343.662475
68;20.0;4352000;1651226446.6471863
69;20.0;4416000;1651226549.6059237
70;20.0;4480000;1651226652.9994864
71;20.0;4544000;1651226756.300731
72;20.0;4608000;1651226852.7162797
73;20.0;4672000;1651226894.0629141
74;20.0;4736000;1651226935.2850304
75;20.0;4800000;1651226976.5627537
76;20.0;4864000;1651227017.973881
77;20.0;4928000;1651227059.295716
78;20.0;4992000;1651227100.5699406
79;20.0;5056000;1651227144.0157669
80;20.0;5120000;1651227185.107869
81;20.0;5184000;1651227232.3938518
82;20.0;5248000;1651227279.716858
83;20.0;5312000;1651227320.9279797
84;20.0;5376000;1651227361.8398335
85;20.0;5440000;1651227402.8021936
86;20.0;5504000;1651227443.782461
87;20.0;5568000;1651227485.0611055
88;20.0;5632000;1651227526.3009436
89;20.0;5696000;1651227567.803855
90;20.0;5760000;1651227609.0125465
91;20.0;5824000;1651227649.9348962
92;20.0;5888000;1651227697.690983
93;20.0;5952000;1651227745.7387211
94;20.0;6016000;1651227793.8306375
95;20.0;6080000;1651227835.4651816
96;20.0;6144000;1651227876.5724964
97;20.0;6208000;1651227917.513401
98;20.0;6272000;1651227961.6028807
99;20.0;6336000;1651228009.611168
100;20.0;6400000;1651228097.3139102
