;Critic1LR;Steps;Wall_Time
0;9.999999747378752e-06;1280;1651188093.4004586
1;9.999999747378752e-06;3200;1651188100.3276339
2;9.999999747378752e-06;4480;1651188105.006379
3;9.999999747378752e-06;5120;1651188107.3431334
4;9.999999747378752e-06;6400;1651188112.0339022
5;9.999999747378752e-06;9600;1651188123.625796
6;9.999999747378752e-06;10240;1651188125.9356675
7;9.999999747378752e-06;10880;1651188128.268855
8;9.999999747378752e-06;13440;1651188137.6358063
9;9.999999747378752e-06;14080;1651188139.9686582
10;9.999999747378752e-06;14720;1651188142.3107626
11;9.999999747378752e-06;17920;1651188153.8232
12;9.999999747378752e-06;18560;1651188156.1337817
13;9.999999747378752e-06;19200;1651188158.439539
14;9.999999747378752e-06;20480;1651188163.0664716
15;9.999999747378752e-06;23680;1651188174.5199416
16;9.999999747378752e-06;24960;1651188178.8803716
17;9.999999747378752e-06;26880;1651188185.2974594
18;9.999999747378752e-06;31360;1651188200.5252295
19;9.999999747378752e-06;32640;1651188204.8503404
20;9.999999747378752e-06;33280;1651188206.9287124
21;9.999999747378752e-06;35200;1651188213.4887583
22;9.999999747378752e-06;35840;1651188215.7427042
23;9.999999747378752e-06;38400;1651188225.177264
24;9.999999747378752e-06;40320;1651188232.3530636
25;9.999999747378752e-06;42240;1651188239.7159567
26;9.999999747378752e-06;42880;1651188242.0322044
27;9.999999747378752e-06;43520;1651188244.4315584
28;9.999999747378752e-06;44160;1651188246.9334183
29;9.999999747378752e-06;46080;1651188254.1110442
30;9.999999747378752e-06;49920;1651188268.5151215
31;9.999999747378752e-06;51840;1651188275.8602374
32;9.999999747378752e-06;52480;1651188278.3543682
33;9.999999747378752e-06;53760;1651188283.1219175
34;9.999999747378752e-06;54400;1651188285.378467
35;9.999999747378752e-06;55680;1651188290.2241418
36;9.999999747378752e-06;56960;1651188295.0514176
37;9.999999747378752e-06;58880;1651188302.3600495
38;9.999999747378752e-06;60160;1651188307.0960128
39;9.999999747378752e-06;60800;1651188309.4733856
40;9.999999747378752e-06;61440;1651188311.8993807
41;9.999999747378752e-06;63360;1651188319.2371354
42;9.999999747378752e-06;64000;1651188385.5357366
43;9.999999747378752e-06;64640;1651188387.7541075
44;9.999999747378752e-06;65920;1651188392.4895442
45;9.999999747378752e-06;66560;1651188394.9579132
46;9.999999747378752e-06;67840;1651188399.724633
47;9.999999747378752e-06;68480;1651188402.1986005
48;9.999999747378752e-06;71040;1651188411.6241767
49;9.999999747378752e-06;74240;1651188423.3431544
50;9.999999747378752e-06;75520;1651188428.1207771
51;9.999999747378752e-06;76160;1651188430.5885403
52;9.999999747378752e-06;77440;1651188435.2798965
53;9.999999747378752e-06;78080;1651188437.547977
54;9.999999747378752e-06;80000;1651188444.7721949
55;9.999999747378752e-06;81280;1651188449.5379863
56;9.999999747378752e-06;81920;1651188451.8969746
57;9.999999747378752e-06;83840;1651188458.9597416
58;9.999999747378752e-06;84480;1651188461.4227877
59;9.999999747378752e-06;85760;1651188466.1892607
60;9.999999747378752e-06;87040;1651188470.8384411
61;9.999999747378752e-06;88320;1651188475.609244
