;Critic1LR;Steps;Wall_Time
0;9.999999747378752e-06;1280;1651182020.4932206
1;9.999999747378752e-06;3200;1651182022.8231997
2;9.999999747378752e-06;4480;1651182024.3713286
3;9.999999747378752e-06;5120;1651182025.1324315
4;9.999999747378752e-06;6400;1651182028.2646399
5;9.999999747378752e-06;9600;1651182032.118146
6;9.999999747378752e-06;10240;1651182032.8709695
7;9.999999747378752e-06;10880;1651182033.634106
8;9.999999747378752e-06;13440;1651182036.6976936
9;9.999999747378752e-06;14080;1651182037.45479
10;9.999999747378752e-06;14720;1651182038.8639505
11;9.999999747378752e-06;17920;1651182043.6079762
12;9.999999747378752e-06;18560;1651182044.3969405
13;9.999999747378752e-06;19200;1651182045.1588044
14;9.999999747378752e-06;20480;1651182046.6737144
15;9.999999747378752e-06;23680;1651182050.5319605
16;9.999999747378752e-06;24960;1651182053.6618059
17;9.999999747378752e-06;26880;1651182055.9539917
18;9.999999747378752e-06;31360;1651182061.3478467
19;9.999999747378752e-06;32640;1651182062.8562775
20;9.999999747378752e-06;33280;1651182064.017793
21;9.999999747378752e-06;35200;1651182067.4920576
22;9.999999747378752e-06;35840;1651182068.2469497
23;9.999999747378752e-06;38400;1651182071.3065772
24;9.999999747378752e-06;40320;1651182073.600435
25;9.999999747378752e-06;42240;1651182075.8848548
26;9.999999747378752e-06;42880;1651182077.9169075
27;9.999999747378752e-06;43520;1651182078.9922383
28;9.999999747378752e-06;44160;1651182079.7737012
29;9.999999747378752e-06;46080;1651182082.074282
30;9.999999747378752e-06;49920;1651182086.6877704
31;9.999999747378752e-06;51840;1651182088.9509456
32;9.999999747378752e-06;52480;1651182091.337431
33;9.999999747378752e-06;53760;1651182092.8440497
34;9.999999747378752e-06;54400;1651182093.5802495
35;9.999999747378752e-06;55680;1651182095.1218297
36;9.999999747378752e-06;56960;1651182096.6651008
37;9.999999747378752e-06;58880;1651182098.962085
38;9.999999747378752e-06;60160;1651182100.5315304
39;9.999999747378752e-06;60800;1651182101.2934332
40;9.999999747378752e-06;61440;1651182102.4559355
41;9.999999747378752e-06;63360;1651182105.9343863
42;9.999999747378752e-06;64000;1651182134.4366403
43;9.999999747378752e-06;64640;1651182135.199352
44;9.999999747378752e-06;65920;1651182136.7279441
45;9.999999747378752e-06;66560;1651182137.4885912
46;9.999999747378752e-06;67840;1651182140.6154687
47;9.999999747378752e-06;68480;1651182141.3821027
48;9.999999747378752e-06;71040;1651182144.4454238
49;9.999999747378752e-06;74240;1651182148.2451932
50;9.999999747378752e-06;75520;1651182149.7644274
51;9.999999747378752e-06;76160;1651182150.5282753
52;9.999999747378752e-06;77440;1651182153.6821733
53;9.999999747378752e-06;78080;1651182154.4526567
54;9.999999747378752e-06;80000;1651182156.7196734
55;9.999999747378752e-06;81280;1651182158.2641323
56;9.999999747378752e-06;81920;1651182159.0252557
57;9.999999747378752e-06;83840;1651182161.3325021
58;9.999999747378752e-06;84480;1651182162.1073163
59;9.999999747378752e-06;85760;1651182163.6265445
60;9.999999747378752e-06;87040;1651182166.7319958
61;9.999999747378752e-06;88320;1651182168.267944
62;9.999999747378752e-06;88960;1651182169.016091
63;9.999999747378752e-06;89600;1651182169.7643642
64;9.999999747378752e-06;90880;1651182171.2947896
65;9.999999747378752e-06;92160;1651182172.8144293
66;9.999999747378752e-06;92800;1651182173.5706978
67;9.999999747378752e-06;93440;1651182174.327989
68;9.999999747378752e-06;95360;1651182177.1009126
69;9.999999747378752e-06;96640;1651182179.7165356
70;9.999999747378752e-06;97280;1651182180.4929664
71;9.999999747378752e-06;98560;1651182182.013391
72;9.999999747378752e-06;99840;1651182183.569424
73;9.999999747378752e-06;101120;1651182185.093163
74;9.999999747378752e-06;102400;1651182186.61999
75;9.999999747378752e-06;103040;1651182187.3909817
76;9.999999747378752e-06;105600;1651182192.0198805
77;9.999999747378752e-06;106880;1651182193.5471117
78;9.999999747378752e-06;109440;1651182196.5968606
79;9.999999747378752e-06;112000;1651182199.624355
80;9.999999747378752e-06;112640;1651182200.3791854
81;9.999999747378752e-06;116480;1651182206.58963
82;9.999999747378752e-06;120320;1651182211.1627727
83;9.999999747378752e-06;121600;1651182212.6784523
84;9.999999747378752e-06;124160;1651182217.3248007
85;9.999999747378752e-06;126080;1651182219.6398923
86;9.999999747378752e-06;126720;1651182220.4170458
87;9.999999747378752e-06;128640;1651182246.7364619
88;9.999999747378752e-06;129280;1651182247.5030546
89;9.999999747378752e-06;129920;1651182248.267118
90;9.999999747378752e-06;131200;1651182249.774385
91;9.999999747378752e-06;131840;1651182250.5323439
92;9.999999747378752e-06;135040;1651182254.3283393
93;9.999999747378752e-06;135680;1651182255.0914102
94;9.999999747378752e-06;136320;1651182255.8645978
95;9.999999747378752e-06;136960;1651182256.6353502
96;9.999999747378752e-06;137600;1651182257.416391
97;9.999999747378752e-06;138240;1651182258.1642857
98;9.999999747378752e-06;139520;1651182259.714566
99;9.999999747378752e-06;140160;1651182260.4602997
100;9.999999747378752e-06;140800;1651182261.2309008
101;9.999999747378752e-06;141440;1651182261.999185
102;9.999999747378752e-06;142720;1651182263.5257874
103;9.999999747378752e-06;144000;1651182265.058336
104;9.999999747378752e-06;145280;1651182266.6052687
105;9.999999747378752e-06;146560;1651182268.1171343
106;9.999999747378752e-06;148480;1651182270.3811338
107;9.999999747378752e-06;150400;1651182272.6443021
108;9.999999747378752e-06;151040;1651182273.4226832
109;9.999999747378752e-06;152960;1651182275.732157
110;9.999999747378752e-06;153600;1651182276.4862344
111;9.999999747378752e-06;154880;1651182277.9893818
112;9.999999747378752e-06;158720;1651182282.5801198
113;9.999999747378752e-06;160000;1651182284.1115148
114;9.999999747378752e-06;160640;1651182284.8636186
115;9.999999747378752e-06;161280;1651182285.6240728
116;9.999999747378752e-06;161920;1651182286.3789015
117;9.999999747378752e-06;163200;1651182287.8882837
118;9.999999747378752e-06;164480;1651182289.4111056
119;9.999999747378752e-06;165760;1651182290.922863
120;9.999999747378752e-06;166400;1651182291.6803231
121;9.999999747378752e-06;169600;1651182295.5070283
122;9.999999747378752e-06;170240;1651182296.2780454
123;9.999999747378752e-06;171520;1651182297.808316
124;9.999999747378752e-06;173440;1651182300.0962794
125;9.999999747378752e-06;174720;1651182301.6185656
126;9.999999747378752e-06;175360;1651182302.3838432
127;9.999999747378752e-06;176000;1651182303.1436994
128;9.999999747378752e-06;177280;1651182304.6614652
129;9.999999747378752e-06;179200;1651182306.9566379
130;9.999999747378752e-06;179840;1651182307.712568
