;rew;Steps;Wall_Time
0;1.5465799570083618;20;1651502680.0993001
1;1.5465799570083618;20;1651502709.1198344
2;2.0896599292755127;30;1651502711.8045366
3;2.1604299545288086;40;1651502714.6161551
4;2.6477200984954834;50;1651502717.8748374
