;test/reward_std;Steps;Wall_Time
0;1.2437224388122559;0;1651060752.6288948
1;1.4802875518798828;256000;1651060851.6002586
2;1.27433180809021;512000;1651060950.3041306
3;1.2997792959213257;768000;1651061048.9706633
4;1.6446542739868164;1024000;1651061147.7582173
5;1.4171159267425537;1280000;1651061246.316203
6;1.5710570812225342;1536000;1651061345.0992594
7;1.3996974229812622;1792000;1651061444.8274374
8;0.794399082660675;2048000;1651061544.4243567
9;1.1818181276321411;2304000;1651061643.7379522
10;1.3993439674377441;2560000;1651061741.9876318
11;1.2734466791152954;2816000;1651061840.3069696
12;0.839764416217804;3072000;1651061938.9883318
13;0.7803669571876526;3328000;1651062037.2118876
14;0.9381885528564453;3584000;1651062135.6719196
15;1.100659966468811;3840000;1651062235.021705
16;0.8794811367988586;4096000;1651062334.330786
17;0.8896616101264954;4352000;1651062433.420287
18;0.7752934694290161;4608000;1651062532.5305803
19;0.8228565454483032;4864000;1651062631.6999223
20;0.844933807849884;5120000;1651062730.8365946
21;1.0116552114486694;5376000;1651062830.058228
22;0.9428420662879944;5632000;1651062929.194998
23;0.8545393943786621;5888000;1651063028.5228946
24;0.8286767601966858;6144000;1651063127.7012415
25;0.8521537780761719;6400000;1651063226.8801446
26;0.8134111762046814;6656000;1651063325.9668689
27;0.7998435497283936;6912000;1651063424.7993534
28;0.8078272938728333;7168000;1651063523.8847847
29;0.7419061660766602;7424000;1651063623.0574348
30;0.6370052695274353;7680000;1651063721.8676476
31;0.8273253440856934;7936000;1651063821.138533
32;0.9024326801300049;8192000;1651063920.431732
33;0.797272801399231;8448000;1651064019.6184669
34;1.1164799928665161;8704000;1651064118.5368419
35;0.9604735970497131;8960000;1651064217.8897443
36;0.7778297662734985;9216000;1651064317.5931182
37;0.9053178429603577;9472000;1651064417.05123
38;0.8194081783294678;9728000;1651064516.2678998
39;0.9419110417366028;9984000;1651064615.414466
40;0.8353723883628845;10240000;1651064714.6899347
41;0.746288537979126;10496000;1651064813.7221084
42;0.7075613737106323;10752000;1651064912.8427947
43;0.7196694016456604;11008000;1651065012.1419373
44;0.6777973175048828;11264000;1651065111.2067435
45;0.6530151963233948;11520000;1651065210.5787256
46;0.6565293073654175;11776000;1651065310.2075276
47;0.6659102439880371;12032000;1651065409.4926162
48;0.6747643947601318;12288000;1651065508.8562791
49;0.6189529299736023;12544000;1651065608.3818405
50;0.5868961811065674;12800000;1651065708.2683513
