;update/loss/critic1;Steps;Wall_Time
0;0.608681321144104;1;1651251772.0486228
1;0.5852038860321045;2;1651251773.4387147
2;0.5709440112113953;3;1651251774.8175077
3;0.5518085956573486;4;1651251776.2236283
4;0.5489544868469238;5;1651251777.6311166
5;0.5396950244903564;6;1651251779.016724
6;0.5357400178909302;7;1651251780.4009256
7;0.5334943532943726;8;1651251781.7867842
8;0.5284544229507446;9;1651251783.1633453
9;0.5225591063499451;10;1651251784.571446
10;0.517977237701416;11;1651251785.963321
11;0.5162612795829773;12;1651251787.3366902
12;0.5129653215408325;13;1651251788.72348
13;0.5108640789985657;14;1651251790.1122386
14;0.5082921385765076;15;1651251791.5070057
15;0.5056006908416748;16;1651251792.9052825
16;0.5035470724105835;17;1651251794.2999423
17;0.501427412033081;18;1651251795.6999831
18;0.4987333416938782;19;1651251797.0802267
19;0.4966175854206085;20;1651251798.467933
20;0.4947443902492523;21;1651251799.8657577
21;0.49301445484161377;22;1651251801.2668376
22;0.4911865293979645;23;1651251802.642924
23;0.4900965392589569;24;1651251804.041889
24;0.487339586019516;25;1651251805.4831252
25;0.4858718812465668;26;1651251806.8588011
26;0.4837690591812134;27;1651251808.2435784
27;0.48168784379959106;28;1651251809.6328695
28;0.47992056608200073;29;1651251811.0208156
29;0.47778257727622986;30;1651251812.3987205
30;0.47660204768180847;31;1651251813.7886415
31;0.47438549995422363;32;1651251815.1892085
32;0.4726022183895111;33;1651251816.5774307
33;0.47026509046554565;34;1651251817.9741075
34;0.4686300456523895;35;1651251819.3681026
35;0.46635574102401733;36;1651251820.7679312
36;0.46530967950820923;37;1651251822.1619241
37;0.46340999007225037;38;1651251823.551099
38;0.4617820084095001;39;1651251824.933467
39;0.460226833820343;40;1651251826.3264008
40;0.45835059881210327;41;1651251827.713457
41;0.4568263292312622;42;1651251829.0919023
42;0.4555296003818512;43;1651251830.4796424
43;0.4541695713996887;44;1651251831.869617
44;0.45218461751937866;45;1651251833.257898
45;0.4507749676704407;46;1651251834.642915
46;0.4492639899253845;47;1651251836.0440686
47;0.447909414768219;48;1651251837.4433103
48;0.4467475414276123;49;1651251838.8409884
49;0.44577881693840027;50;1651251840.2379792
50;0.4444941282272339;51;1651251841.6276355
51;0.44316381216049194;52;1651251843.0501366
52;0.4417482912540436;53;1651251844.4504642
53;0.44025206565856934;54;1651251845.8458486
54;0.4389808475971222;55;1651251847.255157
55;0.43734925985336304;56;1651251848.6599662
56;0.4358364939689636;57;1651251850.0713282
57;0.4343086779117584;58;1651251851.4608524
58;0.432903915643692;59;1651251852.8221433
59;0.4316595792770386;60;1651251854.1943038
60;0.4303264617919922;61;1651251855.571999
61;0.4289519786834717;62;1651251856.9681227
62;0.42750978469848633;63;1651251858.3673084
63;0.42589616775512695;64;1651251859.7350562
64;0.42430561780929565;65;1651251861.1096025
65;0.42326781153678894;66;1651251862.4960191
66;0.42183423042297363;67;1651251863.8760219
67;0.42028605937957764;68;1651251865.2680721
68;0.4187612533569336;69;1651251866.6677408
69;0.4171682298183441;70;1651251868.0588086
70;0.4156682789325714;71;1651251869.426419
71;0.4138582944869995;72;1651251870.812666
72;0.4121183454990387;73;1651251872.2154033
73;0.410275936126709;74;1651251873.6094768
74;0.40808361768722534;75;1651251874.9843514
75;0.405947208404541;76;1651251876.3661218
76;0.40374937653541565;77;1651251877.7494178
77;0.4012163281440735;78;1651251879.1418767
78;0.39860787987709045;79;1651251880.5327277
79;0.3959225118160248;80;1651251881.914579
80;0.39321720600128174;81;1651251883.288116
81;0.39193734526634216;82;1651251884.6715775
82;0.38963332772254944;83;1651251886.0494819
83;0.3868081569671631;84;1651251887.4207838
84;0.384090393781662;85;1651251888.8117282
85;0.3812808394432068;86;1651251890.1878452
86;0.3781404197216034;87;1651251891.5536327
87;0.3752487301826477;88;1651251892.928268
88;0.372004896402359;89;1651251894.3095937
89;0.3689034879207611;90;1651251895.7016008
90;0.36594879627227783;91;1651251897.0957887
91;0.36289089918136597;92;1651251898.4977832
92;0.3604695498943329;93;1651251899.9088233
