;grad_norm_clipped;Steps;Wall_Time
0;1.0;5120;1651613045.635217
1;1.0;12800;1651613045.7919223
2;1.0;17920;1651613045.9002733
3;1.0;38400;1651613046.3421905
4;1.0;40960;1651613046.3866842
5;1.0;43520;1651613046.4393857
6;1.0;53760;1651613046.6647189
7;1.0;56320;1651613046.7210593
8;1.0;58880;1651613046.7648633
9;1.0;71680;1651613047.0564318
10;1.0;76800;1651613047.1765504
11;1.0;81920;1651613047.3066816
12;1.0;94720;1651613047.5782084
13;1.0;99840;1651613047.6995473
14;1.0;107520;1651613047.876235
15;1.0;125440;1651613048.248781
16;1.0;130560;1651613048.3514118
17;1.0;133120;1651613048.4058764
18;1.0;143360;1651613048.610065
19;1.0;168960;1651613049.247016
20;1.0;171520;1651613049.3204834
21;1.0;176640;1651613049.4365497
22;1.0;184320;1651613049.593143
23;1.0;199680;1651613049.9398654
24;1.0;207360;1651613050.1263378
25;1.0;209920;1651613050.1944609
26;1.0;215040;1651613050.3096552
27;1.0;217600;1651613050.3613255
28;1.0;227840;1651613050.5986507
29;1.0;240640;1651613050.887352
30;1.0;243200;1651613050.9393194
31;1.0;245760;1651613050.986274
32;1.0;253440;1651613051.1619225
33;1.0;258560;1651613052.7621398
34;1.0;266240;1651613052.9506185
35;1.0;271360;1651613053.0746865
36;1.0;273920;1651613053.1373456
37;1.0;284160;1651613053.3781455
38;1.0;296960;1651613053.6544776
39;1.0;302080;1651613053.7623594
40;1.0;309760;1651613053.9493344
41;1.0;312320;1651613054.0084581
42;1.0;325120;1651613054.3157012
43;1.0;335360;1651613054.5250168
44;1.0;343040;1651613054.707452
45;1.0;348160;1651613054.8032775
46;1.0;353280;1651613054.9220634
47;1.0;355840;1651613054.9830115
48;1.0;363520;1651613055.1269298
49;1.0;371200;1651613055.291121
50;1.0;373760;1651613055.353602
51;1.0;381440;1651613055.5089173
52;1.0;386560;1651613055.6304972
53;1.0;394240;1651613055.8050444
54;1.0;399360;1651613055.9252408
55;1.0;409600;1651613056.1539598
56;1.0;412160;1651613056.2110953
57;1.0;422400;1651613056.422998
58;1.0;427520;1651613056.5454648
59;1.0;437760;1651613056.775863
60;1.0;448000;1651613057.007991
61;1.0;481280;1651613057.735102
62;1.0;486400;1651613057.8426812
63;1.0;496640;1651613058.0617363
64;1.0;506880;1651613058.287336
65;1.0;514560;1651613059.8046312
66;1.0;517120;1651613059.8646178
67;1.0;519680;1651613059.9182453
68;1.0;524800;1651613060.0429192
69;1.0;527360;1651613060.094413
70;1.0;540160;1651613060.3515532
71;1.0;542720;1651613060.411077
72;1.0;545280;1651613060.469465
73;1.0;547840;1651613060.5193496
74;1.0;552960;1651613060.6230006
75;1.0;560640;1651613060.8046365
76;1.0;563200;1651613060.8763058
77;1.0;565760;1651613060.9292872
78;1.0;570880;1651613061.0509224
79;1.0;576000;1651613061.1554046
80;1.0;581120;1651613061.2734694
81;1.0;586240;1651613061.3981204
82;1.0;593920;1651613061.570132
83;1.0;601600;1651613061.7594414
84;1.0;611840;1651613061.9840062
85;1.0;619520;1651613062.1549976
86;1.0;640000;1651613062.6173682
87;1.0;645120;1651613062.7365532
88;1.0;652800;1651613062.9092627
89;1.0;657920;1651613063.0169208
90;1.0;665600;1651613063.1849618
91;1.0;693760;1651613063.8662732
92;1.0;704000;1651613064.074787
93;1.0;709120;1651613064.1827033
94;1.0;716800;1651613064.3429554
95;1.0;719360;1651613064.3956351
96;1.0;727040;1651613064.5663025
97;1.0;732160;1651613064.693393
98;1.0;760320;1651613065.3466601
99;1.0;765440;1651613065.454571
100;1.0;770560;1651613066.9959917
101;1.0;773120;1651613067.053296
102;1.0;780800;1651613067.2220342
