;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1649625418.0418036
1;1.0;3840;1649625418.135185
2;1.0;7680;1649625418.2247465
3;1.0;11520;1649625418.3129785
4;1.0;15360;1649625418.3948538
5;1.0;19200;1649625418.4886098
6;1.0;23040;1649625418.5789697
7;1.0;26880;1649625418.6691494
8;1.0;30720;1649625418.7605677
9;1.0;34560;1649625418.8457654
10;1.0;38400;1649625418.9314847
11;1.0;42240;1649625419.0215824
12;1.0;46080;1649625419.1123226
13;1.0;49920;1649625419.2030377
14;1.0;53760;1649625419.2798924
15;1.0;57600;1649625419.3552773
16;1.0;61440;1649625419.4421928
17;1.0;65280;1649625419.5226774
18;1.0;69120;1649625419.5947037
19;1.0;72960;1649625419.6722515
20;1.0;76800;1649625419.7441173
21;1.0;80640;1649625419.8319347
22;1.0;84480;1649625419.9072533
23;1.0;88320;1649625419.984337
24;1.0;92160;1649625420.057313
25;1.0;96000;1649625420.1333659
26;1.0;99840;1649625420.2146053
27;1.0;103680;1649625420.2904303
28;1.0;107520;1649625420.3675017
29;1.0;111360;1649625420.4422562
30;1.0;115200;1649625420.5193837
31;1.0;119040;1649625420.5900664
32;1.0;122880;1649625420.6600525
33;1.0;126720;1649625420.7333214
34;1.0;130560;1649625420.8110404
35;1.0;134400;1649625420.8821015
36;1.0;138240;1649625420.9556923
37;1.0;142080;1649625421.0306587
38;1.0;145920;1649625421.1126897
39;1.0;149760;1649625421.1967509
40;1.0;153600;1649625421.2827623
41;1.0;157440;1649625421.3590088
42;1.0;161280;1649625421.4360178
43;1.0;165120;1649625421.5101378
44;1.0;168960;1649625421.587399
45;1.0;172800;1649625421.65729
46;1.0;176640;1649625421.7305865
47;1.0;180480;1649625421.8076303
48;1.0;184320;1649625421.8801167
49;1.0;188160;1649625421.9536564
50;1.0;192000;1649625422.0316164
51;1.0;195840;1649625422.105082
52;1.0;199680;1649625422.182526
53;1.0;203520;1649625422.2540212
54;1.0;207360;1649625422.3291314
55;1.0;211200;1649625422.4091516
56;1.0;215040;1649625422.4996057
57;1.0;218880;1649625422.5764067
58;1.0;222720;1649625422.656479
59;1.0;226560;1649625422.7373366
60;1.0;230400;1649625422.8209045
61;1.0;234240;1649625422.9052289
62;1.0;238080;1649625422.9802036
63;1.0;241920;1649625423.0603652
64;1.0;245760;1649625423.1336944
65;1.0;249600;1649625423.210355
66;1.0;253440;1649625423.2809548
67;1.0;257280;1649625423.355726
68;1.0;261120;1649625423.4433448
69;1.0;264960;1649625423.5261075
70;1.0;268800;1649625423.608361
71;1.0;272640;1649625423.6877167
72;1.0;276480;1649625423.7715259
73;1.0;280320;1649625423.8641422
74;1.0;284160;1649625423.9471183
75;1.0;288000;1649625424.0336993
76;1.0;291840;1649625424.1158319
77;1.0;295680;1649625424.1882348
78;1.0;299520;1649625424.2637377
79;1.0;303360;1649625424.3346765
80;1.0;307200;1649625424.4067802
81;1.0;311040;1649625424.4835184
82;1.0;314880;1649625424.5553124
83;1.0;318720;1649625424.627653
84;1.0;322560;1649625424.6984034
85;1.0;326400;1649625424.7723608
86;1.0;330240;1649625424.8574262
87;1.0;334080;1649625424.930848
88;1.0;337920;1649625425.0051157
89;1.0;341760;1649625425.0888803
90;1.0;345600;1649625425.1608608
91;1.0;349440;1649625425.2294989
92;1.0;353280;1649625425.3039784
93;1.0;357120;1649625425.3845496
94;1.0;360960;1649625425.4595006
95;1.0;364800;1649625425.5305927
96;1.0;368640;1649625425.6076434
97;1.0;372480;1649625425.6844034
98;1.0;376320;1649625425.753488
99;1.0;380160;1649625425.8248732
100;1.0;384000;1649625426.9866807
101;1.0;387840;1649625427.0889344
102;1.0;391680;1649625427.1644332
103;1.0;395520;1649625427.2344966
104;1.0;399360;1649625427.3051713
105;1.0;403200;1649625427.374484
106;1.0;407040;1649625427.4463992
107;1.0;410880;1649625427.5171816
108;1.0;414720;1649625427.5877702
109;1.0;418560;1649625427.6592124
110;1.0;422400;1649625427.7277792
111;1.0;426240;1649625427.7981281
112;1.0;430080;1649625427.8725908
113;1.0;433920;1649625427.9445527
114;1.0;437760;1649625428.0195322
115;1.0;441600;1649625428.0933468
116;1.0;445440;1649625428.162988
117;1.0;449280;1649625428.2317252
118;1.0;453120;1649625428.3089645
119;1.0;456960;1649625428.3817785
120;1.0;460800;1649625428.456412
121;1.0;464640;1649625428.5262637
122;1.0;468480;1649625428.597962
123;1.0;472320;1649625428.6679602
124;1.0;476160;1649625428.7373476
125;1.0;480000;1649625428.8072174
126;1.0;483840;1649625428.8805294
127;1.0;487680;1649625428.9552367
128;1.0;491520;1649625429.0329702
129;1.0;495360;1649625429.1098225
130;1.0;499200;1649625429.186167
131;1.0;503040;1649625429.2783914
132;1.0;506880;1649625429.3732457
133;1.0;510720;1649625429.4499772
134;1.0;514560;1649625429.5213532
135;1.0;518400;1649625429.593834
136;1.0;522240;1649625429.6664238
137;1.0;526080;1649625429.7407005
138;1.0;529920;1649625429.813986
139;1.0;533760;1649625429.8843734
140;1.0;537600;1649625429.9553082
141;1.0;541440;1649625430.0231087
142;1.0;545280;1649625430.100474
143;1.0;549120;1649625430.1793582
144;1.0;552960;1649625430.257805
145;1.0;556800;1649625430.3299935
146;1.0;560640;1649625430.406025
147;1.0;564480;1649625430.4800212
148;1.0;568320;1649625430.5496123
149;1.0;572160;1649625430.6184409
150;1.0;576000;1649625430.6915572
151;1.0;579840;1649625430.7637131
152;1.0;583680;1649625430.8384295
153;1.0;587520;1649625430.9238517
154;1.0;591360;1649625430.9974623
155;1.0;595200;1649625431.0897331
156;1.0;599040;1649625431.1692483
157;1.0;602880;1649625431.2448032
158;1.0;606720;1649625431.3131657
159;1.0;610560;1649625431.3846748
160;1.0;614400;1649625431.457893
161;1.0;618240;1649625431.527552
162;1.0;622080;1649625431.5973184
163;1.0;625920;1649625431.6710482
164;1.0;629760;1649625431.752815
165;1.0;633600;1649625431.8308258
166;1.0;637440;1649625431.90262
167;1.0;641280;1649625431.9804232
168;1.0;645120;1649625432.0504308
169;1.0;648960;1649625432.1188517
170;1.0;652800;1649625432.194782
171;1.0;656640;1649625432.2737966
172;1.0;660480;1649625432.3499162
173;1.0;664320;1649625432.4218123
174;1.0;668160;1649625432.496312
175;1.0;672000;1649625432.5752783
176;1.0;675840;1649625432.6448905
177;1.0;679680;1649625432.7197032
178;1.0;683520;1649625432.8039625
179;1.0;687360;1649625432.8873558
180;1.0;691200;1649625432.9619076
181;1.0;695040;1649625433.0375533
182;1.0;698880;1649625433.1086984
183;1.0;702720;1649625433.1811624
184;1.0;706560;1649625433.2485852
185;1.0;710400;1649625433.3228066
186;1.0;714240;1649625433.3989089
187;1.0;718080;1649625433.4756396
188;1.0;721920;1649625433.5503416
189;1.0;725760;1649625433.6225338
190;1.0;729600;1649625433.6945922
191;1.0;733440;1649625433.786827
192;1.0;737280;1649625433.866333
193;1.0;741120;1649625433.9390628
194;1.0;744960;1649625434.0172112
195;1.0;748800;1649625434.1020162
196;1.0;752640;1649625434.1909864
197;1.0;756480;1649625434.2771845
198;1.0;760320;1649625434.37207
