;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1649633567.9933915
1;1.0;5120;1649633568.0668437
2;1.0;10240;1649633568.1355157
3;1.0;15360;1649633568.2026
4;1.0;20480;1649633568.2653573
5;1.0;25600;1649633568.330687
6;1.0;30720;1649633568.3950965
7;1.0;35840;1649633568.460876
8;1.0;40960;1649633568.5247827
9;1.0;46080;1649633568.5927105
10;1.0;51200;1649633568.657408
11;1.0;56320;1649633568.7229996
12;1.0;61440;1649633568.7874277
13;1.0;66560;1649633568.852173
14;1.0;71680;1649633568.9154108
15;1.0;76800;1649633568.9778173
16;1.0;81920;1649633569.037263
17;1.0;87040;1649633569.0969443
18;1.0;92160;1649633569.152566
19;1.0;97280;1649633569.2097154
20;1.0;102400;1649633569.2668526
21;1.0;107520;1649633569.3232963
22;1.0;112640;1649633569.3816152
23;1.0;117760;1649633569.4460788
24;1.0;122880;1649633569.5096536
25;1.0;128000;1649633569.5717177
26;1.0;133120;1649633569.6308198
27;1.0;138240;1649633569.6922212
28;1.0;143360;1649633569.750769
29;1.0;148480;1649633569.8171892
30;1.0;153600;1649633569.8838518
31;1.0;158720;1649633569.9483423
32;1.0;163840;1649633570.0114
33;1.0;168960;1649633570.068874
34;1.0;174080;1649633570.125895
35;1.0;179200;1649633570.1882327
36;1.0;184320;1649633570.2525146
37;1.0;189440;1649633570.3125887
38;1.0;194560;1649633570.3731163
39;1.0;199680;1649633570.4352381
40;1.0;204800;1649633570.4915445
41;1.0;209920;1649633570.549624
42;1.0;215040;1649633570.60479
43;1.0;220160;1649633570.658775
44;1.0;225280;1649633570.7151632
45;1.0;230400;1649633570.7746532
46;1.0;235520;1649633570.8385854
47;1.0;240640;1649633570.9011183
48;1.0;245760;1649633570.9662905
49;1.0;250880;1649633571.029091
50;1.0;256000;1649633571.085588
51;1.0;261120;1649633571.1442146
52;1.0;266240;1649633571.2009823
53;1.0;271360;1649633571.2689204
54;1.0;276480;1649633571.3364344
55;1.0;281600;1649633571.3962777
56;1.0;286720;1649633571.4532042
57;1.0;291840;1649633571.508182
58;1.0;296960;1649633571.5649939
59;1.0;302080;1649633571.6329148
60;1.0;307200;1649633571.7033403
61;1.0;312320;1649633571.777876
62;1.0;317440;1649633571.8500252
63;1.0;322560;1649633571.927021
64;1.0;327680;1649633572.0027807
65;1.0;332800;1649633572.0752904
66;1.0;337920;1649633572.1456456
67;1.0;343040;1649633572.2162735
68;1.0;348160;1649633572.2853594
69;1.0;353280;1649633572.3588011
70;1.0;358400;1649633572.4326992
71;1.0;363520;1649633572.503417
72;1.0;368640;1649633572.5701416
73;1.0;373760;1649633572.637945
74;1.0;378880;1649633572.7080407
75;1.0;384000;1649633572.7815409
76;1.0;389120;1649633572.8452072
77;1.0;394240;1649633572.908242
78;1.0;399360;1649633572.9676828
79;1.0;404480;1649633573.0268767
80;1.0;409600;1649633573.083595
81;1.0;414720;1649633573.1384091
82;1.0;419840;1649633573.2011347
83;1.0;424960;1649633573.2701561
84;1.0;430080;1649633573.3287132
85;1.0;435200;1649633573.396592
86;1.0;440320;1649633573.460046
87;1.0;445440;1649633573.522697
88;1.0;450560;1649633573.5908506
89;1.0;455680;1649633573.6504517
90;1.0;460800;1649633573.7064528
91;1.0;465920;1649633573.7633634
92;1.0;471040;1649633573.8202918
93;1.0;476160;1649633573.8801155
94;1.0;481280;1649633573.9368913
95;1.0;486400;1649633574.009259
96;1.0;491520;1649633574.07359
97;1.0;496640;1649633574.134795
98;1.0;501760;1649633574.1942677
99;1.0;506880;1649633574.2559345
100;1.0;512000;1649633575.535487
101;1.0;517120;1649633575.60107
102;1.0;522240;1649633575.660215
103;1.0;527360;1649633575.7278068
104;1.0;532480;1649633575.787973
105;1.0;537600;1649633575.8488555
106;1.0;542720;1649633575.9065368
107;1.0;547840;1649633575.960331
108;1.0;552960;1649633576.0170248
109;1.0;558080;1649633576.070962
110;1.0;563200;1649633576.1281555
111;1.0;568320;1649633576.1825073
112;1.0;573440;1649633576.2385976
113;1.0;578560;1649633576.291859
114;1.0;583680;1649633576.3491316
115;1.0;588800;1649633576.4046378
116;1.0;593920;1649633576.4599173
117;1.0;599040;1649633576.5115316
118;1.0;604160;1649633576.567189
119;1.0;609280;1649633576.6301835
120;1.0;614400;1649633576.69446
121;1.0;619520;1649633576.7574506
122;1.0;624640;1649633576.8143215
123;1.0;629760;1649633576.8696053
124;1.0;634880;1649633576.9313822
125;1.0;640000;1649633576.9876745
126;1.0;645120;1649633577.0447478
127;1.0;650240;1649633577.104769
128;1.0;655360;1649633577.1689196
129;1.0;660480;1649633577.2321942
130;1.0;665600;1649633577.2897546
131;1.0;670720;1649633577.3563104
132;1.0;675840;1649633577.4217048
133;1.0;680960;1649633577.4826899
134;1.0;686080;1649633577.5402458
135;1.0;691200;1649633577.5955346
136;1.0;696320;1649633577.6528082
137;1.0;701440;1649633577.7152953
138;1.0;706560;1649633577.7703693
139;1.0;711680;1649633577.8263252
140;1.0;716800;1649633577.884824
141;1.0;721920;1649633577.9471583
142;1.0;727040;1649633578.0054562
143;1.0;732160;1649633578.0624268
144;1.0;737280;1649633578.1208365
145;1.0;742400;1649633578.1847293
146;1.0;747520;1649633578.252083
147;1.0;752640;1649633578.3139565
148;1.0;757760;1649633578.3696756
149;1.0;762880;1649633578.440636
150;1.0;768000;1649633578.5122213
151;1.0;773120;1649633578.572944
152;1.0;778240;1649633578.6427288
153;1.0;783360;1649633578.7021277
154;1.0;788480;1649633578.7611318
155;1.0;793600;1649633578.8180535
156;1.0;798720;1649633578.870716
157;1.0;803840;1649633578.9308808
158;1.0;808960;1649633578.9878893
159;1.0;814080;1649633579.041733
160;1.0;819200;1649633579.097011
161;1.0;824320;1649633579.152475
162;1.0;829440;1649633579.2077143
163;1.0;834560;1649633579.2883606
164;1.0;839680;1649633579.3529732
165;1.0;844800;1649633579.4077628
166;1.0;849920;1649633579.4633734
167;1.0;855040;1649633579.5282876
168;1.0;860160;1649633579.588913
169;1.0;865280;1649633579.6461902
170;1.0;870400;1649633579.7007725
171;1.0;875520;1649633579.757367
172;1.0;880640;1649633579.8150911
173;1.0;885760;1649633579.8773508
174;1.0;890880;1649633579.9388058
175;1.0;896000;1649633579.998424
176;1.0;901120;1649633580.055327
177;1.0;906240;1649633580.1119838
178;1.0;911360;1649633580.169538
179;1.0;916480;1649633580.2251716
180;1.0;921600;1649633580.280453
