;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1649622028.9509923
1;1.0;640;1649622029.012946
2;1.0;1280;1649622029.0797987
3;1.0;1920;1649622029.1396806
4;1.0;2560;1649622029.195154
5;1.0;3200;1649622029.260956
6;1.0;3840;1649622029.3308637
7;1.0;4480;1649622029.3978434
8;1.0;5120;1649622029.469184
9;1.0;5760;1649622029.5370493
10;1.0;6400;1649622029.6006517
11;1.0;7040;1649622029.664546
12;1.0;7680;1649622029.7227602
13;1.0;8320;1649622029.7785187
14;1.0;8960;1649622029.844348
15;1.0;9600;1649622029.9014642
16;1.0;10240;1649622029.9681797
17;1.0;10880;1649622030.0335944
18;1.0;11520;1649622030.0957255
19;1.0;12160;1649622030.1563263
20;1.0;12800;1649622030.2151709
21;1.0;13440;1649622030.2987378
22;1.0;14080;1649622030.3614614
23;1.0;14720;1649622030.4216528
24;1.0;15360;1649622030.4785273
25;1.0;16000;1649622030.5379863
26;1.0;16640;1649622030.5977187
27;1.0;17280;1649622030.6560438
28;1.0;17920;1649622030.7230766
29;1.0;18560;1649622030.7909234
30;1.0;19200;1649622030.8493643
31;1.0;19840;1649622030.9045472
32;1.0;20480;1649622030.9733672
33;1.0;21120;1649622031.0330436
34;1.0;21760;1649622031.0954072
35;1.0;22400;1649622031.1565082
36;1.0;23040;1649622031.215271
37;1.0;23680;1649622031.279812
38;1.0;24320;1649622031.3426821
39;1.0;24960;1649622031.396574
40;1.0;25600;1649622031.4623508
41;1.0;26240;1649622031.5240483
42;1.0;26880;1649622031.5783544
43;1.0;27520;1649622031.6417809
44;1.0;28160;1649622031.7099535
45;1.0;28800;1649622031.777948
46;1.0;29440;1649622031.834565
47;1.0;30080;1649622031.891968
48;1.0;30720;1649622031.9494135
49;1.0;31360;1649622032.0077999
50;1.0;32000;1649622032.0701869
51;1.0;32640;1649622032.1325881
52;1.0;33280;1649622032.1925547
53;1.0;33920;1649622032.2524781
54;1.0;34560;1649622032.3125415
55;1.0;35200;1649622032.3760242
56;1.0;35840;1649622032.4352949
57;1.0;36480;1649622032.4977689
58;1.0;37120;1649622032.5663044
59;1.0;37760;1649622032.6328025
60;1.0;38400;1649622032.6865547
61;1.0;39040;1649622032.7480154
62;1.0;39680;1649622032.804297
63;1.0;40320;1649622032.8658931
64;1.0;40960;1649622032.9298828
65;1.0;41600;1649622032.9861064
66;1.0;42240;1649622033.0400321
67;1.0;42880;1649622033.1015902
68;1.0;43520;1649622033.166543
69;1.0;44160;1649622033.2230933
70;1.0;44800;1649622033.2892752
71;1.0;45440;1649622033.3536947
72;1.0;46080;1649622033.4104955
73;1.0;46720;1649622033.4773576
74;1.0;47360;1649622033.5441942
75;1.0;48000;1649622033.6025398
76;1.0;48640;1649622033.658632
77;1.0;49280;1649622033.7115006
78;1.0;49920;1649622033.7715492
79;1.0;50560;1649622033.8316429
80;1.0;51200;1649622033.8826675
81;1.0;51840;1649622033.9407375
82;1.0;52480;1649622034.004154
83;1.0;53120;1649622034.068109
84;1.0;53760;1649622034.1307902
85;1.0;54400;1649622034.1965048
86;1.0;55040;1649622034.2547057
87;1.0;55680;1649622034.3167799
88;1.0;56320;1649622034.3827915
89;1.0;56960;1649622034.444823
90;1.0;57600;1649622034.5016737
91;1.0;58240;1649622034.5673442
92;1.0;58880;1649622034.6346066
93;1.0;59520;1649622034.6953607
94;1.0;60160;1649622034.7657886
95;1.0;60800;1649622034.8354368
96;1.0;61440;1649622034.9017189
97;1.0;62080;1649622034.9692938
98;1.0;62720;1649622035.033567
99;1.0;63360;1649622035.0960824
100;1.0;64000;1649622035.7789826
101;1.0;64640;1649622035.8461125
102;1.0;65280;1649622035.91149
103;1.0;65920;1649622035.9681003
104;1.0;66560;1649622036.0303013
105;1.0;67200;1649622036.1199062
106;1.0;67840;1649622036.1931705
107;1.0;68480;1649622036.2625604
108;1.0;69120;1649622036.328445
109;1.0;69760;1649622036.3918076
110;1.0;70400;1649622036.4472015
111;1.0;71040;1649622036.5141854
112;1.0;71680;1649622036.5774603
113;1.0;72320;1649622036.6370308
114;1.0;72960;1649622036.701955
115;1.0;73600;1649622036.7582564
116;1.0;74240;1649622036.8254633
117;1.0;74880;1649622036.8952947
118;1.0;75520;1649622036.9629793
119;1.0;76160;1649622037.027665
120;1.0;76800;1649622037.089969
121;1.0;77440;1649622037.1558635
122;1.0;78080;1649622037.2284698
123;1.0;78720;1649622037.2966383
124;1.0;79360;1649622037.3547049
125;1.0;80000;1649622037.4263418
126;1.0;80640;1649622037.4920409
127;1.0;81280;1649622037.556233
128;1.0;81920;1649622037.618695
129;1.0;82560;1649622037.6746752
130;1.0;83200;1649622037.730967
131;1.0;83840;1649622037.785854
132;1.0;84480;1649622037.841107
133;1.0;85120;1649622037.9002395
134;1.0;85760;1649622037.963011
135;1.0;86400;1649622038.0243876
136;1.0;87040;1649622038.0838494
137;1.0;87680;1649622038.1405346
138;1.0;88320;1649622038.1993976
139;1.0;88960;1649622038.2642663
140;1.0;89600;1649622038.3317149
141;1.0;90240;1649622038.3925364
142;1.0;90880;1649622038.4477346
143;1.0;91520;1649622038.5098736
144;1.0;92160;1649622038.5720835
145;1.0;92800;1649622038.6359663
146;1.0;93440;1649622038.692366
147;1.0;94080;1649622038.756489
148;1.0;94720;1649622038.8210392
149;1.0;95360;1649622038.8788638
150;1.0;96000;1649622038.9417899
151;1.0;96640;1649622039.0046463
152;1.0;97280;1649622039.0628455
153;1.0;97920;1649622039.1249707
154;1.0;98560;1649622039.186685
155;1.0;99200;1649622039.2485027
156;1.0;99840;1649622039.3183973
157;1.0;100480;1649622039.380853
158;1.0;101120;1649622039.4428518
159;1.0;101760;1649622039.5062034
160;1.0;102400;1649622039.5730681
161;1.0;103040;1649622039.6303859
162;1.0;103680;1649622039.6856692
163;1.0;104320;1649622039.7382936
164;1.0;104960;1649622039.7885687
165;1.0;105600;1649622039.8467963
166;1.0;106240;1649622039.9131973
167;1.0;106880;1649622039.9823284
168;1.0;107520;1649622040.0383854
169;1.0;108160;1649622040.0985792
170;1.0;108800;1649622040.1546106
171;1.0;109440;1649622040.2179706
172;1.0;110080;1649622040.275736
173;1.0;110720;1649622040.3419645
174;1.0;111360;1649622040.4070225
175;1.0;112000;1649622040.47052
176;1.0;112640;1649622040.5372431
177;1.0;113280;1649622040.5991259
178;1.0;113920;1649622040.6586845
179;1.0;114560;1649622040.7256606
