;critic_grad_norm_clipped;Steps;Wall_Time
0;24.37302589416504;0;1649630944.2820115
1;24.2430362701416;2560;1649630944.3594077
2;24.601045608520508;5120;1649630944.4336905
3;24.336570739746094;7680;1649630944.5055497
4;23.816614151000977;10240;1649630944.5795708
5;24.235136032104492;12800;1649630944.6498604
6;24.488012313842773;15360;1649630944.722279
7;23.95950698852539;17920;1649630944.7964222
8;24.44577407836914;20480;1649630944.8673549
9;23.95412826538086;23040;1649630944.9390888
10;23.730384826660156;25600;1649630945.0095875
11;24.142786026000977;28160;1649630945.0852675
12;24.514238357543945;30720;1649630945.1590176
13;24.16445541381836;33280;1649630945.226785
14;24.391124725341797;35840;1649630945.2959101
15;23.89549446105957;38400;1649630945.3704014
16;24.094131469726562;40960;1649630945.4933734
17;23.99982261657715;43520;1649630945.563211
18;23.648914337158203;46080;1649630945.633052
19;24.340116500854492;48640;1649630945.7023778
20;23.63422393798828;51200;1649630945.7743084
21;24.01468276977539;53760;1649630945.8455346
22;24.082761764526367;56320;1649630945.9163063
23;23.990032196044922;58880;1649630945.9872687
24;23.996740341186523;61440;1649630946.058603
25;23.68455696105957;64000;1649630946.1297727
26;23.462779998779297;66560;1649630946.1981654
27;23.070388793945312;69120;1649630946.2776034
28;22.743452072143555;71680;1649630946.3485117
29;23.243009567260742;74240;1649630946.4193823
30;23.283855438232422;76800;1649630946.5040443
31;22.539148330688477;79360;1649630946.5807881
32;23.111928939819336;81920;1649630946.6540365
33;22.46348762512207;84480;1649630946.7275953
34;22.922700881958008;87040;1649630946.8026114
35;22.78335189819336;89600;1649630946.8744202
36;23.029035568237305;92160;1649630946.9491074
37;22.656341552734375;94720;1649630947.0227711
38;22.545303344726562;97280;1649630947.1023207
39;22.806079864501953;99840;1649630947.1734514
40;22.41542625427246;102400;1649630947.2422643
41;23.10702133178711;104960;1649630947.3174245
42;22.537233352661133;107520;1649630947.4148722
43;22.006494522094727;110080;1649630947.4892929
44;21.82259178161621;112640;1649630947.5698419
45;22.125200271606445;115200;1649630947.6510725
46;22.108491897583008;117760;1649630947.7205575
47;21.921297073364258;120320;1649630947.7882445
48;21.911508560180664;122880;1649630947.8564816
49;21.381168365478516;125440;1649630947.9254398
50;21.86798667907715;128000;1649630947.9930115
51;21.970077514648438;130560;1649630948.0623395
52;21.222522735595703;133120;1649630948.1299636
53;21.24378776550293;135680;1649630948.2019253
54;21.402080535888672;138240;1649630948.2730033
55;21.406143188476562;140800;1649630948.3458388
56;20.88565444946289;143360;1649630948.4163268
57;21.080224990844727;145920;1649630948.4869747
58;20.888599395751953;148480;1649630948.5540357
59;21.183273315429688;151040;1649630948.6264753
60;20.50428581237793;153600;1649630948.697311
61;20.638158798217773;156160;1649630948.7675073
62;20.627227783203125;158720;1649630948.8383243
63;20.018510818481445;161280;1649630948.9089675
64;19.794675827026367;163840;1649630948.979607
65;20.034347534179688;166400;1649630949.050062
66;19.98725700378418;168960;1649630949.1207933
67;19.719585418701172;171520;1649630949.1893246
68;20.318662643432617;174080;1649630949.2610104
69;19.998882293701172;176640;1649630949.3317375
70;19.730955123901367;179200;1649630949.4026735
71;19.59575080871582;181760;1649630949.4781601
72;19.980024337768555;184320;1649630949.5517216
73;20.132518768310547;186880;1649630949.6231112
74;19.617738723754883;189440;1649630949.6920516
75;19.64259910583496;192000;1649630949.7641163
76;19.23443603515625;194560;1649630949.832836
77;19.475820541381836;197120;1649630949.9014034
78;19.27074432373047;199680;1649630949.9695277
79;19.376209259033203;202240;1649630950.0374613
80;19.07151222229004;204800;1649630950.1065128
81;19.19072723388672;207360;1649630950.1775053
82;18.522701263427734;209920;1649630950.2488296
83;18.72835922241211;212480;1649630950.3212872
84;18.765682220458984;215040;1649630950.3995128
85;19.08416175842285;217600;1649630950.4779031
86;18.99187660217285;220160;1649630950.5474696
87;18.85791778564453;222720;1649630950.6218004
88;19.073986053466797;225280;1649630950.6918085
89;18.557350158691406;227840;1649630950.76277
90;18.507843017578125;230400;1649630950.8300765
91;18.760461807250977;232960;1649630950.8987072
92;18.143190383911133;235520;1649630950.9678583
93;18.79046630859375;238080;1649630951.0431178
94;18.548742294311523;240640;1649630951.1154137
95;18.487337112426758;243200;1649630951.1878421
96;18.65703773498535;245760;1649630951.2626655
97;17.820152282714844;248320;1649630951.3368523
98;17.992952346801758;250880;1649630951.410259
99;18.216447830200195;253440;1649630951.4788325
100;17.960952758789062;256000;1649630951.906018
101;18.261138916015625;258560;1649630951.9821763
102;17.824054718017578;261120;1649630952.0473926
103;18.708398818969727;263680;1649630952.1254745
104;18.32472038269043;266240;1649630952.2013834
105;18.010305404663086;268800;1649630952.2735143
106;18.104459762573242;271360;1649630952.3417394
107;18.12103271484375;273920;1649630952.414696
108;18.080184936523438;276480;1649630952.4845626
109;17.997976303100586;279040;1649630952.55881
110;18.108165740966797;281600;1649630952.6357872
111;18.14965057373047;284160;1649630952.7120347
112;18.245450973510742;286720;1649630952.7862806
113;18.280601501464844;289280;1649630952.8663898
114;18.04680824279785;291840;1649630952.9375055
115;18.286880493164062;294400;1649630953.013892
116;18.25130844116211;296960;1649630953.086721
117;18.358299255371094;299520;1649630953.1682372
118;18.104249954223633;302080;1649630953.2411668
119;18.239328384399414;304640;1649630953.3226137
120;18.309566497802734;307200;1649630953.3941965
121;17.853525161743164;309760;1649630953.4887824
122;17.978483200073242;312320;1649630953.57326
123;18.164718627929688;314880;1649630953.6601183
124;17.933979034423828;317440;1649630953.7445014
125;17.95134925842285;320000;1649630953.8112333
126;18.37767791748047;322560;1649630953.8851106
127;18.123910903930664;325120;1649630953.9546258
128;18.14963722229004;327680;1649630954.0259461
129;18.07715606689453;330240;1649630954.0992029
130;18.062997817993164;332800;1649630954.167674
131;17.78770637512207;335360;1649630954.2289073
132;18.258520126342773;337920;1649630954.2881482
133;18.30545997619629;340480;1649630954.3602183
134;17.73174285888672;343040;1649630954.4190006
135;17.859891891479492;345600;1649630954.491763
136;17.431245803833008;348160;1649630954.5658312
137;17.829784393310547;350720;1649630954.636769
138;17.840534210205078;353280;1649630954.710221
139;17.98821449279785;355840;1649630954.7759516
140;17.420120239257812;358400;1649630954.845136
141;17.136363983154297;360960;1649630954.9229548
142;17.34251594543457;363520;1649630954.9910033
143;17.243362426757812;366080;1649630955.0631824
144;17.46010971069336;368640;1649630955.1241107
145;17.120094299316406;371200;1649630955.192428
146;16.989463806152344;373760;1649630955.258418
147;17.363224029541016;376320;1649630955.3236797
148;16.81903839111328;378880;1649630955.3885503
149;17.300281524658203;381440;1649630955.4498332
150;17.189361572265625;384000;1649630955.51364
151;17.34642219543457;386560;1649630955.5884027
152;17.217504501342773;389120;1649630955.6531522
153;17.10589599609375;391680;1649630955.7196846
154;17.038841247558594;394240;1649630955.7816064
155;16.751564025878906;396800;1649630955.843955
156;17.041275024414062;399360;1649630955.910958
157;16.68119239807129;401920;1649630955.9760873
158;17.116458892822266;404480;1649630956.0405583
159;17.382091522216797;407040;1649630956.1051068
160;16.436561584472656;409600;1649630956.1701317
161;16.98094367980957;412160;1649630956.2315106
162;17.098886489868164;414720;1649630956.293439
163;16.785327911376953;417280;1649630956.3580225
164;16.896196365356445;419840;1649630956.4228673
165;16.900020599365234;422400;1649630956.4878228
166;16.717721939086914;424960;1649630956.5562305
167;16.673892974853516;427520;1649630956.620545
168;16.180505752563477;430080;1649630956.684936
169;16.735015869140625;432640;1649630956.7493281
170;16.81916618347168;435200;1649630956.8103614
171;17.07462501525879;437760;1649630956.871101
172;16.572959899902344;440320;1649630956.9360008
173;16.684301376342773;442880;1649630957.0075238
174;16.25739288330078;445440;1649630957.0693924
175;16.767396926879883;448000;1649630957.1293123
176;16.424392700195312;450560;1649630957.1891482
177;16.282398223876953;453120;1649630957.2532778
178;16.34739875793457;455680;1649630957.3208086
179;15.921895980834961;458240;1649630957.389523
180;16.231943130493164;460800;1649630957.454231
181;15.979275703430176;463360;1649630957.526689
182;15.885986328125;465920;1649630957.6070783
183;16.261913299560547;468480;1649630957.6891558
184;16.263216018676758;471040;1649630957.7602673
185;15.964583396911621;473600;1649630957.825598
186;15.752262115478516;476160;1649630957.8850627
187;16.288991928100586;478720;1649630957.945949
188;16.191551208496094;481280;1649630958.0084605
189;16.375003814697266;483840;1649630958.0689845
190;15.791452407836914;486400;1649630958.1308596
191;16.060657501220703;488960;1649630958.1973574
192;15.956310272216797;491520;1649630958.272235
193;15.9968900680542;494080;1649630958.3392675
194;16.015775680541992;496640;1649630958.4084837
195;16.16002082824707;499200;1649630958.4768155
196;15.964292526245117;501760;1649630958.5419118
197;16.162311553955078;504320;1649630958.6111553
198;16.23570442199707;506880;1649630958.6810017
199;15.92518138885498;509440;1649630958.7434063
200;16.163818359375;512000;1649630959.1622808
201;16.409326553344727;514560;1649630959.229056
202;16.125085830688477;517120;1649630959.294783
203;16.450929641723633;519680;1649630959.3575003
204;16.61208724975586;522240;1649630959.418023
205;16.445249557495117;524800;1649630959.4778786
206;17.273967742919922;527360;1649630959.5413396
207;17.098024368286133;529920;1649630959.6153188
208;17.04755210876465;532480;1649630959.7032077
209;17.403696060180664;535040;1649630959.7804067
210;17.455141067504883;537600;1649630959.8505328
211;17.58893394470215;540160;1649630959.9109159
212;17.99733543395996;542720;1649630959.9705067
213;17.388456344604492;545280;1649630960.035079
214;17.204124450683594;547840;1649630960.1064804
215;17.685195922851562;550400;1649630960.181021
216;17.48053550720215;552960;1649630960.249155
217;17.125097274780273;555520;1649630960.3141544
218;17.03540802001953;558080;1649630960.3734512
219;16.743616104125977;560640;1649630960.4417992
220;16.921775817871094;563200;1649630960.505287
221;17.05699920654297;565760;1649630960.5713174
222;16.972936630249023;568320;1649630960.6362994
223;17.029085159301758;570880;1649630960.6980298
224;17.059053421020508;573440;1649630960.7581654
225;17.101123809814453;576000;1649630960.8185892
226;16.922718048095703;578560;1649630960.878008
227;16.983686447143555;581120;1649630960.9427261
228;17.382965087890625;583680;1649630961.0083618
229;17.428218841552734;586240;1649630961.0727918
230;17.4622802734375;588800;1649630961.1363742
231;17.359453201293945;591360;1649630961.2014592
232;17.291833877563477;593920;1649630961.2643538
233;17.55281639099121;596480;1649630961.328301
234;17.53574562072754;599040;1649630961.393639
235;17.42338752746582;601600;1649630961.4585366
236;17.157529830932617;604160;1649630961.523994
237;17.851255416870117;606720;1649630961.5860546
238;17.76938247680664;609280;1649630961.6483366
239;17.69922637939453;611840;1649630961.7129867
240;17.561275482177734;614400;1649630961.781492
241;17.445287704467773;616960;1649630961.8464346
242;17.911766052246094;619520;1649630961.9061415
243;17.594839096069336;622080;1649630961.9673119
244;17.777088165283203;624640;1649630962.0336819
245;17.69870376586914;627200;1649630962.0965476
246;18.032413482666016;629760;1649630962.1590583
247;17.921897888183594;632320;1649630962.217163
248;18.020143508911133;634880;1649630962.2857697
249;17.72239112854004;637440;1649630962.349562
250;17.963396072387695;640000;1649630962.4125922
251;18.168537139892578;642560;1649630962.4828982
252;17.891677856445312;645120;1649630962.558863
253;18.151906967163086;647680;1649630962.6297665
254;17.94776153564453;650240;1649630962.6924138
255;18.767059326171875;652800;1649630962.7535806
256;18.48676872253418;655360;1649630962.8137314
257;18.71139144897461;657920;1649630962.8736215
258;18.626678466796875;660480;1649630962.9345827
259;19.090913772583008;663040;1649630962.9941413
260;18.676788330078125;665600;1649630963.0578012
261;18.808334350585938;668160;1649630963.1210036
262;18.85016441345215;670720;1649630963.1859338
263;19.090526580810547;673280;1649630963.2532647
264;19.143415451049805;675840;1649630963.3167403
265;18.843820571899414;678400;1649630963.3769386
266;18.59856414794922;680960;1649630963.4410808
267;19.11191177368164;683520;1649630963.508069
268;18.979032516479492;686080;1649630963.578475
269;19.418575286865234;688640;1649630963.6422105
270;19.448772430419922;691200;1649630963.712468
271;19.469539642333984;693760;1649630963.7809591
272;19.526567459106445;696320;1649630963.8499405
273;19.065128326416016;698880;1649630963.9102426
