;update/loss;Steps;Wall_Time
0;-225853.171875;1000;1649580773.162574
1;-0.023027652874588966;2000;1649580975.1145701
2;-0.32398346066474915;3000;1649581162.5187984
3;-691027.25;4000;1649581349.742295
4;-2123054.5;5000;1649581544.5399582
5;-6686346.5;6000;1649581731.521702
6;-12149750.0;7000;1649581918.0993283
7;-4845448.0;8000;1649582104.6546109
8;-48217468.0;9000;1649582298.7148843
9;-22504476.0;10000;1649582485.135635
10;-68014872.0;11000;1649582671.5846443
11;-88012256.0;12000;1649582858.0042095
12;-96009152.0;13000;1649583051.7944124
13;-1649979.5;14000;1649583238.628143
14;-129524384.0;15000;1649583426.079958
15;-268718976.0;16000;1649583613.3863099
16;-395041696.0;17000;1649583808.3759909
17;-465872640.0;18000;1649583994.9497888
18;-270757888.0;19000;1649584181.4803522
19;-658024256.0;20000;1649584368.181009
20;-600692096.0;21000;1649584576.4189212
21;-624598976.0;22000;1649584769.4015176
22;-596482304.0;23000;1649584956.0414162
23;-1125391232.0;24000;1649585143.0879743
24;-0.008348468691110611;25000;1649585337.7034118
25;-1234824576.0;26000;1649585524.9449158
26;-0.0070424433797597885;27000;1649585712.2630382
27;-0.0070467786863446236;28000;1649585899.8419325
28;-0.005819317419081926;29000;1649586094.47988
29;-0.006969450507313013;30000;1649586281.391174
30;-0.01077212393283844;31000;1649586467.927919
31;-0.004148680251091719;32000;1649586655.12463
32;-0.004515597131103277;33000;1649586849.1976955
33;-1753880064.0;34000;1649587036.2170386
34;-1040676160.0;35000;1649587223.379497
35;-18611.384765625;36000;1649587410.5376217
36;-0.0011419173097237945;37000;1649587605.2178211
37;-0.004539371468126774;38000;1649587791.8075318
38;-0.0013082558289170265;39000;1649587978.354488
39;-250387616.0;40000;1649588165.0713284
